BASE_YEAR,BOAT_NO,PRACE_NCNT,N1CK_NCNT,N2CK_NCNT,N3CK_NCNT,AVRG_CKSN_SCORE_VALUE,YUNDAE_RT,BEST_SAIL_TIME_VALUE,N2JU_BEST_TIME_VALUE,N3JU_BEST_TIME_VALUE
2016,B2016036,77,8,12,9,4.36,26,01:15.4,01:15.4,01:59.5
2016,B2016035,84,15,12,10,5.13,32.1,01:14.7,01:14.7,01:57.8
2016,B2016034,71,15,9,17,5.7,33.8,01:16.4,01:16.4,01:56.9
2016,B2016028,98,17,15,14,5.1,32.7,01:15.2,01:15.2,01:55.1
2016,B2016029,89,8,10,16,4.51,20.2,01:16.6,01:16.6,02:00.4
2016,B2016030,100,16,23,14,5.36,39,01:15.4,01:15.4,01:56.8
2016,B2016031,83,15,13,11,5.24,33.7,01:16.2,01:16.2,01:58.8
2016,B2016032,90,10,11,12,4.26,23.3,01:17.0,01:17.0,01:55.2
2016,B2016033,82,16,14,14,5.52,36.6,01:16.0,01:16.0,01:56.7
2016,B2016064,80,8,17,17,4.98,31.3,01:16.2,01:16.2,01:54.3
2016,B2016063,81,4,13,17,4.15,21,01:16.5,01:16.5,01:56.4
2016,B2016062,95,16,18,18,5.37,35.8,01:14.0,01:14.0,01:56.1
2016,B2016061,94,13,21,14,5.11,36.2,01:14.8,01:14.8,01:57.2
2016,B2016060,86,7,18,14,4.72,29.1,01:16.0,01:16.0,01:57.9
2016,B2016059,56,20,8,9,6.45,50,01:13.6,01:13.6,01:57.8
2016,B2016058,94,9,11,22,4.65,21.3,01:15.7,01:15.7,01:55.2
2016,B2016057,75,9,15,12,4.88,32,01:15.7,01:15.7,01:55.8
2016,B2016056,86,19,12,18,5.7,36,01:14.9,01:14.9,02:03.9
2016,B2016055,96,17,22,16,5.64,40.6,01:15.7,01:15.7,01:52.2
2016,B2016054,82,12,11,11,4.8,28,01:16.2,01:16.2,02:02.0
2016,B2016053,92,7,19,14,4.48,28.3,01:16.1,01:16.1,01:53.8
2016,B2016052,92,20,14,28,6.15,37,01:15.0,01:15.0,01:58.4
2016,B2016051,77,17,10,13,5.3,35.1,01:15.8,01:15.8,01:54.8
2016,B2016050,59,9,10,11,5.19,32.2,01:15.7,01:15.7,01:58.4
2016,B2016049,75,21,21,13,6.77,56,01:17.1,01:17.1,01:55.7
2016,B2016048,63,7,10,9,4.6,27,01:16.4,01:16.4,01:58.6
2016,B2016047,46,5,3,8,3.91,17.4,01:18.0,01:18.0,01:58.9
2016,B2016046,92,18,18,10,5.51,39.1,01:15.3,01:15.3,01:57.7
2016,B2016045,78,23,16,12,6.4,50,01:14.9,01:14.9,01:57.2
2016,B2016044,81,12,13,15,5.11,30.9,01:15.3,01:15.3,01:55.9
2016,B2016043,85,25,10,17,6.12,41.2,01:15.7,01:15.7,02:01.5
2016,B2016042,83,16,14,14,5.43,36.1,01:15.6,01:15.6,01:53.3
2016,B2016041,93,10,11,15,4.56,22.6,01:16.2,01:16.2,01:57.5
2016,B2016040,69,9,11,11,4.71,29,01:16.9,01:16.9,01:53.8
2016,B2016039,85,15,16,12,5.2,36.5,01:15.1,01:15.1,01:56.1
2016,B2016038,81,13,15,13,5.28,34.6,01:15.3,01:15.3,01:55.5
2016,B2016037,79,8,11,10,4.48,24.1,01:16.6,01:16.6,01:57.4
2016,B2016001,86,14,12,19,5.41,30.2,01:15.2,01:15.2,02:00.0
2016,B2016003,83,20,8,12,5.18,33.7,01:17.4,01:17.4,01:54.8
2016,B2016004,89,21,12,15,5.45,37.1,01:15.6,01:15.6,01:53.9
2016,B2016005,93,23,20,10,5.71,46.2,01:17.3,01:17.3,01:55.0
2016,B2016007,92,21,19,19,6,43.5,01:14.0,01:14.0,01:57.3
2016,B2016008,85,20,14,18,5.85,40,01:16.5,01:16.5,01:55.4
2016,B2016010,87,10,11,17,4.85,24.1,01:16.8,01:16.8,01:55.0
2016,B2016011,81,17,10,17,5.44,33.3,01:15.7,01:15.7,02:01.0
2016,B2016013,89,11,18,10,4.72,32.6,01:14.8,01:14.8,01:59.7
2016,B2016014,73,4,11,13,4.25,20.5,01:15.0,01:15.0,01:56.6
2016,B2016016,93,16,15,18,5.23,33.3,01:15.7,01:15.7,01:58.9
2016,B2016017,87,18,24,12,6.08,48.3,01:15.9,01:15.9,01:56.2
2016,B2016019,89,19,14,10,5.3,37.1,01:16.3,01:16.3,01:55.7
2016,B2016020,86,8,9,15,4.42,19.8,01:17.6,01:17.6,02:00.5
2016,B2016022,92,11,13,22,4.96,26.1,01:15.1,01:15.1,01:55.8
2016,B2016023,17,4,5,0,5.65,52.9,01:16.7,01:16.7,01:53.0
2016,B2016024,65,9,15,13,5.38,36.9,01:16.6,01:16.6,01:56.8
2016,B2016025,51,1,3,6,3,7.8,01:18.3,01:18.3,01:59.7
2016,B2016026,95,11,19,24,5.19,31.6,01:16.2,01:16.2,01:56.5
2016,B2016027,86,18,12,17,5.51,34.9,01:15.9,01:15.9,01:53.7
2017,B2016008,188,41,39,32,5.73,42.6,01:14.8,01:14.8,01:55.4
2017,B2016009,169,27,23,32,5.12,29.6,01:16.9,01:16.9,01:56.2
2017,B2016011,196,34,30,35,5.22,32.7,01:15.7,01:15.7,02:01.0
2017,B2016106,176,18,19,38,4.49,21,01:14.9,01:14.9,02:00.1
2017,B2016105,164,24,22,22,4.7,28,01:16.8,01:16.8,02:00.8
2017,B2016104,198,39,35,36,5.54,37.4,01:16.7,01:16.7,01:55.6
2017,B2016103,203,32,44,30,5.33,37.4,01:15.5,01:15.5,01:59.3
2017,B2016102,190,29,34,32,5.12,33.2,01:15.1,01:15.1,01:56.1
2017,B2016101,156,21,22,28,4.87,27.6,01:15.1,01:15.1,01:58.6
2017,B2016100,176,31,40,27,5.52,40.3,01:14.5,01:14.5,02:04.1
2017,B2016099,102,5,8,13,3.57,12.7,01:14.3,01:14.3,01:56.1
2017,B2016098,146,17,26,22,4.99,29.5,01:16.4,01:16.4,01:58.2
2017,B2016097,135,21,22,22,5.02,31.9,01:15.7,01:15.7,01:57.6
2017,B2016096,175,17,27,27,4.5,25.1,01:15.1,01:15.1,01:56.3
2017,B2016095,174,31,23,30,5.1,31,01:16.2,01:16.2,01:57.7
2017,B2016094,192,31,33,35,5.24,33.3,01:15.4,01:15.4,01:54.8
2017,B2016093,160,23,24,25,4.84,29.4,01:15.7,01:15.7,02:00.5
2017,B2016092,188,28,38,32,5.28,35.1,01:15.9,01:15.9,01:54.5
2017,B2016090,159,22,24,22,4.96,28.9,01:15.4,01:15.4,01:58.0
2017,B2016089,187,49,40,31,6.25,47.6,01:14.4,01:14.4,01:58.9
2017,B2016087,143,22,26,19,5,33.6,01:15.1,01:15.1,02:00.2
2017,B2016086,197,37,28,27,5.22,33,01:14.7,01:14.7,01:56.7
2017,B2016084,165,30,35,28,5.57,39.4,01:16.1,01:16.1,01:55.0
2017,B2016083,202,37,40,35,5.52,38.1,01:14.7,01:14.7,01:59.4
2017,B2016081,185,34,39,27,5.43,39.5,01:15.2,01:15.2,02:03.5
2017,B2016080,175,39,32,26,5.74,40.6,01:16.3,01:16.3,01:59.0
2017,B2016078,164,44,32,20,5.99,46.3,01:15.3,01:15.3,01:55.4
2017,B2016077,170,22,31,25,4.95,31.2,01:15.0,01:15.0,01:56.2
2017,B2016076,175,28,29,30,5.23,32.6,01:14.7,01:14.7,01:58.2
2017,B2016074,180,42,31,37,5.91,40.6,01:14.1,01:14.1,02:00.5
2017,B2016110,177,37,37,20,5.5,41.8,01:15.7,01:15.7,02:03.1
2017,B2016109,177,31,23,23,4.85,30.5,01:15.5,01:15.5,02:01.6
2017,B2016108,182,23,29,27,4.65,28.6,01:15.9,01:15.9,01:58.2
2017,B2016107,194,46,31,30,5.66,39.7,01:15.6,01:15.6,01:58.4
2017,B2016073,89,19,22,15,6.06,46.1,01:14.1,01:14.1,01:57.5
2017,B2016001,174,28,25,36,5.24,30.5,01:15.2,01:15.2,02:00.0
2017,B2016091,152,33,26,27,5.6,38.8,01:15.8,01:15.8,01:57.6
2017,B2016088,189,40,28,26,5.4,36,01:14.6,01:14.6,01:59.2
2017,B2016085,152,30,31,24,5.55,40.1,01:15.1,01:15.1,01:55.9
2017,B2016082,186,31,36,36,5.4,36,01:14.5,01:14.5,01:56.1
2017,B2016079,159,12,23,27,4.35,22,01:16.0,01:16.0,01:55.9
2017,B2016075,191,36,30,29,5.2,34.6,01:14.9,01:14.9,01:55.5
2017,B2016072,188,30,29,38,5.22,31.4,01:14.6,01:14.6,01:58.7
2017,B2016069,198,35,33,37,5.33,34.3,01:14.3,01:14.3,01:53.9
2017,B2016066,137,21,16,26,4.8,27,01:15.8,01:15.8,01:57.7
2017,B2016063,143,6,18,31,4.03,16.8,01:16.5,01:16.5,01:56.4
2017,B2016058,183,30,27,35,5.16,31.1,01:15.7,01:15.7,01:55.2
2017,B2016055,199,43,42,29,5.81,42.7,01:15.7,01:15.7,01:52.2
2017,B2016051,116,19,18,21,5.09,31.9,01:15.8,01:15.8,01:54.8
2017,B2016048,143,11,16,25,4.06,18.9,01:16.4,01:16.4,01:58.6
2017,B2016045,171,43,33,28,6.05,44.4,01:14.9,01:14.9,01:57.2
2017,B2016042,83,16,14,14,5.43,36.1,01:15.6,01:15.6,01:53.3
2017,B2016038,194,39,38,34,5.74,39.7,01:15.3,01:15.3,01:55.5
2017,B2016035,191,31,30,35,5.29,31.9,01:14.7,01:14.7,01:57.8
2017,B2016032,171,19,25,27,4.45,25.7,01:17.0,01:17.0,01:55.2
2017,B2016029,172,15,21,34,4.48,20.9,01:16.6,01:16.6,02:00.4
2017,B2016026,193,36,44,41,5.75,41.5,01:15.0,01:15.0,01:56.5
2017,B2016023,17,4,5,0,5.65,52.9,01:16.7,01:16.7,01:53.0
2017,B2016019,194,39,34,24,5.32,37.6,01:15.9,01:15.9,01:55.7
2017,B2016016,199,31,35,43,5.33,33.2,01:15.1,01:15.1,01:58.9
2017,B2016013,167,22,29,24,4.89,30.5,01:14.8,01:14.8,01:59.7
2017,B2016010,192,29,33,43,5.38,32.3,01:15.4,01:15.4,01:55.0
2017,B2016006,160,39,28,24,5.74,41.9,01:15.5,01:15.5,01:59.7
2017,B2016003,191,46,26,26,5.43,37.7,01:15.7,01:15.7,01:54.8
2017,B2016071,192,34,31,35,5.28,33.9,01:15.7,01:15.7,01:56.5
2017,B2016070,186,37,29,29,5.33,35.5,01:15.2,01:15.2,02:01.0
2017,B2016068,196,54,31,36,6.04,43.4,01:15.8,01:15.8,02:00.4
2017,B2016067,158,20,31,17,4.84,32.3,01:15.2,01:15.2,01:58.4
2017,B2016065,179,24,27,34,4.92,28.5,01:15.3,01:15.3,01:55.9
2017,B2016064,80,8,17,17,4.98,31.3,01:16.2,01:16.2,01:54.3
2017,B2016030,176,35,30,26,5.3,36.9,01:15.4,01:15.4,01:56.8
2017,B2016062,188,39,27,41,5.54,35.1,01:14.0,01:14.0,01:56.1
2017,B2016061,179,25,35,21,4.85,33.5,01:14.8,01:14.8,01:57.2
2017,B2016060,199,33,31,32,5.01,32.2,01:15.2,01:15.2,01:57.9
2017,B2016059,121,28,23,20,5.83,42.1,01:13.6,01:13.6,01:57.8
2017,B2016057,172,22,33,24,4.81,32,01:15.7,01:15.7,01:55.8
2017,B2016056,189,36,32,30,5.38,36,01:14.9,01:14.9,02:03.9
2017,B2016054,175,20,27,27,4.62,26.9,01:16.2,01:16.2,02:02.0
2017,B2016053,168,19,27,29,4.68,27.4,01:16.1,01:16.1,01:53.8
2017,B2016052,185,37,28,44,5.77,35.1,01:15.0,01:15.0,01:58.4
2017,B2016050,141,15,26,24,4.78,29.1,01:15.7,01:15.7,01:58.4
2017,B2016049,138,30,34,19,5.91,46.4,01:17.1,01:17.1,01:55.7
2017,B2016047,124,13,15,18,4.2,22.6,01:17.1,01:17.1,01:58.9
2017,B2016046,206,37,37,24,5.26,35.9,01:15.3,01:15.3,01:57.7
2017,B2016044,89,12,15,17,5.04,30.3,01:15.3,01:15.3,01:55.9
2017,B2016043,189,42,23,33,5.42,34.4,01:15.7,01:15.7,02:01.5
2017,B2016041,201,28,30,34,5,28.9,01:16.2,01:16.2,01:57.5
2017,B2016040,69,9,11,11,4.71,29,01:16.9,01:16.9,01:53.8
2017,B2016039,188,31,36,28,5.22,35.6,01:15.1,01:15.1,01:56.1
2017,B2016012,149,21,27,23,5.01,32.2,01:15.0,01:15.0,01:55.3
2017,B2016014,143,9,28,21,4.36,25.9,01:15.0,01:15.0,01:56.6
2017,B2016015,178,28,32,35,5.34,33.7,01:15.7,01:15.7,01:57.3
2017,B2016017,176,27,47,38,5.96,42,01:14.9,01:14.9,01:56.2
2017,B2016018,198,32,27,37,5.17,29.8,01:15.5,01:15.5,01:55.9
2017,B2016020,144,10,16,22,4.05,18.1,01:17.6,01:17.6,02:00.5
2017,B2016021,191,31,25,42,5.08,29.3,01:15.6,01:15.6,01:55.1
2017,B2016022,164,28,20,28,5.04,29.3,01:15.1,01:15.1,01:55.8
2017,B2016024,158,15,20,28,4.32,22.2,01:16.6,01:16.6,01:56.8
2017,B2016025,88,3,4,11,2.99,8,01:17.6,01:17.6,01:59.7
2017,B2016027,192,43,33,31,5.68,39.6,01:15.8,01:15.8,01:53.7
2017,B2016028,193,29,33,32,5.15,32.1,01:15.2,01:15.2,01:55.1
2017,B2016037,161,15,19,32,4.52,21.1,01:15.3,01:15.3,01:57.4
2017,B2016036,153,14,22,21,4.2,23.5,01:15.4,01:15.4,01:59.5
2017,B2016034,177,35,25,30,5.38,33.9,01:16.0,01:16.0,01:56.9
2017,B2016033,185,35,42,35,5.89,41.6,01:16.0,01:16.0,01:56.7
2017,B2016031,195,27,33,34,5.07,30.8,01:15.7,01:15.7,01:58.8
2017,B2016002,178,39,30,33,5.92,38.8,01:15.4,01:15.4,01:57.3
2017,B2016004,89,21,12,15,5.45,37.1,01:15.6,01:15.6,01:53.9
2017,B2016005,189,55,36,22,6.07,48.1,01:15.0,01:15.0,01:55.0
2017,B2016007,196,36,39,43,5.69,38.3,01:14.0,01:14.0,01:57.3
2018,B2016062,208,42,31,43,5.5,35.1,01:14.0,01:14.0,01:56.1
2018,B2016055,208,48,43,29,5.87,43.8,01:15.0,01:15.0,01:52.2
2018,B2016056,199,39,32,32,5.4,35.7,01:14.9,01:14.9,02:03.9
2018,B2016058,199,34,31,40,5.28,32.7,01:15.7,01:15.7,01:55.2
2018,B2016059,140,32,26,24,5.84,41.4,01:13.6,01:13.6,01:57.8
2018,B2016061,203,28,43,25,4.97,35,01:14.8,01:14.8,01:57.2
2018,B2016064,80,8,17,17,4.98,31.3,01:16.2,01:16.2,01:54.3
2018,B2016065,199,26,29,39,4.84,27.6,01:15.3,01:15.3,01:55.9
2018,B2016066,161,29,18,30,4.93,29.2,01:15.2,01:15.2,01:57.7
2018,B2016068,212,55,37,40,6.04,43.4,01:15.5,01:15.5,02:00.4
2018,B2016069,210,38,34,38,5.32,34.3,01:14.3,01:14.3,01:53.9
2018,B2016071,209,35,32,38,5.18,32.1,01:15.7,01:15.7,01:56.5
2018,B2016072,210,33,33,40,5.18,31.4,01:14.6,01:14.6,01:58.7
2018,B2016074,186,42,32,38,5.84,39.8,01:14.1,01:14.1,02:00.5
2018,B2016075,199,38,31,29,5.18,34.7,01:14.9,01:14.9,01:55.5
2018,B2016077,185,25,31,25,4.92,30.3,01:15.0,01:15.0,01:56.2
2018,B2016078,176,46,32,25,5.95,44.3,01:15.3,01:15.3,01:55.4
2018,B2016080,196,43,37,28,5.71,40.8,01:16.0,01:16.0,01:59.0
2018,B2016081,201,35,40,28,5.27,37.3,01:15.2,01:15.2,02:03.5
2018,B2016083,220,40,41,41,5.49,36.8,01:14.7,01:14.7,01:59.4
2018,B2016084,165,30,35,28,5.57,39.4,01:16.1,01:16.1,01:55.0
2018,B2016085,173,37,31,25,5.51,39.3,01:15.1,01:15.1,01:55.9
2018,B2016087,162,24,29,23,4.98,32.7,01:15.1,01:15.1,02:00.2
2018,B2016088,209,44,31,30,5.4,35.9,01:14.6,01:14.6,01:59.2
2018,B2016090,173,25,26,26,5.02,29.5,01:15.4,01:15.4,01:58.0
2018,B2016091,171,36,30,28,5.54,38.6,01:15.8,01:15.8,01:57.6
2018,B2016093,173,23,24,27,4.68,27.2,01:15.7,01:15.7,02:00.5
2018,B2016094,201,31,33,36,5.12,31.8,01:15.4,01:15.4,01:54.8
2018,B2016096,175,17,27,27,4.5,25.1,01:15.1,01:15.1,01:56.3
2018,B2016097,135,21,22,22,5.02,31.9,01:15.7,01:15.7,01:57.6
2018,B2016099,102,5,8,13,3.57,12.7,01:14.3,01:14.3,01:56.1
2018,B2016100,198,35,43,30,5.44,39.4,01:14.5,01:14.5,02:04.1
2018,B2016101,175,21,24,33,4.78,25.7,01:15.1,01:15.1,01:58.6
2018,B2016103,219,34,46,34,5.29,36.5,01:15.5,01:15.5,01:59.3
2018,B2016104,218,43,40,39,5.56,38.1,01:16.5,01:16.5,01:55.6
2018,B2016106,189,18,26,41,4.6,23.3,01:14.9,01:14.9,02:00.1
2018,B2016107,217,53,32,33,5.6,39.2,01:14.6,01:14.6,01:58.4
2018,B2016109,192,31,23,26,4.68,28.1,01:15.5,01:15.5,02:01.6
2018,B2016110,197,38,39,26,5.36,39.1,01:15.7,01:15.7,02:03.1
2018,B2018002,65,13,12,11,5.63,38.5,01:15.7,01:15.7,01:50.8
2018,B2018003,46,4,5,2,3.65,19.6,01:16.4,01:16.4,01:53.5
2018,B2018004,62,8,12,10,5,32.3,01:16.8,01:16.8,01:53.1
2018,B2018006,81,10,14,13,4.91,29.6,01:15.2,01:15.2,01:54.6
2018,B2018007,82,18,12,18,5.78,36.6,01:15.2,01:15.2,01:52.4
2018,B2018009,66,10,12,13,5.35,33.3,01:14.6,01:14.6,01:53.7
2018,B2018010,53,5,12,10,5.08,32.1,01:15.8,01:15.8,01:54.6
2018,B2018012,52,7,9,11,5.35,30.8,01:16.3,01:16.3,01:55.5
2018,B2018013,91,18,8,13,4.76,28.6,01:15.3,01:15.3,01:55.4
2018,B2018015,64,6,8,14,4.72,21.9,01:17.1,01:17.1,01:55.7
2018,B2018016,83,16,14,15,5.49,36.1,01:15.0,01:15.0,01:54.5
2018,B2016001,181,31,26,38,5.31,31.5,01:15.2,01:15.2,02:00.0
2018,B2016002,197,41,35,39,5.92,38.6,01:15.4,01:15.4,01:57.3
2018,B2016003,213,51,29,30,5.46,37.6,01:15.7,01:15.7,01:54.8
2018,B2016004,89,21,12,15,5.45,37.1,01:15.6,01:15.6,01:53.9
2018,B2016005,213,64,39,25,6.14,48.4,01:15.0,01:15.0,01:55.0
2018,B2016006,181,43,32,28,5.72,41.4,01:15.4,01:15.4,01:59.7
2018,B2016007,216,40,41,48,5.67,37.5,01:14.0,01:14.0,01:57.3
2018,B2016008,212,46,42,34,5.63,41.5,01:14.8,01:14.8,01:55.4
2018,B2016009,186,30,29,34,5.19,31.7,01:15.6,01:15.6,01:56.2
2018,B2016010,200,32,34,44,5.4,33,01:15.4,01:15.4,01:55.0
2018,B2016011,217,39,33,38,5.29,33.2,01:15.7,01:15.7,02:01.0
2018,B2016012,149,21,27,23,5.01,32.2,01:15.0,01:15.0,01:55.3
2018,B2016013,192,23,34,25,4.76,29.7,01:14.8,01:14.8,01:59.7
2018,B2016014,158,13,31,24,4.55,27.8,01:15.0,01:15.0,01:56.6
2018,B2016015,201,32,37,38,5.33,34.3,01:15.6,01:15.6,01:57.3
2018,B2016016,213,32,38,47,5.32,32.9,01:15.1,01:15.1,01:58.9
2018,B2016017,195,33,47,41,5.87,41,01:14.9,01:14.9,01:56.2
2018,B2016018,221,39,33,40,5.33,32.6,01:15.5,01:15.5,01:55.9
2018,B2016019,208,40,37,27,5.33,37,01:15.9,01:15.9,01:55.7
2018,B2016020,154,10,16,24,4.01,16.9,01:17.6,01:17.6,02:00.5
2018,B2016021,209,35,26,45,5.09,29.2,01:15.6,01:15.6,01:55.1
2018,B2016022,186,33,21,31,4.97,29,01:15.1,01:15.1,01:55.8
2018,B2016023,17,4,5,0,5.65,52.9,01:16.7,01:16.7,01:53.0
2018,B2016024,161,15,20,28,4.3,21.7,01:16.6,01:16.6,01:56.8
2018,B2016025,88,3,4,11,2.99,8,01:17.6,01:17.6,01:59.7
2018,B2016026,205,40,46,41,5.76,42,01:15.0,01:15.0,01:56.5
2018,B2016027,198,43,34,34,5.67,38.9,01:15.8,01:15.8,01:53.7
2018,B2016029,183,19,22,37,4.63,22.4,01:16.6,01:16.6,02:00.4
2018,B2016030,194,37,35,28,5.24,37.1,01:15.4,01:15.4,01:56.8
2018,B2016032,184,21,26,28,4.41,25.5,01:16.8,01:16.8,01:55.2
2018,B2016033,207,36,49,39,5.85,41.1,01:16.0,01:16.0,01:56.7
2018,B2016034,197,36,28,34,5.24,32.5,01:16.0,01:16.0,01:56.9
2018,B2016036,162,14,24,22,4.18,23.5,01:15.4,01:15.4,01:59.5
2018,B2016037,177,16,23,36,4.6,22,01:15.3,01:15.3,01:57.4
2018,B2016039,206,34,38,31,5.19,35,01:15.1,01:15.1,01:56.1
2018,B2016040,69,9,11,11,4.71,29,01:16.9,01:16.9,01:53.8
2018,B2016042,83,16,14,14,5.43,36.1,01:15.6,01:15.6,01:53.3
2018,B2016043,199,42,24,34,5.31,33.2,01:15.7,01:15.7,02:01.5
2018,B2016045,184,44,36,31,6.02,43.5,01:14.9,01:14.9,01:57.2
2018,B2016046,221,38,39,24,5.1,34.8,01:15.3,01:15.3,01:57.7
2018,B2016047,129,13,17,18,4.24,23.3,01:17.1,01:17.1,01:58.9
2018,B2016049,159,36,37,22,5.89,45.9,01:16.1,01:16.1,01:55.7
2018,B2016050,155,17,29,28,4.88,29.7,01:15.7,01:15.7,01:58.4
2018,B2016052,205,38,34,46,5.68,35.1,01:15.0,01:15.0,01:58.4
2018,B2016053,168,19,27,29,4.68,27.4,01:16.1,01:16.1,01:53.8
2018,B2018018,57,8,4,8,4,21.1,01:15.3,01:15.3,01:54.9
2018,B2018019,74,15,13,16,5.61,37.8,01:14.1,01:14.1,01:51.4
2018,B2018020,71,9,21,10,5.46,42.3,01:15.4,01:15.4,01:52.7
2018,B2018021,78,19,12,10,5.5,39.7,01:15.2,01:15.2,01:54.6
2018,B2018022,51,5,16,9,5.47,41.2,01:15.7,01:15.7,01:53.7
2018,B2018023,54,11,13,6,5.72,44.4,01:15.7,01:15.7,01:54.3
2018,B2018024,61,7,10,12,4.66,27.9,01:15.1,01:15.1,01:53.5
2018,B2018025,73,12,15,20,5.82,37,01:16.9,01:16.9,01:51.8
2018,B2018026,60,4,7,10,4.25,18.3,01:15.3,01:15.3,01:55.5
2018,B2018027,58,17,9,9,6.17,44.8,01:13.9,01:13.9,01:53.9
2018,B2018028,63,12,11,13,5.67,36.5,01:16.8,01:16.8,01:54.3
2018,B2018029,78,17,9,12,5.19,33.3,01:15.5,01:15.5,01:53.5
2018,B2018030,72,13,9,13,5.25,30.6,01:15.4,01:15.4,01:54.1
2018,B2018031,77,21,14,10,6.04,45.5,01:15.1,01:15.1,01:53.7
2018,B2018032,88,11,18,23,5.49,33,01:15.5,01:15.5,01:52.6
2018,B2018033,73,17,8,9,5.29,34.2,01:14.4,01:14.4,01:53.9
2018,B2018034,72,17,12,10,5.61,40.3,01:14.9,01:14.9,01:53.6
2018,B2018035,56,6,11,7,4.59,30.4,01:16.8,01:16.8,01:52.4
2018,B2018036,51,14,5,8,6,37.3,01:16.2,01:16.2,01:52.7
2018,B2018037,88,17,10,19,5.22,30.7,01:15.1,01:15.1,01:55.0
2018,B2018038,80,12,18,13,5.4,37.5,01:14.8,01:14.8,01:56.7
2018,B2018039,65,13,11,14,5.48,36.9,01:14.7,01:14.7,01:53.0
2018,B2018040,81,11,12,8,4.56,28.4,01:16.0,01:16.0,01:54.8
2018,B2018041,75,20,15,16,6.44,46.7,01:14.3,01:14.3,01:53.1
2018,B2018042,68,16,13,15,6.18,42.6,01:14.6,01:14.6,01:52.3
2018,B2018043,73,12,13,15,5.38,34.2,01:15.8,01:15.8,01:51.8
2018,B2018044,79,18,9,15,5.27,34.2,01:14.0,01:14.0,01:53.1
2018,B2018045,58,8,9,13,5,29.3,01:16.1,01:16.1,01:55.9
2018,B2018046,64,9,10,11,4.73,29.7,01:14.5,01:14.5,01:53.8
2018,B2018047,72,8,10,10,4.47,25,01:16.6,01:16.6,01:53.5
2018,B2018048,87,16,14,12,5.08,34.5,01:14.7,01:14.7,01:54.6
2018,B2018049,74,15,10,11,5.07,33.8,01:14.2,01:14.2,01:54.7
2018,B2018050,85,14,9,14,4.76,27.1,01:15.5,01:15.5,01:56.2
2018,B2018051,74,16,9,10,5.46,33.8,01:15.1,01:15.1,01:54.1
2018,B2018052,74,12,11,16,5.53,31.1,01:15.9,01:15.9,01:54.3
2018,B2018053,73,12,10,14,5.27,30.1,01:15.2,01:15.2,01:56.2
2018,B2018054,86,14,11,20,5.23,29.1,01:16.1,01:16.1,01:53.2
2018,B2018055,75,12,12,11,5.05,32,01:16.6,01:16.6,01:53.5
2018,B2018056,78,10,8,11,4.54,23.1,01:15.7,01:15.7,01:53.8
2018,B2018057,72,15,14,8,5.54,40.3,01:15.8,01:15.8,01:52.6
2018,B2018058,90,15,18,18,5.46,36.7,01:14.4,01:14.4,01:53.9
2018,B2018059,71,11,12,9,4.9,32.4,01:15.5,01:15.5,01:53.2
2018,B2018060,72,10,14,13,5.1,33.3,01:15.7,01:15.7,01:52.2
2018,B2018061,79,11,16,17,5.24,34.2,01:15.2,01:15.2,01:53.1
2018,B2018062,77,14,8,17,5.03,28.6,01:14.7,01:14.7,01:53.2
2018,B2018064,76,7,11,13,4.54,23.7,01:15.4,01:15.4,01:55.2
2018,B2018065,71,8,11,11,4.69,26.8,01:14.8,01:14.8,01:54.8
2018,B2018067,79,21,14,10,5.86,44.3,01:15.4,01:15.4,01:54.7
2018,B2018068,57,12,16,10,6.42,49.1,01:16.4,01:16.4,01:53.6
2018,B2018070,69,4,13,19,4.58,24.6,01:18.3,01:18.3,01:53.1
2018,B2018071,71,17,14,12,5.89,43.7,01:13.5,01:13.5,01:51.0
2018,B2018073,71,8,10,13,4.73,25.4,01:16.4,01:16.4,01:52.1
2018,B2018074,65,8,10,11,4.77,27.7,01:14.8,01:14.8,01:54.5
2018,B2018076,83,12,13,12,4.84,30.1,01:14.2,01:14.2,01:55.9
2018,B2018077,59,6,4,10,3.78,16.9,01:17.0,01:17.0,01:55.3
2018,B2018079,65,13,10,12,5.4,35.4,01:14.9,01:14.9,01:50.8
2018,B2018080,82,14,15,16,5.35,35.4,01:15.1,01:15.1,01:56.4
2018,B2018082,82,10,22,14,5.41,39,01:16.0,01:16.0,01:55.9
2018,B2018083,80,9,17,17,5.04,32.5,01:16.5,01:16.5,01:54.1
2018,B2018085,56,9,5,8,4.36,25,01:15.7,01:15.7,01:53.8
2018,B2018086,46,2,6,0,3.35,17.4,01:17.5,01:17.5,01:54.0
2018,B2018088,68,13,13,8,5.46,38.2,01:16.0,01:16.0,01:53.1
2018,B2018089,85,14,13,12,5.08,31.8,01:15.9,01:15.9,01:53.8
2018,B2018091,72,11,12,12,5.15,31.9,01:15.3,01:15.3,01:55.4
2018,B2018092,70,16,12,9,5.54,40,01:15.5,01:15.5,01:56.0
2018,B2018094,77,11,16,12,5.12,35.1,01:14.9,01:14.9,01:53.8
2018,B2018095,62,10,10,9,5.19,32.3,01:17.0,01:17.0,01:53.7
2018,B2018096,75,11,12,11,4.81,30.7,01:15.9,01:15.9,01:55.2
2018,B2018098,55,8,9,14,5.38,30.9,01:14.9,01:14.9,01:53.3
2018,B2018099,69,20,7,14,6.19,39.1,01:16.6,01:16.6,01:53.1
