OPER_INSTT_NM,BASE_YEAR,TME_VALUE,DAY_ORD_VALUE,RACE_DE,PRACE_NO,DANSEONG_VALUE,YNGSEONG_ONE_VALUE,YNGSEONG_TWO_VALUE,SSANGSEONG_VALUE,BOKSEONG_VALUE,SAMBOKSEONG_VALUE,SAMSSANGSEONG_DVDN_RT,SSANBOKSEONG_DVDN_RT
경정,2017,2,2,20170202,6,1.8,1,1.1,2.6,1.5,1.9,,
경륜,2017,2,2,20170114,7,1.2,1.1,3.1,6,4.7,25.4,,
경정,2017,2,2,20170202,7,2.4,1.3,1.5,5,2.6,3.6,,
경륜,2017,2,2,20170114,8,1.7,1.2,7.2,17.7,12,6.6,,
경정,2017,2,2,20170202,8,2.8,1.4,20.1,30,29,20.7,,
경륜,2017,2,2,20170114,9,1.5,1,1,1.6,1,1.3,,
경정,2017,2,2,20170202,9,1.4,1,1.3,2.5,1.9,8.5,,
경륜,2017,2,2,20170114,10,1.8,1,1.1,2.3,1.2,1.7,,
경정,2017,2,2,20170202,10,4.5,2,1.3,10,3.8,7,,
경륜,2017,2,2,20170114,11,1.3,1,1.4,1.6,1.5,1.4,,
경정,2017,2,2,20170202,11,4.1,1.2,1,5.2,1.5,6.4,,
경륜,2017,2,2,20170114,12,1.1,1,1.6,2.3,2.1,13.2,,
경정,2017,2,2,20170202,12,4,1.7,2.6,28.1,20.8,2.2,,
경륜,2017,2,2,20170114,13,1.3,1,2,2.2,2.1,1.4,,
경정,2017,2,2,20170202,13,1.7,1.1,1.3,2.6,1.7,3.6,,
경륜,2017,2,2,20170114,14,1.1,1,1.4,1.7,1.6,1.4,,
경정,2017,2,2,20170202,14,3.5,1.6,1,7.3,2.6,3.3,,
경정,2017,2,2,20170202,15,5.6,3.5,1.7,12.2,9.5,3.9,,
경정,2017,2,2,20170202,16,2.1,1.1,4.4,8.8,7.8,2.6,,
경륜,2017,2,3,20170115,1,1.8,1.3,2.3,4.2,3,3.2,,
경륜,2017,2,3,20170115,2,1.9,1.3,1,2.7,1.4,4.4,,
경륜,2017,2,3,20170115,3,1.3,1.1,13,45,34.3,70.2,,
경륜,2017,2,3,20170115,4,2.9,1.6,1.2,3.2,1.5,3.3,,
경륜,2017,2,3,20170115,5,1.9,1.5,3.8,14.2,11.2,2.9,,
경륜,2017,2,3,20170115,6,1.1,1.1,2.2,2.4,2.1,5.2,,
경륜,2017,2,3,20170115,7,5.2,3,2,22.7,9.8,18.6,,
경륜,2017,2,3,20170115,8,1.3,1.1,1.7,3.9,3.1,9.8,,
경륜,2017,2,3,20170115,9,2.7,1.6,1.5,8.2,3.7,1.6,,
경륜,2017,2,3,20170115,10,2.3,1.3,3.3,19.2,13,7.3,,
경륜,2017,2,3,20170115,11,1.8,1.5,1.3,3,2.3,1.7,,
경륜,2017,2,3,20170115,12,54.1,16.9,1.1,406.9,52.2,187,,
경륜,2017,2,3,20170115,13,1.3,1.1,4.2,5.8,5,22.1,,
경륜,2017,2,3,20170115,14,30.6,9.5,1.4,46.2,10.4,5.2,,
경륜,2017,3,1,20170120,1,57.8,6.3,1,90.7,11.6,32.6,,
경정,2017,3,1,20170208,1,1.1,1.1,3.7,4.9,4.4,3.6,,
경륜,2017,3,1,20170120,2,1,1,15.5,19,27,85.3,,
경정,2017,3,1,20170208,2,2.7,1,1.3,4.2,1.7,2.3,,
경륜,2017,3,1,20170120,3,4.9,1.6,1.2,15.6,3.8,26.6,,
경정,2017,3,1,20170208,3,4.4,4.7,8.8,95.9,50.1,25.5,,
경륜,2017,3,1,20170120,4,19.2,6.8,1.7,143.3,45.9,90.4,,
경정,2017,3,1,20170208,4,1.1,1.1,2.1,2.8,2.4,6.3,,
경륜,2017,3,1,20170120,5,3.9,2.1,4.5,42,30,56,,
경정,2017,3,1,20170208,5,3.3,1.4,4.4,17.6,12.4,2.8,,
경륜,2017,3,1,20170120,6,1.3,1,2.9,2.9,2.3,7.8,,
경정,2017,3,1,20170208,6,2.4,1.6,1.2,6.4,2.9,8.8,,
경륜,2017,3,1,20170120,7,1.9,1.3,1.6,2.7,1.7,5.1,,
경정,2017,3,1,20170208,7,1.9,1.3,1.1,2.7,1.5,1.9,,
경륜,2017,3,1,20170120,8,1.8,1.3,18.6,175.9,141.7,105.5,,
경정,2017,3,1,20170208,8,1.1,1.1,1.2,1.9,1.6,4,,
경륜,2017,3,1,20170120,9,25.9,2.2,1.1,24.3,4.1,27.6,,
경정,2017,3,1,20170208,9,2.6,1.3,1.2,3.5,1.7,9.1,,
경륜,2017,3,1,20170120,10,1.8,1.7,14.2,144.3,113.4,18.4,,
경정,2017,3,1,20170208,10,1.8,1.3,3.5,8.8,6.3,10.5,,
경륜,2017,3,1,20170120,11,21.3,4.6,1.7,51.3,13.5,92.9,,
경정,2017,3,1,20170208,11,2.1,1.4,1.5,4.4,2.8,1.7,,
경륜,2017,3,1,20170120,12,1.2,1.4,1.2,1.8,1.6,1.5,,
경정,2017,3,1,20170208,12,1.8,1.2,1.4,2.7,1.5,1.8,,
경륜,2017,3,1,20170120,13,1.1,1,1.5,1.5,1.5,2.1,,
경정,2017,3,1,20170208,13,1.3,1.3,2.3,4.7,3.7,2.8,,
경륜,2017,3,1,20170120,14,1,1,3.9,3.1,2.9,7.4,,
경정,2017,3,1,20170208,14,2.4,1.2,1.4,3.5,1.7,5.9,,
경정,2017,3,1,20170208,15,5.2,2.2,3.4,33.9,21.8,82,,
경정,2017,3,1,20170208,16,1.4,1.3,2.7,3.7,2.9,2.5,,
경륜,2017,3,2,20170121,1,1.1,1,2.2,2.7,2.5,5.9,,
경정,2017,3,2,20170209,1,1.3,1.1,1.3,1.5,1.2,1.4,,
경륜,2017,3,2,20170121,2,1.4,1.8,1.2,3.5,2.3,15.5,,
경정,2017,3,2,20170209,2,1.1,1.1,2.2,2.9,2.5,10.1,,
경륜,2017,3,2,20170121,3,3.8,1.4,1.6,5.3,1.8,31.4,,
경정,2017,3,2,20170209,3,3.4,2,2.4,20.6,8.9,14.4,,
경륜,2017,3,2,20170121,4,4.8,1.8,1.5,11.9,4.3,48.9,,
경정,2017,3,2,20170209,4,2,1.3,1.2,3.6,1.4,4.4,,
경륜,2017,3,2,20170121,5,1.9,1.2,1.3,2.7,1.8,2.6,,
경정,2017,3,2,20170209,5,1.3,1.1,1.1,1.9,1.5,4.1,,
경륜,2017,3,2,20170121,6,5.8,2.4,1.1,10.6,2.4,6.9,,
경정,2017,3,2,20170209,6,3.2,2.1,9.1,39.5,29.6,27.2,,
경륜,2017,3,2,20170121,7,2.9,2.9,2,10.8,5.4,5.2,,
경정,2017,3,2,20170209,7,2.1,1.2,1.1,2.6,1.3,4.4,,
경륜,2017,3,2,20170121,8,27.4,6.2,1.2,97.5,27.9,14.2,,
경정,2017,3,2,20170209,8,2.2,1.3,8.1,42.9,36.3,77,,
경륜,2017,3,2,20170121,9,1.1,1,5,6.4,5.5,2.7,,
경정,2017,3,2,20170209,9,4.3,1.7,2.5,17,5.6,6.3,,
경륜,2017,3,2,20170121,10,1.1,1,2,3.7,2.7,93.7,,
경정,2017,3,2,20170209,10,1.2,1.1,2,2.3,2.1,3.6,,
경륜,2017,3,2,20170121,11,1.1,1.2,1.2,1.6,1.4,1.6,,
경정,2017,3,2,20170209,11,1.3,1,1.4,1.8,1.5,3.7,,
경륜,2017,3,2,20170121,12,1.3,1,1.9,2.6,1.9,21.6,,
경정,2017,3,2,20170209,12,1.6,1.3,1.3,2.6,1.7,2.3,,
경륜,2017,3,2,20170121,13,1,1,1.4,1.4,1.4,1.7,,
경정,2017,3,2,20170209,13,1.2,1.2,3.8,4.1,3.9,23.6,,
경륜,2017,3,2,20170121,14,1.1,1,1,1.4,1.3,3.1,,
경정,2017,3,2,20170209,14,2.7,1.5,1.9,8.3,4.4,5.5,,
경정,2017,3,2,20170209,15,18.5,2.7,1.3,35,5.8,7.5,,
경정,2017,3,2,20170209,16,1.1,1,1.4,1.8,1.5,1.8,,
경륜,2017,3,3,20170122,1,11.9,3.1,4.2,54.1,26.9,16.5,,
경륜,2017,3,3,20170122,2,4.2,1.5,1.1,7.9,2.7,6.6,,
경륜,2017,3,3,20170122,3,1.6,1,2.6,3.4,2.5,2.2,,
경륜,2017,3,3,20170122,4,1.2,1.1,2.2,3.9,3.1,9,,
경륜,2017,3,3,20170122,5,1.2,1.1,3.5,5.6,5,57.1,,
경륜,2017,3,3,20170122,6,2.4,1.5,1,4.5,2.8,2,,
경륜,2017,3,3,20170122,7,1,1,1.8,2.7,2.5,2.3,,
경륜,2017,3,3,20170122,8,2,1.4,1.7,3.8,2.3,6.5,,
경륜,2017,3,3,20170122,9,5.2,1.9,3,11.8,4.7,16.4,,
경륜,2017,3,3,20170122,10,5.4,1.4,2.6,5.1,2,1.7,,
경륜,2017,3,3,20170122,11,1.2,1,1.8,2.2,1.8,3.7,,
경륜,2017,3,3,20170122,12,1.4,1,2,3.3,2.2,16.4,,
경륜,2017,3,3,20170122,13,2.7,2.8,4.9,13.5,10.5,8,,
경륜,2017,3,3,20170122,14,8.3,2.4,1.2,21.2,4,3.7,,
경륜,2017,4,1,20170203,1,1.4,1,1.3,1.7,1.3,3.8,,
경정,2017,4,1,20170215,1,1.2,1.2,1,1.6,1.3,3.5,,
경륜,2017,4,1,20170203,2,1.1,1.2,1.6,2.3,2.1,2.1,,
경정,2017,4,1,20170215,2,5.1,1.3,2,11.1,3.9,28.2,,
경륜,2017,4,1,20170203,3,1.7,1.1,1,3.2,1.7,3.2,,
경정,2017,4,1,20170215,3,17.4,6.3,1,40.1,11.7,4.4,,
경륜,2017,4,1,20170203,4,1.1,1,2.3,2,1.8,12,,
경정,2017,4,1,20170215,4,1.4,1,11.7,17,15.1,19.9,,
경륜,2017,4,1,20170203,5,1.1,1.1,3.6,4.1,3.7,43.7,,
경정,2017,4,1,20170215,5,1.9,1.4,1.6,3.2,2.2,1.6,,
경륜,2017,4,1,20170203,6,1.3,1.1,1.1,1.7,1.3,11.9,,
경정,2017,4,1,20170215,6,1.7,1.6,2.7,4.9,4.3,2.8,,
경륜,2017,4,1,20170203,7,1.2,1,2.8,5.3,4.4,1.8,,
경정,2017,4,1,20170215,7,4.1,2.1,5.3,76.7,43.2,25.4,,
경륜,2017,4,1,20170203,8,1.2,1,1.5,2.3,1.9,8.2,,
경정,2017,4,1,20170215,8,6.2,2.5,1,7.5,2.5,4,,
경륜,2017,4,1,20170203,9,1.3,1,3.9,6,6.1,21.8,,
경정,2017,4,1,20170215,9,2.6,1,1.3,4.9,1.4,2,,
경륜,2017,4,1,20170203,10,1.5,1.2,1,2,1.1,3.6,,
경정,2017,4,1,20170215,10,1.3,1.1,1.8,2.5,2.2,2.2,,
경륜,2017,4,1,20170203,11,1.8,1.2,1,1.7,1.2,1.4,,
경정,2017,4,1,20170215,11,1.8,1,3.2,4.2,3.2,5.6,,
경륜,2017,4,1,20170203,12,1.7,1.1,1,1.9,1.3,2.7,,
경정,2017,4,1,20170215,12,2.4,1.4,1.5,4.5,2.2,4.1,,
경륜,2017,4,1,20170203,13,3.9,1.1,1.1,4.8,2.4,1.3,,
경정,2017,4,1,20170215,13,1.8,1.2,1.6,4.4,2.8,10,,
경륜,2017,4,1,20170203,14,1.2,1.1,1,1.3,1.3,1.3,,
경정,2017,4,1,20170215,14,1.7,1.1,1.3,4.4,1.8,4.1,,
경정,2017,4,1,20170215,15,2.2,1.5,2.6,8.4,5.5,3.2,,
경정,2017,4,1,20170215,16,3.5,1.9,1.2,7,2.3,1.4,,
경륜,2017,4,2,20170204,1,30.7,8,1.1,95.9,13.9,6.4,,
경정,2017,4,2,20170216,1,1.2,1.2,1.6,3.7,2.3,6.5,,
경륜,2017,4,2,20170204,2,1.1,1.2,1.6,2.3,1.9,13.4,,
경정,2017,4,2,20170216,2,1,1,6.9,6.7,6.3,7.2,,
경륜,2017,4,2,20170204,3,1.2,1,1.6,1.3,1.2,1.3,,
경정,2017,4,2,20170216,3,1.2,1.1,3.8,6.5,4.6,2.5,,
경륜,2017,4,2,20170204,4,1.1,1,2.3,2.7,2.4,9.7,,
경정,2017,4,2,20170216,4,1.3,1,1,1.5,1.2,4.5,,
경륜,2017,4,2,20170204,5,1.5,1,1,1.7,1.1,6.9,,
경정,2017,4,2,20170216,5,63.1,5,1,79.2,11,8.4,,
경륜,2017,4,2,20170204,6,4.8,1.7,1,7.8,1.7,5.9,,
경정,2017,4,2,20170216,6,12.8,4.2,1.5,23.5,8,27.8,,
경륜,2017,4,2,20170204,7,7.4,3.2,1.2,23.5,11.5,88,,
경정,2017,4,2,20170216,7,5.9,2.8,1,12.2,2.1,8.2,,
경륜,2017,4,2,20170204,8,3.1,1.2,1.6,4.4,1.7,1.3,,
경정,2017,4,2,20170216,8,1.2,1,2,4.1,3.7,2.2,,
경륜,2017,4,2,20170204,9,1.4,1.2,1.5,3.3,2.5,2.3,,
경정,2017,4,2,20170216,9,8.6,2.2,5.6,26.7,16.2,7.8,,
경륜,2017,4,2,20170204,10,1.7,1.3,1.4,3.5,2.3,1.3,,
경정,2017,4,2,20170216,10,2.8,1.9,2.1,14.1,5.4,10.6,,
경륜,2017,4,2,20170204,11,1.2,1.1,41.2,41,33.8,17,,
경정,2017,4,2,20170216,11,2.3,1.2,2.1,15.8,9.1,2.4,,
경륜,2017,4,2,20170204,12,1.7,1.3,1.2,2.4,1.4,1.4,,
경정,2017,4,2,20170216,12,1.5,1.4,1.5,4.1,2.5,3.2,,
경륜,2017,4,2,20170204,13,1.9,1.5,6.7,12.5,9.5,6.7,,
경정,2017,4,2,20170216,13,2.2,1,4.9,10.9,9.8,2.7,,
경륜,2017,4,2,20170204,14,1,1,3.8,3.7,4,7.3,,
경정,2017,4,2,20170216,14,31.9,2.7,1.7,68.7,12.4,6.5,,
경정,2017,4,2,20170216,15,9.8,3.8,1.5,34.4,6.3,3.5,,
경정,2017,4,2,20170216,16,5.6,2.3,5.4,58.5,40,17,,
경륜,2017,4,3,20170205,1,15.9,6.9,2.3,67.1,32.1,43,,
경륜,2017,4,3,20170205,2,10.7,4.1,11.4,143,68.4,147.8,,
경륜,2017,4,3,20170205,3,6.4,2.7,6.8,92.8,35.2,83.1,,
경륜,2017,4,3,20170205,4,3.9,2.4,1.3,6.4,2.4,4.2,,
경륜,2017,4,3,20170205,5,2.8,1.7,1.3,4.1,3.2,1.9,,
경륜,2017,4,3,20170205,6,1.1,1.1,2.8,3.2,3.1,4.4,,
경륜,2017,4,3,20170205,7,12.3,2.5,1,16,3.4,1.7,,
경륜,2017,4,3,20170205,8,17.5,9.8,1.3,94.6,27,6.5,,
경륜,2017,4,3,20170205,9,1.1,1,7.6,12.9,11.1,41.4,,
경륜,2017,4,3,20170205,10,3.8,1.7,2.5,16.1,9.3,7.1,,
경륜,2017,4,3,20170205,11,2.7,1.6,1,3.2,1.5,14.3,,
경륜,2017,4,3,20170205,12,3.3,1.8,5.1,28.7,18.5,16.5,,
경륜,2017,4,3,20170205,13,5.3,2.9,2.5,23.8,8.3,36.6,,
경륜,2017,4,3,20170205,14,1.2,1,1.5,2.5,2.2,14.5,,
경륜,2017,5,1,20170210,1,1.4,1,3,3.1,2.7,2,,
경정,2017,5,1,20170222,1,8.1,6,1.3,21,7.5,6.7,,
경륜,2017,5,1,20170210,2,6.1,2.2,9.8,49.1,26.6,22.9,,
경정,2017,5,1,20170222,2,2.2,1.4,4.1,7.9,6.9,10.1,,
경륜,2017,5,1,20170210,3,1.2,1,2.3,3,2.6,2.1,,
경정,2017,5,1,20170222,3,5.6,1.7,3.8,32.1,27.8,3.5,,
경륜,2017,5,1,20170210,4,2.8,1.5,1.6,7,2.8,2,,
경정,2017,5,1,20170222,4,1.6,1.2,1,4.5,2.7,6.2,,
경륜,2017,5,1,20170210,5,1.1,1,1.1,1.7,1.5,2.1,,
경정,2017,5,1,20170222,5,2.1,1.5,1.1,2.9,1.5,6.7,,
경륜,2017,5,1,20170210,6,3.3,2,20.9,96.1,111.6,87.7,,
경정,2017,5,1,20170222,6,2.2,1.2,1,3.1,1.4,1.6,,
경륜,2017,5,1,20170210,7,1.2,1.1,1.2,2.1,1.6,2,,
경정,2017,5,1,20170222,7,1.5,1.2,2.3,7,4.7,4.5,,
경륜,2017,5,1,20170210,8,1.1,1,2.8,2.7,2.3,4.7,,
경정,2017,5,1,20170222,8,1.4,1.3,1.4,4.6,3.6,9.5,,
경륜,2017,5,1,20170210,9,1.9,1.3,1,2.4,1.3,6.2,,
경정,2017,5,1,20170222,9,1.7,1.6,3.5,10,7.6,12.2,,
경륜,2017,5,1,20170210,10,1.4,1.4,1.3,2.8,1.8,3.1,,
경정,2017,5,1,20170222,10,5.1,3.3,2.2,27.6,15.9,17,,
경륜,2017,5,1,20170210,11,5.4,2,1,8.3,1.7,2.4,,
경정,2017,5,1,20170222,11,1.4,1.3,4.2,10.8,9.4,14.6,,
경륜,2017,5,1,20170210,12,1.1,1.1,1.3,1.4,1.4,1.5,,
경정,2017,5,1,20170222,12,2.2,1.1,1.8,3.5,2.4,6.6,,
경륜,2017,5,1,20170210,13,2.3,1.3,2.6,8.7,4.8,1.7,,
경정,2017,5,1,20170222,13,1.1,1,7,6.8,6.8,5.4,,
경륜,2017,5,1,20170210,14,1,1.1,2.7,3.4,3.4,10.3,,
경정,2017,5,1,20170222,14,1.8,1,3.3,9.6,9.1,5.9,,
경정,2017,5,1,20170222,15,4.6,3,1.4,15.4,6.3,13.1,,
경정,2017,5,1,20170222,16,1.7,1.4,2.7,5.7,4.5,1.9,,
경륜,2017,5,2,20170211,1,4.7,1.6,10,37.9,34.6,12.4,,
경정,2017,5,2,20170223,1,1.1,1.1,1.4,2.2,1.7,4.3,,
경륜,2017,5,2,20170211,2,5.5,1.3,1,6.7,1.2,3.4,,
경정,2017,5,2,20170223,2,1.4,1.2,1.4,2.3,1.5,2.2,,
경륜,2017,5,2,20170211,3,4.5,1.5,1,5.8,1.9,1.8,,
경정,2017,5,2,20170223,3,3.2,1.1,2.8,9.2,7.1,7.6,,
경륜,2017,5,2,20170211,4,1.2,1,3.9,6.9,6.3,6.1,,
경정,2017,5,2,20170223,4,2,1.1,1.2,2.5,1.8,2.3,,
경륜,2017,5,2,20170211,5,1.2,1.2,3.7,5.8,4.9,2.2,,
경정,2017,5,2,20170223,5,2.7,2,1.7,7,4.2,5.7,,
경륜,2017,5,2,20170211,6,1.1,1.1,2.3,3.5,3,1.7,,
경정,2017,5,2,20170223,6,5.1,2.5,1.4,17.9,9.3,4.6,,
경륜,2017,5,2,20170211,7,2.9,1.5,2,8.5,6.1,2.6,,
경정,2017,5,2,20170223,7,2.3,1.1,1.7,5,3.2,9.9,,
경륜,2017,5,2,20170211,8,1.5,1,6.1,17.6,14.2,3.8,,
경정,2017,5,2,20170223,8,1.1,1,3,3.7,3.1,3.2,,
경륜,2017,5,2,20170211,9,1.1,1,1.4,1.7,1.7,1.6,,
경정,2017,5,2,20170223,9,2.3,1.3,1.4,3.9,1.5,9.9,,
경륜,2017,5,2,20170211,10,1.5,1.2,2.4,4.9,4.1,69.1,,
경정,2017,5,2,20170223,10,4,1.5,1,5.8,1.6,1.6,,
경륜,2017,5,2,20170211,11,1.9,1.4,1.7,3.8,2.5,1.5,,
경정,2017,5,2,20170223,11,25.5,9.4,1.3,113,27.2,22.9,,
경륜,2017,5,2,20170211,12,1.2,1.1,1.2,1.5,1.3,1.5,,
경정,2017,5,2,20170223,12,1.6,1.8,1.4,4.7,3.4,7.5,,
경륜,2017,5,2,20170211,13,1.1,1,2.8,3.5,3.2,13,,
경정,2017,5,2,20170223,13,1.4,1,1.5,1.9,1.5,1.9,,
경륜,2017,5,2,20170211,14,1.1,1,1.5,1.8,1.6,1.5,,
경정,2017,5,2,20170223,14,1.6,1.1,4.5,9.2,6.7,21.1,,
경정,2017,5,2,20170223,15,6.1,1.8,1.7,9.8,3.2,3.5,,
경정,2017,5,2,20170223,16,2.7,1.8,1.1,5.3,1.6,2.9,,
경륜,2017,5,3,20170212,1,3.6,1.7,1.4,6.3,2.2,21.5,,
경륜,2017,5,3,20170212,2,2.7,1,3.9,7.5,4.4,15.8,,
경륜,2017,5,3,20170212,3,2.5,1.1,2,6.9,4.7,4.8,,
경륜,2017,5,3,20170212,4,7.2,2,2,28.4,12.5,45.4,,
경륜,2017,5,3,20170212,5,1.3,1.2,2.8,5.3,3.9,13.5,,
경륜,2017,5,3,20170212,6,5.9,1.8,1.7,10.3,3.7,10.4,,
경륜,2017,5,3,20170212,7,2.4,1.2,1,3.8,1.4,1.7,,
경륜,2017,5,3,20170212,8,1.6,1.2,2.7,6.8,4.8,24.5,,
경륜,2017,5,3,20170212,9,3.3,1.2,9.2,68.7,48.5,8,,
경륜,2017,5,3,20170212,10,2.2,2,3.3,31.8,22.9,27.7,,
경륜,2017,5,3,20170212,11,2.7,1.1,7.6,24.4,20.8,218.1,,
경륜,2017,5,3,20170212,12,1.5,1.5,2.6,9,8.1,12.7,,
경륜,2017,5,3,20170212,13,1.8,1.1,1.7,3.9,2,2.9,,
경륜,2017,5,3,20170212,14,1.1,1.2,1.6,2.4,2.1,2.6,,
경륜,2017,6,1,20170217,1,1.7,1,2.2,2.9,1.7,20.9,,
경정,2017,6,1,20170301,1,2.1,1.7,5.4,18.9,17.3,10,,
경륜,2017,6,1,20170217,2,2.1,1.2,1.8,5.7,1.8,19,,
경정,2017,6,1,20170301,2,1.5,1.7,1.5,3.8,2.5,2.5,,
경륜,2017,6,1,20170217,3,13.8,9.2,1.2,26.7,5.3,23.9,,
경정,2017,6,1,20170301,3,8.5,3,1.7,27.1,10.5,22.1,,
경륜,2017,6,1,20170217,4,2.1,1.9,1,3.9,1.9,8,,
경정,2017,6,1,20170301,4,3.6,1.6,10.8,28.1,19.9,24.8,,
경륜,2017,6,1,20170217,5,8.6,2.7,1.6,21.5,9.5,15.3,,
경정,2017,6,1,20170301,5,2.6,1.4,3.4,6.7,4.8,3,,
경륜,2017,6,1,20170217,6,1.6,1,1.5,1.5,1.1,5.3,,
경정,2017,6,1,20170301,6,10.4,3.8,1.3,19.9,8.3,7.2,,
경륜,2017,6,1,20170217,7,1.5,1,1.5,2.4,1.9,1.7,,
경정,2017,6,1,20170301,7,1.2,1,2.8,3.4,3,4.1,,
경륜,2017,6,1,20170217,8,1.4,1.2,2.2,6,4.2,1.7,,
경정,2017,6,1,20170301,8,2.2,1.5,7.5,20,12.8,5.8,,
경륜,2017,6,1,20170217,9,4,1.6,2.4,12.4,4.7,3,,
경정,2017,6,1,20170301,9,2,1.2,1.6,2.9,1.6,7.4,,
경륜,2017,6,1,20170217,10,2.3,1.2,1,4,1.2,1.6,,
경정,2017,6,1,20170301,10,21.2,4.3,1.3,74,24.4,3.8,,
경륜,2017,6,1,20170217,11,1.3,1.1,1.1,1.9,1.4,2.6,,
경정,2017,6,1,20170301,11,5.2,2.5,1.8,22.9,9.7,9,,
경륜,2017,6,1,20170217,12,1,1,2.2,3,2.6,3,,
경정,2017,6,1,20170301,12,3.3,1.7,1.2,7.8,3.5,2.3,,
경륜,2017,6,1,20170217,13,1.1,1,2,2.7,2.5,13.8,,
경정,2017,6,1,20170301,13,6.3,2.1,1.9,13.5,5.1,12.8,,
경륜,2017,6,1,20170217,14,1.1,1,1.4,1.2,1.3,1.4,,
경정,2017,6,1,20170301,14,3.6,1.9,1.6,7.2,4.3,12.1,,
경정,2017,6,1,20170301,15,14.9,7.1,1,45.1,9.1,6.2,,
경정,2017,6,1,20170301,16,1.6,1.1,2.4,5.6,4.7,30.6,,
경륜,2017,6,2,20170218,1,1.9,1.5,39,278.5,187.2,659.7,,
경정,2017,6,2,20170302,1,2.1,1.4,1.2,3.8,1.9,2.2,,
경륜,2017,6,2,20170218,2,11.4,2.2,1.1,9.3,3.1,8.3,,
경정,2017,6,2,20170302,2,2.7,1.4,1.7,5.6,2.1,3.6,,
경륜,2017,6,2,20170218,3,245.8,15.4,1,294.7,50.7,79.4,,
경정,2017,6,2,20170302,3,2,1.2,4,14.5,8.8,45.8,,
경륜,2017,6,2,20170218,4,2.3,1.2,8.7,60.8,43.2,30.5,,
경정,2017,6,2,20170302,4,3,1,,4.2,1.4,1.3,,
경륜,2017,6,2,20170218,5,1.4,1.5,5.3,15.5,11.9,34.6,,
경정,2017,6,2,20170302,5,1.2,1,5,8.2,6.9,3.3,,
경륜,2017,6,2,20170218,6,2.6,1,1,3.5,1,4.4,,
경정,2017,6,2,20170302,6,1.3,1.1,5.5,7.9,8.1,8.4,,
경륜,2017,6,2,20170218,7,1,1,1.3,1.7,1.4,1.6,,
경정,2017,6,2,20170302,7,2,1.2,2.4,6,4.8,5.9,,
경륜,2017,6,2,20170218,8,1.3,1.3,3.3,4,3.7,14.6,,
경정,2017,6,2,20170302,8,1.2,1,1.4,1.6,1.3,2.1,,
경륜,2017,6,2,20170218,9,1.2,1.1,2.5,2.1,1.5,1.8,,
경정,2017,6,2,20170302,9,1.1,1.1,1.3,2.2,1.8,2.2,,
경륜,2017,6,2,20170218,10,2.1,1,1.2,3.7,1.2,1.8,,
경정,2017,6,2,20170302,10,1.4,1.1,1.2,2.2,1.4,3.5,,
경륜,2017,6,2,20170218,11,8.9,1.9,2.8,52.7,27,7.2,,
경정,2017,6,2,20170302,11,2.5,1.1,3.9,10.7,6.8,44.2,,
경륜,2017,6,2,20170218,12,1.1,1,1.5,1.5,1.5,5.6,,
경정,2017,6,2,20170302,12,23,4.6,2.1,61,10.8,28.7,,
경륜,2017,6,2,20170218,13,8.5,1.9,1,17.7,3.3,17.6,,
경정,2017,6,2,20170302,13,1.3,1.1,7.2,16.8,16.2,9,,
경륜,2017,6,2,20170218,14,1.2,1,1.1,1.3,1.1,5.4,,
경정,2017,6,2,20170302,14,5.8,2.2,1.1,7.1,2.8,3,,
경정,2017,6,2,20170302,15,1.6,1,2.6,4.6,4.2,2.4,,
경정,2017,6,2,20170302,16,2.3,1.9,1.1,4.4,1.9,12.9,,
경륜,2017,6,3,20170219,1,1.7,1.2,2.2,3.3,2.2,9.5,,
경륜,2017,6,3,20170219,2,1.4,1,1.6,8.1,6.5,10.1,,
경륜,2017,6,3,20170219,3,6,1.9,4.3,20.1,10.6,20.7,,
경륜,2017,6,3,20170219,4,3.9,4.3,6.3,54.2,32.7,15.7,,
경륜,2017,6,3,20170219,5,1.3,1.2,4.6,8.2,6.4,5.9,,
경륜,2017,6,3,20170219,6,1.1,1,1.9,1.9,1.7,26.2,,
경륜,2017,6,3,20170219,7,20.4,12.5,1.1,82.6,21.8,32.9,,
경륜,2017,6,3,20170219,8,2.1,1,3.1,3.2,1.8,1.7,,
경륜,2017,6,3,20170219,9,1.1,1,3.2,3.8,3.7,6,,
경륜,2017,6,3,20170219,10,5.2,2.1,2.8,44.1,21.4,49.5,,
경륜,2017,6,3,20170219,11,4.3,2.4,1,6.4,1.8,1.8,,
경륜,2017,6,3,20170219,12,3.9,2.2,2.9,30.9,18.3,16.4,,
경륜,2017,6,3,20170219,13,1.9,1,3.4,5.7,4.8,2.9,,
경륜,2017,6,3,20170219,14,26.7,6.9,2.5,165.5,67.7,274.1,,
경륜,2017,7,1,20170224,1,1.3,1.9,2.3,5.2,3.7,1.7,,
경정,2017,7,1,20170308,1,1.1,1.3,1.9,2.5,2.2,8.2,,
경륜,2017,7,1,20170224,2,1.4,1.1,2.5,2.8,2.6,6.1,,
경정,2017,7,1,20170308,2,8,2.3,1.2,19.8,8.4,2.1,,
경륜,2017,7,1,20170224,3,7.4,1.7,1.3,13.6,2.5,1.5,,
경정,2017,7,1,20170308,3,1.3,1.2,7,9.1,8.2,2.9,,
경륜,2017,7,1,20170224,4,1.2,1.1,1.1,1.4,1.3,1.6,,
