RACE_YEAR,MOTOR_NO,PRACE_NCNT,N1CK_NCNT,N2CK_NCNT,N3CK_NCNT,AVRG_CKSN_SCORE_VALUE,YUNDAE_RT,BEST_SAIL_TIME_VALUE,N2JU_BEST_TIME_VALUE,N3JU_BEST_TIME_VALUE
2009,M2008029,134,25,26,24,5.57,38.1,1:49.581,1:49.581,1:49.581
2009,M2008031,122,19,17,15,4.82,29.5,1:49.233,1:49.233,1:49.233
2009,M2008032,126,17,24,23,5.06,32.5,1:46.888,1:46.888,1:46.888
2009,M2008034,60,15,11,9,5.83,43.3,1:49.214,1:49.214,1:49.214
2009,M2008035,127,28,20,25,5.69,37.8,1:48.099,1:48.099,1:48.099
2009,M2008037,135,26,24,18,5.43,37,1:49.104,1:49.104,1:49.104
2009,M2008038,72,8,11,8,4.38,26.4,1:49.657,1:49.657,1:49.657
2009,M2008039,131,63,22,17,7.57,64.9,1:47.815,1:47.815,1:47.815
2009,M2008041,81,3,9,13,3.58,14.8,1:51.193,1:51.193,1:51.585
2009,M2008042,68,10,12,9,5.19,32.4,1:49.399,1:49.399,1:49.399
2009,M2008044,122,29,21,25,6.11,41,1:48.582,1:48.582,1:49.232
2009,M2008045,131,41,30,17,6.56,54.2,1:47.223,1:47.223,1:47.223
2009,M2008047,133,39,20,34,6.36,44.4,1:48.072,1:48.072,1:48.072
2009,M2008048,118,29,16,15,5.44,38.1,1:48.633,1:48.633,1:48.633
2009,M2008050,119,19,25,14,5.26,37,1:48.786,1:48.786,1:48.786
2009,M2008051,120,10,28,16,4.81,31.7,1:48.463,1:48.463,1:48.463
2009,M2008053,129,31,25,15,5.81,43.4,1:46.953,1:46.953,1:46.953
2009,M2008054,132,16,24,31,5.36,30.3,1:49.207,1:49.207,1:49.207
2009,M2008056,119,8,9,14,3.67,14.3,1:49.434,1:49.434,1:49.434
2009,M2008057,121,13,22,17,4.65,28.9,1:48.585,1:48.585,1:48.585
2009,M2008058,55,5,9,14,4.73,25.5,1:50.684,1:50.684,1:52.425
2009,M2008060,29,1,1,3,3.07,6.9,1:51.105,1:51.105,1:57.861
2009,M2008061,127,17,16,12,4.41,26,1:48.980,1:48.980,1:48.980
2009,M2008063,127,24,22,22,5.39,36.2,1:48.618,1:48.618,1:48.618
2009,M2008064,131,36,27,18,6.18,48.1,1:47.800,1:47.800,1:47.800
2009,M2008062,126,16,19,20,4.68,27.8,1:47.917,1:47.917,1:47.917
2009,M2008059,115,5,7,12,3.22,10.4,1:50.289,1:50.289,1:51.880
2009,M2008055,55,10,6,3,4.47,29.1,1:49.529,1:49.529,1:56.558
2009,M2008052,48,4,11,7,4.5,31.3,1:50.201,1:50.201,1:53.452
2009,M2008049,127,31,19,13,5.57,39.4,1:48.062,1:48.062,1:48.062
2009,M2008046,123,13,16,20,4.8,23.6,1:50.048,1:50.048,1:50.683
2009,M2008043,116,16,18,19,4.95,29.3,1:49.998,1:49.998,1:50.104
2009,M2008040,133,27,35,19,5.96,46.6,1:48.565,1:48.565,1:48.565
2009,M2008036,122,21,21,25,5.62,34.4,1:48.183,1:48.183,1:48.183
2009,M2008030,116,9,14,20,4.16,19.8,1:49.004,1:49.004,1:49.004
2009,M2008027,120,16,16,22,5.06,26.7,1:48.903,1:48.903,1:48.903
2009,M2008024,127,29,26,25,5.89,43.3,1:49.033,1:49.033,1:49.033
2009,M2008021,55,7,6,10,4.47,23.6,1:49.573,1:49.573,1:49.573
2009,M2008017,123,33,28,15,6.19,49.6,1:47.367,1:47.367,1:47.367
2009,M2008014,109,5,22,20,4.6,24.8,1:49.780,1:49.780,1:49.780
2009,M2008011,128,18,11,24,4.55,22.7,1:49.326,1:49.326,1:49.326
2009,M2008008,116,19,22,17,5.07,35.3,1:47.834,1:47.834,1:47.834
2009,M2008005,129,25,27,20,5.66,40.3,1:49.764,1:49.764,1:49.764
2009,M2008002,123,26,24,24,6,40.7,1:47.438,1:47.438,1:47.438
2010,M2010094,28,3,1,5,4.04,14.3,1:49.425,1:49.425,1:49.425
2010,M2010001,78,14,8,13,4.94,28.2,1:48.132,1:48.132,1:47.656
2010,M2010002,79,19,13,15,5.91,40.5,1:48.706,1:48.706,1:47.974
2010,M2010003,80,18,11,19,5.76,36.3,1:48.129,1:48.129,1:50.011
2010,M2010004,83,16,13,14,5.35,34.9,1:48.264,1:48.264,1:48.474
2010,M2010005,79,14,8,17,4.85,27.8,1:50.216,1:50.216,1:46.982
2010,M2010006,49,2,2,11,3.51,8.2,1:49.024,1:49.024,1:49.056
2010,M2010007,78,20,6,19,5.9,33.3,1:47.766,1:47.766,1:49.270
2010,M2010008,62,3,10,7,3.9,21,1:48.651,1:48.651,1:49.996
2010,M2010009,79,7,17,12,4.91,30.4,1:49.456,1:49.456,1:48.248
2010,M2010010,78,30,20,10,7.32,64.1,1:47.388,1:47.388,1:46.033
2010,M2010011,82,18,15,18,6.06,40.2,1:48.405,1:48.405,1:47.036
2010,M2010012,74,8,10,8,4.65,24.3,1:49.081,1:49.081,1:48.433
2010,M2010014,76,9,8,11,4.29,22.4,1:48.777,1:48.777,1:49.060
2010,M2010015,76,10,11,21,5.24,27.6,1:48.727,1:48.727,1:48.603
2010,M2010017,75,5,5,14,4.08,13.3,1:51.327,1:51.327,1:48.641
2010,M2010018,77,9,9,8,4.36,23.4,1:48.012,1:48.012,1:48.012
2010,M2010020,78,27,14,11,6.63,52.6,1:48.215,1:48.215,1:47.244
2010,M2010021,78,13,10,21,5.49,29.5,1:48.305,1:48.305,1:47.315
2010,M2010023,78,9,8,15,4.59,21.8,1:48.043,1:48.043,1:48.057
2010,M2010024,74,4,9,6,3.7,17.6,1:49.393,1:49.393,1:48.842
2010,M2010083,80,13,26,6,5.81,48.8,1:49.497,1:49.497,1:49.557
2010,M2010025,59,14,13,11,6.29,45.8,1:48.599,1:48.599,1:49.382
2010,M2010027,32,9,6,7,6.38,46.9,1:48.407,1:48.407,1:46.518
2010,M2010028,77,19,16,14,6.29,45.5,1:48.130,1:48.130,1:47.789
2010,M2010030,78,6,16,9,4.49,28.2,1:49.299,1:49.299,1:46.583
2010,M2010031,77,16,14,11,5.45,39,1:48.146,1:48.146,1:47.423
2010,M2010032,66,1,10,8,3.41,16.7,1:50.258,1:50.258,1:48.620
2010,M2010033,78,20,13,10,5.68,42.3,1:47.604,1:47.604,1:48.058
2010,M2010034,77,13,15,14,5.35,36.4,1:48.755,1:48.755,1:48.193
2010,M2010035,34,4,5,7,4.53,26.5,1:47.986,1:47.986,1:46.495
2010,M2010036,67,4,4,7,3.07,11.9,1:50.169,1:50.169,1:52.209
2010,M2010037,76,4,7,15,3.62,14.5,1:49.528,1:49.528,1:50.624
2010,M2010038,79,21,16,15,6.34,46.8,1:47.501,1:47.501,1:46.951
2010,M2010039,79,13,9,20,5.51,27.8,1:48.135,1:48.135,1:48.291
2010,M2010040,75,13,8,10,4.57,28,1:49.713,1:49.713,1:47.678
2010,M2010041,80,9,18,17,5.39,33.8,1:49.495,1:49.495,1:48.192
2010,M2010042,71,7,10,9,4.37,23.9,1:50.074,1:50.074,1:46.977
2010,M2010043,76,26,23,5,6.97,64.5,1:47.663,1:47.663,1:47.465
2010,M2010044,63,6,10,6,4.02,25.4,1:48.739,1:48.739,1:48.215
2010,M2010045,34,5,2,10,5,20.6,1:48.505,1:48.505,1:48.505
2010,M2010046,79,7,17,12,4.76,30.4,1:49.703,1:49.703,1:47.378
2010,M2010013,72,1,5,14,3.43,8.3,1:51.500,1:51.500,1:53.931
2010,M2010047,78,27,15,15,6.82,53.8,1:48.839,1:48.839,1:48.324
2010,M2010048,78,15,17,16,6.05,41,1:48.036,1:48.036,1:47.931
2010,M2010049,75,4,17,13,4.93,28,1:50.050,1:50.050,1:49.363
2010,M2010050,79,20,13,13,5.97,41.8,1:47.812,1:47.812,1:53.593
2010,M2010051,82,16,10,16,5.48,31.7,1:49.224,1:49.224,1:49.164
2010,M2010052,79,16,17,13,5.76,41.8,1:47.359,1:47.359,1:47.488
2010,M2010053,48,0,2,5,2.75,4.2,1:52.218,1:52.218,1:55.714
2010,M2010054,78,13,8,12,4.79,26.9,1:49.222,1:49.222,1:49.094
2010,M2010055,80,15,25,11,6.05,50,1:48.332,1:48.332,1:48.549
2010,M2010056,78,18,21,8,5.92,50,1:47.594,1:47.594,1:47.603
2010,M2010057,77,10,16,14,5.3,33.8,1:49.059,1:49.059,1:49.501
2010,M2010058,80,18,14,16,5.95,40,1:47.572,1:47.572,1:46.748
2010,M2010059,78,13,21,16,5.9,43.6,1:48.043,1:48.043,1:47.505
2010,M2010060,77,9,18,10,5.09,35.1,1:48.739,1:48.739,1:48.539
2010,M2010061,78,15,14,14,5.69,37.2,1:47.393,1:47.393,1:48.330
2010,M2010062,81,18,11,17,5.98,35.8,1:47.951,1:47.951,1:49.115
2010,M2010016,78,12,14,14,5.37,33.3,1:48.409,1:48.409,1:48.292
2010,M2010019,81,16,22,16,6.27,46.9,1:48.336,1:48.336,1:47.655
2010,M2010022,78,19,15,14,6.15,43.6,1:48.668,1:48.668,1:46.950
2010,M2010026,82,11,12,12,4.9,28,1:49.228,1:49.228,1:47.663
2010,M2010029,79,11,17,13,5.11,35.4,1:47.801,1:47.801,1:48.502
2010,M2010077,65,7,7,13,4.43,21.5,1:50.109,1:50.109,1:50.777
2010,M2010092,78,20,12,13,5.94,41,1:48.194,1:48.194,1:49.309
2010,M2010095,78,6,17,11,4.65,29.5,1:50.168,1:50.168,1:47.284
2010,M2010080,79,8,17,17,5.2,31.6,1:49.588,1:49.588,1:47.818
2010,M2010063,38,8,6,5,5.53,36.8,1:47.763,1:47.763,1:49.497
2010,M2010089,69,5,7,10,3.88,17.4,1:48.169,1:48.169,1:46.534
2010,M2010086,79,12,9,11,4.62,26.6,1:49.377,1:49.377,1:49.260
2010,M2010064,78,20,13,14,5.96,42.3,1:47.298,1:47.298,1:48.684
2010,M2010065,80,8,11,14,4.93,23.8,1:47.746,1:47.746,1:47.000
2010,M2010066,78,20,19,8,5.95,50,1:47.553,1:47.553,1:48.247
2010,M2010067,82,24,16,14,6.38,48.8,1:48.504,1:48.504,1:47.131
2010,M2010068,78,18,13,17,5.97,39.7,1:49.185,1:49.185,1:48.066
2010,M2010069,79,23,16,23,6.76,49.4,1:48.495,1:48.495,1:47.358
2010,M2010070,78,13,6,24,5.42,24.4,1:48.707,1:48.707,1:47.843
2010,M2010071,77,19,16,10,5.86,45.5,1:49.401,1:49.401,1:48.463
2010,M2010072,80,16,15,12,5.54,38.8,1:48.586,1:48.586,1:48.104
2010,M2010073,79,5,20,13,4.91,31.6,1:48.724,1:48.724,1:49.099
2010,M2010074,78,5,8,12,4.27,16.7,1:49.924,1:49.924,1:48.290
2010,M2010075,79,12,14,14,5.32,32.9,1:48.226,1:48.226,1:49.253
2010,M2010076,77,8,16,10,4.73,31.2,1:50.543,1:50.543,1:49.135
2010,M2010078,26,3,6,4,4.69,34.6,1:49.328,1:49.328,1:48.588
2010,M2010079,80,10,9,8,4.2,23.8,1:49.067,1:49.067,1:49.822
2010,M2010081,78,16,8,15,5.32,30.8,1:48.997,1:48.997,1:47.026
2010,M2010082,69,1,1,5,2.28,2.9,1:52.818,1:52.818,1:54.425
2010,M2010084,77,12,12,9,4.74,31.2,1:49.100,1:49.100,1:50.180
2010,M2010085,77,22,14,21,6.7,46.8,1:47.902,1:47.902,1:47.683
2010,M2010087,67,0,7,6,3.07,10.4,1:50.565,1:50.565,1:54.608
2010,M2010088,78,21,15,8,6.06,46.2,1:48.206,1:48.206,1:48.280
2010,M2010090,77,8,12,14,4.79,26,1:48.598,1:48.598,1:48.067
2010,M2010091,78,21,23,16,7.1,56.4,1:47.486,1:47.486,1:47.214
2010,M2010093,76,18,19,10,6.2,48.7,1:49.161,1:49.161,1:48.156
2011,M2010031,176,37,27,27,5.55,36.4,1:47.423,1:47.423,1:47.423
2011,M2010008,135,8,15,22,3.9,17,1:48.651,1:48.651,1:49.996
2011,M2010007,171,28,19,33,5.05,27.5,1:47.766,1:47.766,1:49.270
2011,M2010005,174,29,23,30,4.93,29.9,1:46.982,1:46.982,1:46.982
2011,M2010004,174,31,30,26,5.24,35.1,1:48.264,1:48.264,1:48.474
2011,M2010002,177,33,31,35,5.68,36.2,1:47.974,1:47.974,1:47.974
2011,M2010001,172,47,17,28,5.66,37.2,1:47.656,1:47.656,1:47.656
2011,M2010010,169,46,46,24,6.56,54.4,1:46.033,1:46.033,1:46.033
2011,M2010016,174,19,36,32,5.21,31.6,1:48.292,1:48.292,1:48.292
2011,M2010020,176,53,34,30,6.45,49.4,1:47.244,1:47.244,1:47.244
2011,M2010023,172,32,33,25,5.52,37.8,1:48.043,1:48.043,1:48.057
2011,M2010026,147,26,23,27,5.3,33.3,1:47.663,1:47.663,1:47.663
2011,M2010030,161,26,29,21,5.15,34.2,1:46.583,1:46.583,1:46.583
2011,M2010033,178,39,33,26,5.56,40.4,1:47.604,1:47.604,1:48.058
2011,M2010036,72,4,5,8,3.18,12.5,1:50.169,1:50.169,1:52.209
2011,M2010039,174,25,24,37,5.1,28.2,1:48.135,1:48.135,1:48.291
2011,M2010042,177,32,28,28,5.3,33.9,1:46.977,1:46.977,1:46.977
2011,M2010003,95,20,13,22,5.55,34.7,1:48.129,1:48.129,1:50.011
2011,M2010013,76,1,6,15,3.49,9.2,1:51.500,1:51.500,1:53.931
2011,M2010006,132,7,10,30,3.85,12.9,1:49.024,1:49.024,1:49.056
2011,M2010084,163,16,21,25,4.3,22.7,1:49.100,1:49.100,1:50.180
2011,M2010081,174,33,20,33,5.23,30.5,1:47.026,1:47.026,1:47.026
2011,M2010078,98,13,18,14,4.66,31.6,1:48.588,1:48.588,1:48.588
2011,M2010075,169,18,31,26,4.72,29,1:48.226,1:48.226,1:49.253
2011,M2010072,173,30,30,31,5.36,34.7,1:48.104,1:48.104,1:48.104
2011,M2010068,173,38,35,36,6.1,42.2,1:48.066,1:48.066,1:48.066
2011,M2010065,173,26,24,31,5.25,28.9,1:47.000,1:47.000,1:47.000
2011,M2010062,173,28,28,35,5.49,32.4,1:47.951,1:47.951,1:49.115
2011,M2010059,174,43,38,29,6.13,46.6,1:47.505,1:47.505,1:47.505
2011,M2010056,175,45,42,26,6.25,49.7,1:47.594,1:47.594,1:47.603
2011,M2010053,53,0,2,5,2.7,3.8,1:52.218,1:52.218,1:55.714
2011,M2010050,85,20,14,14,5.85,40,1:47.812,1:47.812,1:53.593
2011,M2010046,176,23,33,28,4.97,31.8,1:47.378,1:47.378,1:47.378
2011,M2010009,175,20,28,26,4.74,27.4,1:48.248,1:48.248,1:48.248
2011,M2010011,171,32,42,34,6.15,43.3,1:47.036,1:47.036,1:47.036
2011,M2010012,170,24,28,19,5.07,30.6,1:48.433,1:48.433,1:48.433
2011,M2010014,170,23,23,30,4.75,27.1,1:48.777,1:48.777,1:49.060
2011,M2010015,174,34,30,39,5.8,36.8,1:48.603,1:48.603,1:48.603
2011,M2010017,148,9,10,21,3.63,12.8,1:48.641,1:48.641,1:48.641
2011,M2010019,174,28,39,35,5.59,38.5,1:47.655,1:47.655,1:47.655
2011,M2010021,175,29,35,40,5.8,36.6,1:47.315,1:47.315,1:47.315
2011,M2010022,170,46,35,33,6.51,47.6,1:46.950,1:46.950,1:46.950
2011,M2010024,143,6,17,17,3.64,16.1,1:48.842,1:48.842,1:48.842
2011,M2010025,137,19,24,22,5.13,31.4,1:48.599,1:48.599,1:49.382
2011,M2010027,149,34,29,33,6.07,42.3,1:46.518,1:46.518,1:46.518
2011,M2010028,161,44,31,24,6.3,46.6,1:47.789,1:47.789,1:47.789
2011,M2010029,172,31,35,32,5.55,38.4,1:47.801,1:47.801,1:48.502
2011,M2010032,143,4,20,19,3.66,16.8,1:48.620,1:48.620,1:48.620
2011,M2010034,175,27,37,37,5.47,36.6,1:48.193,1:48.193,1:48.193
2011,M2010035,102,9,13,14,4.4,21.6,1:46.495,1:46.495,1:46.495
2011,M2010037,150,6,19,29,3.77,16.7,1:49.528,1:49.528,1:50.624
2011,M2010038,173,44,35,29,6.3,45.7,1:46.951,1:46.951,1:46.951
2011,M2010040,175,37,30,22,5.35,38.3,1:47.678,1:47.678,1:47.678
2011,M2010041,171,26,32,31,5.27,33.9,1:48.192,1:48.192,1:48.192
2011,M2010043,170,57,40,22,6.72,57.1,1:47.465,1:47.465,1:47.465
2011,M2010044,161,17,31,27,4.75,29.8,1:48.215,1:48.215,1:48.215
2011,M2010047,96,30,20,18,6.66,52.1,1:48.324,1:48.324,1:48.324
2011,M2010048,173,28,33,28,5.4,35.3,1:47.931,1:47.931,1:47.931
2011,M2010049,169,12,28,27,4.61,23.7,1:49.363,1:49.363,1:49.363
2011,M2010051,163,20,16,18,4.18,22.1,1:49.164,1:49.164,1:49.164
2011,M2010052,174,43,29,28,5.89,41.4,1:47.359,1:47.359,1:47.488
2011,M2010054,169,21,17,26,4.43,22.5,1:49.094,1:49.094,1:49.094
2011,M2010055,175,31,48,29,5.88,45.1,1:48.332,1:48.332,1:48.549
2011,M2010057,163,22,35,25,5.17,35,1:49.059,1:49.059,1:49.501
2011,M2010058,171,67,29,30,7.16,56.1,1:46.748,1:46.748,1:46.748
2011,M2010060,167,24,34,27,5.29,34.7,1:48.539,1:48.539,1:48.539
2011,M2010061,172,30,34,30,5.47,37.2,1:47.393,1:47.393,1:48.330
2011,M2010063,128,12,13,20,4.12,19.5,1:47.763,1:47.763,1:49.497
2011,M2010064,171,29,23,34,5.22,30.4,1:47.298,1:47.298,1:48.684
2011,M2010066,172,35,25,29,5.26,34.9,1:47.553,1:47.553,1:48.247
2011,M2010067,172,40,40,28,6.1,46.5,1:47.131,1:47.131,1:47.131
2011,M2010069,168,55,36,37,6.95,54.2,1:47.358,1:47.358,1:47.358
2011,M2010070,173,28,34,38,5.72,35.8,1:47.843,1:47.843,1:47.843
2011,M2010071,169,39,34,23,5.73,43.2,1:48.463,1:48.463,1:48.463
2011,M2010073,139,12,28,21,4.73,28.8,1:48.724,1:48.724,1:49.099
2011,M2010074,158,13,21,20,4.26,21.5,1:48.290,1:48.290,1:48.290
2011,M2010076,167,18,27,25,4.7,26.9,1:49.135,1:49.135,1:49.135
2011,M2010077,144,10,11,27,3.83,14.6,1:50.109,1:50.109,1:50.777
2011,M2010079,146,15,12,18,3.95,18.5,1:49.067,1:49.067,1:49.822
2011,M2010080,172,21,34,37,5.19,32,1:47.818,1:47.818,1:47.818
2011,M2010082,73,1,1,6,2.27,2.7,1:52.818,1:52.818,1:54.425
2011,M2010083,171,15,34,14,4.42,28.7,1:49.497,1:49.497,1:49.557
2011,M2010085,171,50,35,40,6.78,49.7,1:47.683,1:47.683,1:47.683
2011,M2010086,168,19,18,30,4.4,22,1:49.260,1:49.260,1:49.260
2011,M2010087,72,0,7,8,3.11,9.7,1:50.565,1:50.565,1:54.608
2011,M2010088,172,30,28,23,5.28,33.7,1:48.206,1:48.206,1:48.280
2011,M2010089,172,33,28,31,5.26,35.5,1:46.534,1:46.534,1:46.534
2011,M2010090,174,23,25,32,4.94,27.6,1:48.067,1:48.067,1:48.067
2011,M2010091,170,45,37,30,6.46,48.2,1:47.214,1:47.214,1:47.214
2011,M2010092,167,32,25,24,5.22,34.1,1:48.194,1:48.194,1:49.309
2011,M2010093,173,38,42,24,6.04,46.2,1:48.156,1:48.156,1:48.156
2011,M2010095,174,24,30,35,5.19,31,1:47.284,1:47.284,1:47.284
2012,M2012082,81,12,11,23,5.35,28.4,1:47.277,1:47.277,1:48.086
2012,M2012099,82,20,18,14,6.18,46.3,1:47.452,1:47.452,1:46.913
2012,M2012098,82,23,14,13,5.99,45.1,1:48.674,1:48.674,1:47.153
2012,M2012096,79,14,12,13,5.35,32.9,1:49.138,1:49.138,1:48.304
2012,M2012095,78,10,5,14,4.59,19.2,1:48.496,1:48.496,1:49.252
2012,M2012093,81,9,14,10,4.67,28.4,1:47.498,1:47.498,1:48.610
2012,M2012092,83,7,16,19,5.04,27.7,1:49.044,1:49.044,1:48.168
2012,M2012100,81,12,8,13,4.47,24.7,1:48.147,1:48.147,1:47.788
2012,M2012097,70,4,7,10,4.17,15.7,1:49.082,1:49.082,1:48.228
2012,M2012094,77,12,12,13,5.19,31.2,1:49.032,1:49.032,1:49.165
2012,M2012090,73,4,9,9,3.7,17.8,1:49.765,1:49.765,1:47.520
2012,M2012024,80,12,10,13,4.73,27.5,1:48.809,1:48.809,1:48.242
2012,M2012023,80,9,7,17,4.48,20,1:48.172,1:48.172,1:48.199
2012,M2012022,80,21,22,9,6.4,53.8,1:48.245,1:48.245,1:47.047
2012,M2012021,78,19,10,11,5.63,37.2,1:48.051,1:48.051,1:47.732
2012,M2012089,78,9,8,13,4.38,21.8,1:48.915,1:48.915,1:46.103
2012,M2012020,81,17,7,12,5.06,29.6,1:47.911,1:47.911,1:47.858
2012,M2012019,80,23,15,7,6.01,47.5,1:46.535,1:46.535,1:46.945
2012,M2012018,81,19,16,17,6.41,43.2,1:48.272,1:48.272,1:48.013
2012,M2012017,80,18,11,16,5.89,36.3,1:47.469,1:47.469,1:47.899
2012,M2012016,79,13,10,13,5.13,29.1,1:48.161,1:48.161,1:47.877
2012,M2012015,69,2,7,5,3.14,13,1:51.040,1:51.040,1:48.900
2012,M2012091,78,22,15,17,6.5,47.4,1:48.502,1:48.502,1:48.409
2012,M2012088,79,9,17,18,5.32,32.9,1:47.904,1:47.904,1:48.048
2012,M2012085,82,21,11,18,6.11,39,1:47.087,1:47.087,1:48.127
2012,M2012081,80,11,12,11,4.69,28.8,1:49.423,1:49.423,1:45.821
2012,M2012078,80,5,18,13,4.71,28.8,1:48.457,1:48.457,1:47.840
2012,M2012075,82,21,12,10,5.83,40.2,1:47.227,1:47.227,1:46.892
2012,M2012072,79,8,12,11,4.67,25.3,1:49.053,1:49.053,1:48.414
2012,M2012087,80,12,16,15,5.45,35,1:48.018,1:48.018,1:46.644
2012,M2012069,78,5,7,13,3.91,15.4,1:48.820,1:48.820,1:48.204
2012,M2012014,81,11,18,12,5.21,35.8,1:47.952,1:47.952,1:47.696
2012,M2012086,69,5,10,11,4.26,21.7,1:48.224,1:48.224,1:48.677
2012,M2012060,83,18,16,15,5.77,41,1:47.904,1:47.904,1:47.154
2012,M2012057,83,8,13,18,4.66,25.3,1:49.623,1:49.623,1:48.443
2012,M2012053,73,24,12,9,6.47,49.3,1:48.239,1:48.239,1:46.681
2012,M2012084,79,17,24,15,6.56,51.9,1:47.706,1:47.706,1:47.558
2012,M2012083,80,10,20,10,5.2,37.5,1:46.935,1:46.935,1:47.047
2012,M2012080,80,10,14,19,5.14,30,1:47.734,1:47.734,1:47.770
2012,M2012079,82,14,21,11,5.94,42.7,1:48.547,1:48.547,1:47.958
2012,M2012077,80,7,18,10,4.75,31.3,1:48.520,1:48.520,1:47.646
2012,M2012076,83,16,18,10,5.37,41,1:47.577,1:47.577,1:47.422
2012,M2012013,83,18,17,19,6.01,42.2,1:48.149,1:48.149,1:48.268
2012,M2012012,79,31,12,13,7.03,54.4,1:47.777,1:47.777,1:47.884
2012,M2012074,67,3,1,11,3.34,6,1:49.531,1:49.531,1:49.532
2012,M2012073,83,22,17,13,6.22,47,1:47.366,1:47.366,1:47.369
2012,M2012071,83,12,10,14,4.82,26.5,1:49.180,1:49.180,1:48.500
2012,M2012070,77,6,6,8,3.65,15.6,1:48.423,1:48.423,1:48.286
2012,M2012068,81,17,17,12,5.89,42,1:48.074,1:48.074,1:47.169
2012,M2012067,76,8,8,12,4.29,21.1,1:48.494,1:48.494,1:47.203
2012,M2012065,82,28,11,14,6.57,47.6,1:47.468,1:47.468,1:45.802
2012,M2012064,85,10,12,18,4.93,25.9,1:47.741,1:47.741,1:47.218
2012,M2012062,70,1,6,10,3.41,10,1:49.608,1:49.608,1:49.822
2012,M2012061,83,6,21,19,5.35,32.5,1:47.823,1:47.823,1:47.500
2012,M2012059,79,13,14,11,5.09,34.2,1:47.242,1:47.242,1:47.672
2012,M2012058,86,20,22,18,6.41,48.8,1:47.070,1:47.070,1:46.570
2012,M2012056,82,19,13,13,5.9,39,1:46.916,1:46.916,1:48.258
2012,M2012055,81,16,17,20,6.12,40.7,1:47.651,1:47.651,1:46.261
2012,M2012054,78,8,16,8,4.47,30.8,1:48.221,1:48.221,1:46.588
2012,M2012052,80,21,21,11,6.43,52.5,1:48.757,1:48.757,1:47.883
2012,M2012051,81,28,16,11,6.83,54.3,1:47.329,1:47.329,1:47.117
2012,M2012050,82,8,17,13,5,30.5,1:46.622,1:46.622,1:48.634
2012,M2012047,83,17,16,16,5.75,39.8,1:47.287,1:47.287,1:46.635
2012,M2012044,79,11,11,22,5.27,27.8,1:47.755,1:47.755,1:47.958
2012,M2012041,84,14,20,13,5.62,40.5,1:48.156,1:48.156,1:47.200
2012,M2012038,74,12,14,14,5.64,35.1,1:48.779,1:48.779,1:49.254
2012,M2012011,80,11,9,19,4.93,25,1:47.866,1:47.866,1:47.562
2012,M2012010,81,18,18,13,5.88,44.4,1:47.342,1:47.342,1:47.438
2012,M2012009,80,27,25,8,7.2,65,1:47.404,1:47.404,1:47.404
2012,M2012008,83,10,16,8,4.94,31.3,1:48.580,1:48.580,1:48.466
2012,M2012007,81,9,13,14,4.63,27.2,1:48.817,1:48.817,1:50.122
2012,M2012049,82,14,9,8,4.68,28,1:48.669,1:48.669,1:49.137
2012,M2012006,83,13,15,17,5.39,33.7,1:47.735,1:47.735,1:47.186
2012,M2012005,84,17,11,15,5.29,33.3,1:47.426,1:47.426,1:47.266
2012,M2012002,79,10,10,13,4.47,25.3,1:49.987,1:49.987,1:47.576
2012,M2012003,83,15,13,11,5.12,33.7,1:47.486,1:47.486,1:47.860
2012,M2012004,78,7,11,17,4.78,23.1,1:48.219,1:48.219,1:47.614
2012,M2012001,80,22,10,11,5.83,40,1:47.596,1:47.596,1:47.215
2012,M2012066,59,12,9,8,5.46,35.6,1:46.537,1:46.537,1:45.988
2012,M2012063,82,10,20,14,5.22,36.6,1:47.986,1:47.986,1:48.291
2012,M2012048,83,19,16,17,5.89,42.2,1:48.188,1:48.188,1:47.458
2012,M2012046,82,13,19,19,5.7,39,1:48.711,1:48.711,1:48.765
2012,M2012045,81,17,19,13,6.06,44.4,1:46.862,1:46.862,1:48.567
2012,M2012043,80,9,14,9,4.59,28.8,1:48.833,1:48.833,1:47.333
2012,M2012042,81,9,13,14,4.79,27.2,1:49.555,1:49.555,1:48.235
2012,M2012040,81,13,19,12,5.52,39.5,1:47.710,1:47.710,1:47.765
2012,M2012039,81,13,20,16,5.93,40.7,1:47.856,1:47.856,1:46.975
2012,M2012037,83,17,22,7,5.95,47,1:47.772,1:47.772,1:47.133
2012,M2012036,79,24,15,15,6.38,49.4,1:47.736,1:47.736,1:46.646
2012,M2012035,71,3,7,13,3.86,14.1,1:49.323,1:49.323,1:48.520
2012,M2012034,79,17,8,15,5.14,31.6,1:47.787,1:47.787,1:46.436
2012,M2012033,71,9,9,9,4.2,25.4,1:48.145,1:48.145,1:47.851
2012,M2012032,72,7,9,6,4.22,22.2,1:47.257,1:47.257,1:47.246
2012,M2012031,80,15,17,9,5.59,40,1:47.520,1:47.520,1:46.294
2012,M2012030,85,27,13,13,6.31,47.1,1:47.472,1:47.472,1:47.351
2012,M2012029,76,6,6,18,4.26,15.8,1:49.295,1:49.295,1:47.595
2012,M2012028,80,7,12,11,4.3,23.8,1:49.043,1:49.043,1:48.342
2012,M2012027,74,5,5,14,3.7,13.5,1:47.987,1:47.987,1:49.742
2012,M2012026,82,13,4,22,4.77,20.7,1:47.952,1:47.952,1:47.519
2012,M2012025,84,5,11,21,4.6,19,1:47.887,1:47.887,1:47.931
2013,M2012028,156,11,26,23,4.29,23.7,1:48.342,1:48.342,1:48.342
