RACE_YEAR,MOTOR_NO,PRACE_NCNT,N1CK_NCNT,N2CK_NCNT,N3CK_NCNT,AVRG_CKSN_SCORE_VALUE,YUNDAE_RT,BEST_SAIL_TIME_VALUE,N2JU_BEST_TIME_VALUE,N3JU_BEST_TIME_VALUE
2021,M2016090,15,0,1,2,3.07,6.7,1:18.144,1:18.144,1:58.061
2021,M2016091,19,0,3,1,3.32,15.8,1:19.472,1:19.472,1:57.388
2021,M2016092,9,0,0,2,3,0,1:19.964,1:19.964,1:56.466
2021,M2016093,157,12,32,22,4.7,28,1:16.603,1:16.603,2:00.513
2021,M2016094,11,0,0,1,3.09,0,1:18.162,1:18.162,1:56.642
2021,M2016095,17,0,1,3,3.24,5.9,1:18.744,1:18.744,1:55.833
2021,M2016031,122,41,32,21,7.14,59.8,1:15.607,1:15.607,2:00.373
2021,M2016030,196,24,41,28,5.05,33.2,1:15.191,1:15.191,1:58.850
2021,M2016029,178,17,27,26,4.43,24.7,1:14.635,1:14.635,1:56.129
2021,M2016028,6,0,1,0,3.33,16.7,1:20.429,1:20.429,1:56.761
2021,M2016027,95,5,12,13,4.01,17.9,1:15.133,1:15.133,2:03.520
2021,M2016096,9,0,0,1,3.11,0,1:18.836,1:18.836,1:55.656
2021,M2016097,122,61,27,12,7.93,72.1,1:15.194,1:15.194,1:55.025
2021,M2016098,144,46,36,25,6.97,56.9,1:15.325,1:15.325,1:55.648
2021,M2016099,97,5,14,14,4.06,19.6,1:16.418,1:16.418,1:58.406
2021,M2016100,3,0,0,1,3,0,1:21.194,1:21.194,1:58.470
2021,M2016101,58,3,2,8,3.4,8.6,1:17.509,1:17.509,2:00.228
2021,M2016102,195,29,34,37,5.1,32.3,1:14.985,1:14.985,1:59.400
2021,M2016103,211,33,43,49,5.68,36,1:16.035,1:16.035,2:04.054
2021,M2016104,190,21,22,25,4.2,22.6,1:15.709,1:15.709,2:01.178
2021,M2016105,14,0,2,3,3.29,14.3,1:16.354,1:16.354,1:57.636
2021,M2016106,215,42,51,38,5.82,43.3,1:15.336,1:15.336,1:55.544
2021,M2016026,183,11,29,36,4.46,21.9,1:15.731,1:15.731,1:58.241
2021,M2016025,73,5,8,9,3.79,17.8,1:16.150,1:16.150,1:59.074
2021,M2016024,208,33,23,30,4.69,26.9,1:14.930,1:14.930,1:59.229
2021,M2016023,164,24,19,34,4.77,26.2,1:15.654,1:15.654,1:56.540
2021,M2016022,62,1,7,7,3.4,12.9,1:17.983,1:17.983,2:02.484
2021,M2016021,203,63,42,29,6.52,51.7,1:15.639,1:15.639,1:54.776
2021,M2016020,10,0,0,2,2.5,0,1:56.868,1:56.868,1:56.868
2021,M2016019,169,49,38,30,6.57,51.5,1:15.313,1:15.313,1:56.054
2021,M2016018,155,14,20,31,4.51,21.9,1:15.769,1:15.769,1:55.168
2021,M2018135,120,7,8,24,3.73,12.5,1:15.801,1:15.801,1:57.672
2021,M2018137,135,16,17,24,4.5,24.4,1:15.143,1:15.143,1:53.230
2021,M2018138,128,46,24,20,6.79,54.7,1:13.602,1:13.602,1:53.124
2021,M2018139,186,36,47,20,5.72,44.6,1:14.898,1:14.898,1:54.609
2021,M2018141,198,27,30,43,4.94,28.8,1:15.732,1:15.732,1:53.554
2021,M2018142,0,0,0,0,0,0,0:.,0:.,:.
2021,M2018143,0,0,0,0,0,0,0:.,0:.,:.
2021,M2018146,162,11,27,28,4.41,23.5,1:15.223,1:15.223,1:56.331
2021,M2018149,142,46,29,19,6.54,52.8,1:13.721,1:13.721,1:53.569
2021,M2018150,131,47,30,18,7.21,58.8,1:14.156,1:14.156,1:50.815
2021,M2018151,167,31,26,37,5.49,34.1,1:14.759,1:14.759,1:56.393
2021,M2018153,196,21,43,31,5.02,32.7,1:14.975,1:14.975,1:54.291
2021,M2018154,175,29,36,36,5.53,37.1,1:15.073,1:15.073,1:53.770
2021,M2018155,145,33,25,24,5.72,40,1:14.903,1:14.903,1:55.560
2021,M2018158,179,39,33,33,5.77,40.2,1:14.755,1:14.755,1:53.489
2021,M2020001,38,7,12,6,6.24,50,1:13.630,1:13.630,:.
2021,M2020002,63,10,7,12,4.68,27,1:13.507,1:13.507,:.
2021,M2020003,37,3,8,4,4.46,29.7,1:14.299,1:14.299,:.
2021,M2020005,49,6,7,11,4.94,26.5,1:13.730,1:13.730,:.
2021,M2020007,43,12,5,5,5.58,39.5,1:13.256,1:13.256,:.
2021,M2020008,47,10,10,7,5.91,42.6,1:13.883,1:13.883,:.
2021,M2020012,50,8,7,9,5.1,30,1:14.101,1:14.101,:.
2021,M2020014,61,12,10,9,5.33,36.1,1:13.799,1:13.799,:.
2021,M2020015,51,13,9,9,5.75,43.1,1:13.109,1:13.109,:.
2021,M2020016,49,6,3,9,4.14,18.4,1:14.496,1:14.496,:.
2021,M2020017,25,3,7,5,5.28,40,1:16.425,1:16.425,:.
2021,M2020018,62,14,11,9,5.52,40.3,1:13.481,1:13.481,:.
2021,M2020019,50,9,16,7,5.92,50,1:14.104,1:14.104,:.
2021,M2020020,57,14,8,9,5.63,38.6,1:12.510,1:12.510,:.
2021,M2020021,58,14,8,11,5.83,37.9,1:13.347,1:13.347,:.
2021,M2020024,44,7,14,6,5.95,47.7,1:13.778,1:13.778,:.
2021,M2020025,66,13,8,13,5.36,31.8,1:13.500,1:13.500,:.
2021,M2020026,43,10,12,4,5.98,51.2,1:13.382,1:13.382,:.
2021,M2020027,56,7,11,8,4.79,32.1,1:13.919,1:13.919,:.
2021,M2020028,40,5,3,7,4.6,20,1:13.901,1:13.901,:.
2021,M2020029,37,2,2,2,2.81,10.8,1:15.189,1:15.189,:.
2021,M2020030,39,12,7,6,6.38,48.7,1:14.613,1:14.613,:.
2021,M2020031,48,11,8,11,5.85,39.6,1:13.541,1:13.541,:.
2021,M2020033,65,13,9,4,4.91,33.8,1:13.489,1:13.489,:.
2021,M2020034,11,5,2,3,7.82,63.6,1:14.638,1:14.638,:.
2021,M2020035,60,8,13,10,5.43,35,1:13.917,1:13.917,:.
2021,M2020036,58,13,10,11,5.78,39.7,1:13.583,1:13.583,:.
2021,M2020038,37,3,4,7,4.24,18.9,1:13.755,1:13.755,:.
2021,M2020040,48,9,8,13,5.73,35.4,1:14.125,1:14.125,:.
2021,M2020042,55,10,9,8,5.25,34.5,1:13.300,1:13.300,:.
2021,M2020044,58,8,8,7,4.5,27.6,1:14.458,1:14.458,:.
2021,M2020056,39,4,4,4,4,20.5,1:13.768,1:13.768,:.
2021,M2020059,61,10,11,11,5.23,34.4,1:13.757,1:13.757,:.
2021,M2020060,51,6,6,13,4.73,23.5,1:13.831,1:13.831,:.
2021,M2020061,45,10,8,9,6.02,40,1:13.865,1:13.865,:.
2021,M2020062,63,8,12,12,5.08,31.7,1:14.165,1:14.165,:.
2021,M2020064,19,2,3,3,4.79,26.3,1:15.384,1:15.384,:.
2021,M2020065,56,8,8,13,5.14,28.6,1:14.101,1:14.101,:.
2021,M2020066,46,13,9,3,6.07,47.8,1:13.367,1:13.367,:.
2021,M2020068,60,12,7,11,5.22,31.7,1:13.896,1:13.896,:.
2021,M2020070,50,5,8,9,4.56,26,1:14.873,1:14.873,:.
2021,M2020071,41,12,7,5,6.05,46.3,1:13.706,1:13.706,:.
2021,M2020074,42,19,8,8,7.64,64.3,1:12.754,1:12.754,:.
2021,M2020075,61,11,9,12,5.33,32.8,1:14.192,1:14.192,:.
2021,M2020097,57,11,9,15,5.74,35.1,1:13.616,1:13.616,:.
2021,M2020098,40,11,11,5,6.55,55,1:13.670,1:13.670,:.
2021,M2020101,37,4,2,5,3.81,16.2,1:14.760,1:14.760,:.
2021,M2020102,58,7,8,10,4.64,25.9,1:13.287,1:13.287,:.
2021,M2020103,35,2,2,8,3.77,11.4,1:14.339,1:14.339,:.
2021,M2020104,38,3,3,6,3.79,15.8,1:14.333,1:14.333,:.
2021,M2020105,60,9,12,8,5.18,35,1:14.227,1:14.227,:.
2021,M2020106,41,12,7,9,6.54,46.3,1:12.971,1:12.971,:.
2021,M2020110,49,4,12,5,4.73,32.7,1:13.587,1:13.587,:.
2021,M2020112,37,0,2,2,2.46,5.4,1:16.389,1:16.389,:.
2021,M2020113,58,4,10,8,4.26,24.1,1:14.632,1:14.632,:.
2021,M2020114,63,6,14,12,4.89,31.7,1:14.815,1:14.815,:.
2021,M2020115,62,6,13,13,5.15,30.6,1:14.254,1:14.254,:.
2021,M2020116,48,4,4,12,4.19,16.7,1:14.041,1:14.041,:.
2021,M2020117,41,5,5,9,4.37,24.4,1:14.961,1:14.961,:.
2021,M2018115,185,25,28,31,4.77,28.6,1:16.034,1:16.034,1:53.779
2021,M2018117,146,8,22,16,3.9,20.5,1:15.601,1:15.601,1:54.940
2021,M2018120,125,60,33,15,8.2,74.4,1:13.953,1:13.953,1:52.415
2021,M2018121,174,22,29,22,4.55,29.3,1:15.397,1:15.397,1:54.644
2021,M2018122,123,33,23,20,6.34,45.5,1:14.153,1:14.153,1:51.023
2021,M2018123,0,0,0,0,0,0,0:.,0:.,:.
2021,M2018125,177,39,37,32,5.99,42.9,1:14.761,1:14.761,1:53.061
2021,M2018126,164,20,18,26,4.5,23.2,1:15.075,1:15.075,1:54.584
2021,M2018127,188,30,46,25,5.44,40.4,1:14.892,1:14.892,1:54.131
2021,M2018128,178,34,29,41,5.57,35.4,1:15.049,1:15.049,1:53.311
2021,M2018129,132,38,30,25,6.7,51.5,1:14.109,1:14.109,1:52.673
2021,M2018130,147,34,27,24,5.95,41.5,1:14.848,1:14.848,1:53.410
2021,M2018131,139,13,16,21,4.04,20.9,1:15.346,1:15.346,1:55.488
2021,M2018132,190,29,32,29,4.99,32.1,1:15.002,1:15.002,1:53.935
2021,M2018133,192,25,43,39,5.51,35.4,1:14.835,1:14.835,1:53.129
2021,M2018134,111,6,9,21,3.73,13.5,1:14.833,1:14.833,1:59.994
2021,M2020045,64,6,7,17,4.59,20.3,1:13.724,1:13.724,:.
2021,M2020046,38,4,7,9,4.97,28.9,1:14.319,1:14.319,:.
2021,M2020047,57,8,7,4,4.25,26.3,1:13.969,1:13.969,:.
2021,M2020048,65,8,12,10,4.94,30.8,1:13.906,1:13.906,:.
2021,M2020049,50,6,7,7,4.62,26,1:13.383,1:13.383,:.
2021,M2020051,49,10,6,11,5.53,32.7,1:13.806,1:13.806,:.
2021,M2020052,43,7,5,10,4.84,27.9,1:13.803,1:13.803,:.
2021,M2020054,54,9,13,8,5.41,40.7,1:14.075,1:14.075,:.
2021,M2020076,58,5,7,7,4.1,20.7,1:14.777,1:14.777,:.
2021,M2020077,50,9,13,6,5.74,44,1:14.288,1:14.288,:.
2021,M2020078,39,12,7,8,6.56,48.7,1:13.557,1:13.557,:.
2021,M2020079,41,9,7,9,5.9,39,1:13.735,1:13.735,:.
2021,M2020080,51,14,9,9,6.24,45.1,1:12.641,1:12.641,:.
2021,M2020082,59,10,9,8,5.17,32.2,1:12.849,1:12.849,:.
2021,M2020084,47,13,8,2,5.66,44.7,1:13.273,1:13.273,:.
2021,M2020085,63,10,12,14,5.49,34.9,1:13.479,1:13.479,:.
2021,M2020086,42,9,12,4,6.33,50,1:12.211,1:12.211,:.
2021,M2020087,54,7,7,11,4.7,25.9,1:12.949,1:12.949,:.
2021,M2020088,64,8,19,7,5.41,42.2,1:13.993,1:13.993,:.
2021,M2020089,38,10,7,7,6.16,44.7,1:13.172,1:13.172,:.
2021,M2020090,45,5,5,10,4.62,22.2,1:13.757,1:13.757,:.
2021,M2020091,63,6,14,13,5.11,31.7,1:14.298,1:14.298,:.
2021,M2020092,47,13,9,5,5.79,46.8,1:13.762,1:13.762,:.
2021,M2020093,21,3,2,5,4.52,23.8,1:14.047,1:14.047,:.
2021,M2020094,60,8,10,9,5,30,1:13.824,1:13.824,:.
2021,M2020095,38,1,6,5,3.63,18.4,1:14.517,1:14.517,:.
2021,M2020096,63,11,7,8,4.7,28.6,1:14.313,1:14.313,:.
2022,M2018024,167,15,30,22,4.37,26.9,1:15.952,1:15.952,1:53.812
2022,M2016042,194,43,38,25,5.78,41.8,1:14.904,1:14.904,1:59.559
2022,M2020029,99,7,13,7,3.69,20.2,1:12.999,1:12.999,:.
2022,M2020030,135,32,22,25,5.89,40,1:12.203,1:12.203,:.
2022,M2020031,127,31,24,24,6.03,43.3,1:12.345,1:12.345,:.
2022,M2020033,135,24,26,13,5.15,37,1:12.550,1:12.550,:.
2022,M2020035,154,16,24,27,4.68,26,1:13.306,1:13.306,:.
2022,M2020036,152,32,30,26,5.79,40.8,1:12.440,1:12.440,:.
2022,M2020038,152,25,22,24,4.88,30.9,1:12.332,1:12.332,:.
2022,M2016043,9,0,2,0,3,22.2,1:19.571,1:19.571,1:56.948
2022,M2016145,208,21,24,47,4.73,21.6,1:17.028,1:17.028,2:00.059
2022,M2018037,0,0,0,0,0,0,0:.,0:.,:.
2022,M2018101,187,28,34,34,5.21,33.2,1:15.009,1:15.009,1:55.983
2022,M2018102,116,7,10,9,3.49,14.7,1:15.687,1:15.687,1:55.798
2022,M2018103,124,51,23,19,7.37,59.7,1:13.904,1:13.904,1:51.399
2022,M2018104,194,27,31,35,4.99,29.9,1:15.107,1:15.107,1:55.289
2022,M2018109,125,11,15,19,4.08,20.8,1:14.908,1:14.908,1:56.322
2022,M2018110,200,31,38,34,5.25,34.5,1:15.245,1:15.245,1:55.466
2022,M2018111,204,30,36,27,4.86,32.4,1:15.420,1:15.420,1:55.862
2022,M2018113,180,20,20,32,4.4,22.2,1:15.796,1:15.796,1:53.519
2022,M2018114,198,27,27,25,4.63,27.3,1:15.286,1:15.286,1:51.844
2022,M2018115,185,25,28,31,4.77,28.6,1:16.034,1:16.034,1:53.779
2022,M2018117,146,8,22,16,3.9,20.5,1:15.601,1:15.601,1:54.940
2022,M2018120,125,60,33,15,8.2,74.4,1:13.953,1:13.953,1:52.415
2022,M2018121,174,22,29,22,4.55,29.3,1:15.397,1:15.397,1:54.644
2022,M2018122,123,33,23,20,6.34,45.5,1:14.153,1:14.153,1:51.023
2022,M2018123,0,0,0,0,0,0,0:.,0:.,:.
2022,M2018125,177,39,37,32,5.99,42.9,1:14.761,1:14.761,1:53.061
2022,M2018132,190,29,32,29,4.99,32.1,1:15.002,1:15.002,1:53.935
2022,M2018133,192,25,43,39,5.51,35.4,1:14.835,1:14.835,1:53.129
2022,M2016128,196,18,25,26,4.17,21.9,1:17.083,1:17.083,2:00.137
2022,M2016129,196,39,46,46,6.09,43.4,1:15.570,1:15.570,1:56.168
2022,M2016130,206,45,45,29,5.83,43.7,1:15.932,1:15.932,1:56.487
2022,M2016131,137,17,9,26,4.18,19,1:15.893,1:15.893,1:54.541
2022,M2016132,123,49,26,14,7.09,61,1:14.653,1:14.653,1:56.696
2022,M2016133,126,10,16,17,4.09,20.6,1:16.300,1:16.300,2:04.825
2022,M2016134,199,26,26,35,4.71,26.1,1:16.375,1:16.375,2:01.898
2022,M2016135,204,24,34,47,5.14,28.4,1:16.498,1:16.498,1:55.875
2022,M2016136,199,30,47,36,5.48,38.7,1:15.731,1:15.731,1:58.046
2022,M2016137,10,1,0,0,3,10,1:17.277,1:17.277,1:57.535
2022,M2016138,106,9,11,14,3.87,18.9,1:17.505,1:17.505,1:56.790
2022,M2018142,0,0,0,0,0,0,0:.,0:.,:.
2022,M2016139,189,15,40,35,4.81,29.1,1:14.978,1:14.978,1:57.853
2022,M2016151,66,5,5,9,3.71,15.2,1:16.585,1:16.585,1:59.933
2022,M2016152,14,1,1,3,3.71,14.3,1:16.381,1:16.381,1:54.150
2022,M2016153,200,25,22,43,4.72,23.5,1:15.128,1:15.128,1:58.030
2022,M2016154,211,50,36,38,5.83,40.8,1:15.749,1:15.749,1:58.011
2022,M2016155,207,46,42,40,6,42.5,1:15.350,1:15.350,1:59.376
2022,M2016156,214,26,36,36,4.72,29,1:16.085,1:16.085,1:58.186
2022,M2016157,193,54,35,33,6.12,46.1,1:15.317,1:15.317,1:55.666
2022,M2016159,206,25,31,29,4.64,27.2,1:15.683,1:15.683,2:00.749
2022,M2016160,7,0,0,1,2.43,0,1:18.653,1:18.653,1:57.426
2022,M2018002,170,31,48,31,5.89,46.5,1:14.503,1:14.503,1:53.790
2022,M2018003,166,15,19,23,4.12,20.5,1:15.679,1:15.679,1:54.204
2022,M2018004,132,44,25,19,6.68,52.3,1:13.611,1:13.611,1:52.984
2022,M2018005,200,27,37,34,5,32,1:14.234,1:14.234,1:54.558
2022,M2020112,91,0,4,14,2.8,4.4,1:15.967,1:15.967,:.
2022,M2018134,111,6,9,21,3.73,13.5,1:14.833,1:14.833,1:59.994
2022,M2018135,120,7,8,24,3.73,12.5,1:15.801,1:15.801,1:57.672
2022,M2018137,135,16,17,24,4.5,24.4,1:15.143,1:15.143,1:53.230
2022,M2018138,128,46,24,20,6.79,54.7,1:13.602,1:13.602,1:53.124
2022,M2018139,186,36,47,20,5.72,44.6,1:14.898,1:14.898,1:54.609
2022,M2018141,198,27,30,43,4.94,28.8,1:15.732,1:15.732,1:53.554
2022,M2018143,0,0,0,0,0,0,0:.,0:.,:.
2022,M2018146,162,11,27,28,4.41,23.5,1:15.223,1:15.223,1:56.331
2022,M2018149,142,46,29,19,6.54,52.8,1:13.721,1:13.721,1:53.569
2022,M2018150,131,47,30,18,7.21,58.8,1:14.156,1:14.156,1:50.815
2022,M2018151,167,31,26,37,5.49,34.1,1:14.759,1:14.759,1:56.393
2022,M2018153,196,21,43,31,5.02,32.7,1:14.975,1:14.975,1:54.291
2022,M2018154,175,29,36,36,5.53,37.1,1:15.073,1:15.073,1:53.770
2022,M2018155,145,33,25,24,5.72,40,1:14.903,1:14.903,1:55.560
2022,M2018158,179,39,33,33,5.77,40.2,1:14.755,1:14.755,1:53.489
2022,M2020001,115,28,25,16,6.09,46.1,1:12.367,1:12.367,:.
2022,M2018042,199,22,37,31,4.73,29.6,1:15.120,1:15.120,1:54.394
2022,M2018044,177,29,29,29,5.16,32.8,1:15.053,1:15.053,1:54.313
2022,M2018045,171,19,23,25,4.29,24.6,1:15.352,1:15.352,1:56.878
2022,M2016001,128,55,37,14,7.72,71.9,1:14.510,1:14.510,1:56.752
2022,M2016002,96,7,13,14,3.93,20.8,1:15.243,1:15.243,1:56.312
2022,M2016003,175,22,21,34,4.54,24.6,1:15.481,1:15.481,1:57.731
2022,M2016004,191,53,40,30,6.32,48.7,1:15.114,1:15.114,1:57.765
2022,M2016005,74,7,7,11,3.96,18.9,1:16.822,1:16.822,1:57.657
2022,M2016006,156,17,16,21,4.14,21.2,1:15.217,1:15.217,1:55.953
2022,M2016007,172,54,35,32,6.6,51.7,1:15.470,1:15.470,1:58.233
2022,M2016008,215,29,45,46,5.52,34.4,1:15.188,1:15.188,1:57.306
2022,M2016009,60,8,10,9,4.75,30,1:16.616,1:16.616,1:53.700
2022,M2016010,181,23,23,30,4.66,25.4,1:15.453,1:15.453,1:54.812
2022,M2016011,22,1,0,5,3.73,4.5,1:18.692,1:18.692,1:57.256
2022,M2016012,156,16,18,20,4.2,21.8,1:16.756,1:16.756,1:55.620
2022,M2016013,106,14,19,18,4.92,31.1,1:16.035,1:16.035,1:54.289
2022,M2016014,102,8,13,16,4.14,20.6,1:16.264,1:16.264,1:57.563
2022,M2016015,202,50,38,35,5.93,43.6,1:15.369,1:15.369,1:57.449
2022,M2016016,198,15,30,38,4.5,22.7,1:14.729,1:14.729,1:53.541
2022,M2016017,178,46,38,36,6.44,47.2,1:14.768,1:14.768,1:55.420
2022,M2016018,155,14,20,31,4.51,21.9,1:15.769,1:15.769,1:55.168
2022,M2016019,169,49,38,30,6.57,51.5,1:15.313,1:15.313,1:56.054
2022,M2016020,10,0,0,2,2.5,0,1:56.868,1:56.868,1:56.868
2022,M2016021,203,63,42,29,6.52,51.7,1:15.639,1:15.639,1:54.776
2022,M2016022,62,1,7,7,3.4,12.9,1:17.983,1:17.983,2:02.484
2022,M2016023,164,24,19,34,4.77,26.2,1:15.654,1:15.654,1:56.540
2022,M2016024,208,33,23,30,4.69,26.9,1:14.930,1:14.930,1:59.229
2022,M2016025,73,5,8,9,3.79,17.8,1:16.150,1:16.150,1:59.074
2022,M2016026,183,11,29,36,4.46,21.9,1:15.731,1:15.731,1:58.241
2022,M2016027,95,5,12,13,4.01,17.9,1:15.133,1:15.133,2:03.520
2022,M2016028,6,0,1,0,3.33,16.7,1:20.429,1:20.429,1:56.761
2022,M2020044,132,19,19,20,4.7,28.8,1:13.404,1:13.404,:.
2022,M2020045,174,34,21,37,5.24,31.6,1:12.455,1:12.455,:.
2022,M2020046,153,31,26,31,5.6,37.3,1:13.035,1:13.035,:.
2022,M2018046,165,27,33,37,5.63,36.4,1:15.116,1:15.116,1:53.919
2022,M2018047,203,24,33,45,4.84,28.1,1:14.849,1:14.849,1:52.643
2022,M2018049,175,32,26,41,5.46,33.1,1:14.696,1:14.696,1:56.074
2022,M2018050,0,0,0,0,0,0,0:.,0:.,:.
2022,M2016044,116,58,28,11,7.98,74.1,1:14.495,1:14.495,1:58.940
2022,M2016045,214,25,33,42,4.83,27.1,1:15.012,1:15.012,1:58.881
2022,M2016121,199,52,39,35,6.23,45.7,1:15.086,1:15.086,1:55.133
2022,M2016122,204,51,40,25,5.84,44.6,1:15.926,1:15.926,1:57.925
2022,M2016123,51,3,2,4,3,9.8,1:17.696,1:17.696,1:55.325
2022,M2020121,103,11,12,15,3.97,22.3,1:13.996,1:13.996,:.
2022,M2020124,169,30,33,33,5.49,37.3,1:12.769,1:12.769,:.
2022,M2020125,46,14,5,9,6.04,41.3,1:13.246,1:13.246,:.
2022,M2016124,216,26,41,33,4.81,31,1:15.278,1:15.278,1:56.723
2022,M2020002,149,33,22,26,5.42,36.9,1:12.617,1:12.617,:.
2022,M2016046,196,48,39,30,6.03,44.4,1:14.347,1:14.347,1:55.765
2022,M2016047,140,16,16,22,4.33,22.9,1:14.011,1:14.011,1:57.477
2022,M2016049,7,1,0,0,3,14.3,1:19.420,1:19.420,1:54.863
2022,M2016050,12,0,2,1,3.42,16.7,1:18.913,1:18.913,1:56.615
2022,M2016051,217,44,38,42,5.72,37.8,1:15.442,1:15.442,1:56.223
2022,M2018027,151,16,25,20,4.58,27.2,1:15.067,1:15.067,1:55.343
2022,M2016052,70,4,7,10,3.86,15.7,1:15.749,1:15.749,1:58.177
2022,M2016053,208,20,41,31,4.81,29.3,1:16.198,1:16.198,2:01.498
2022,M2016148,164,13,23,20,4.12,22,1:16.698,1:16.698,2:00.878
2022,M2018108,193,33,35,29,5.27,35.2,1:15.117,1:15.117,1:54.258
2022,M2020003,116,9,19,17,4.26,24.1,1:13.886,1:13.886,:.
2022,M2020005,158,20,29,30,5.08,31,1:12.993,1:12.993,:.
2022,M2020007,148,30,24,23,5.2,36.5,1:13.114,1:13.114,:.
2022,M2020008,75,13,13,13,5.32,34.7,1:13.565,1:13.565,:.
2022,M2020012,156,21,18,32,4.74,25,1:13.354,1:13.354,:.
2022,M2020014,152,36,25,25,5.7,40.1,1:12.824,1:12.824,:.
2022,M2020015,127,30,22,25,5.88,40.9,1:12.694,1:12.694,:.
2022,M2020016,122,13,15,19,4.29,23,1:13.880,1:13.880,:.
2022,M2020017,165,23,26,31,4.98,29.7,1:13.169,1:13.169,:.
2022,M2020040,137,31,24,21,5.64,40.1,1:12.393,1:12.393,:.
2022,M2020042,145,21,20,23,4.73,28.3,1:13.300,1:13.300,:.
2022,M2020047,130,21,17,15,4.6,29.2,1:12.773,1:12.773,:.
2022,M2018040,191,32,35,38,5.41,35.1,1:14.916,1:14.916,1:54.101
2022,M2020048,166,21,34,25,4.93,33.1,1:13.045,1:13.045,:.
2022,M2016048,214,32,41,35,5.21,34.1,1:15.545,1:15.545,2:03.786
2022,M2016072,202,44,44,36,6.01,43.6,1:14.672,1:14.672,1:57.107
2022,M2016073,97,10,7,14,3.72,17.5,1:16.414,1:16.414,2:01.242
2022,M2020065,162,21,25,33,5,28.4,1:13.047,1:13.047,:.
2022,M2020066,124,26,24,13,5.44,40.3,1:12.693,1:12.693,:.
2022,M2020068,163,25,24,28,5.04,30.1,1:13.656,1:13.656,:.
2022,M2020070,159,23,28,24,4.97,32.1,1:13.952,1:13.952,:.
2022,M2020071,155,34,24,31,5.61,37.4,1:12.210,1:12.210,:.
2022,M2020074,111,34,19,15,6.2,47.7,1:12.091,1:12.091,:.
2022,M2020075,148,28,24,30,5.46,35.1,1:13.566,1:13.566,:.
2022,M2020076,160,22,24,19,4.63,28.8,1:13.663,1:13.663,:.
2022,M2020077,128,25,26,28,5.89,39.8,1:12.922,1:12.922,:.
2022,M2020078,113,32,14,20,6.13,40.7,1:12.753,1:12.753,:.
2022,M2020079,133,24,24,30,5.55,36.1,1:12.637,1:12.637,:.
2022,M2020080,158,33,24,30,5.53,36.1,1:12.641,1:12.641,:.
2022,M2020082,163,18,30,32,5.09,29.4,1:12.849,1:12.849,:.
2022,M2020084,156,39,29,16,5.59,43.6,1:12.879,1:12.879,:.
2022,M2020085,164,27,26,29,5.12,32.3,1:12.840,1:12.840,:.
2022,M2020086,126,35,28,16,6.29,50,1:12.211,1:12.211,:.
2022,M2020087,166,19,34,30,5.04,31.9,1:12.534,1:12.534,:.
2022,M2020088,166,22,35,24,5.2,34.3,1:12.649,1:12.649,:.
2022,M2020089,119,33,23,21,6.16,47.1,1:12.004,1:12.004,:.
2022,M2020090,159,29,28,25,5.26,35.8,1:12.880,1:12.880,:.
2022,M2020091,116,8,18,23,4.42,22.4,1:14.298,1:14.298,:.
2022,M2016074,9,0,1,0,2.33,11.1,1:17.565,1:17.565,2:00.115
2022,M2016075,5,0,0,0,1.6,0,1:19.904,1:19.904,1:59.120
2022,M2016076,197,28,43,36,5.44,36,1:16.281,1:16.281,1:56.371
2022,M2016077,191,55,38,43,6.63,48.7,1:14.969,1:14.969,1:55.495
2022,M2016078,200,21,35,30,4.69,28,1:15.894,1:15.894,2:03.866
2022,M2016079,11,0,1,1,3,9.1,1:18.412,1:18.412,1:58.330
2022,M2016080,213,44,29,45,5.61,34.3,1:15.997,1:15.997,2:00.202
2022,M2016081,176,12,23,35,4.39,19.9,1:16.782,1:16.782,1:58.229
2022,M2016082,16,0,1,3,3.06,6.3,1:17.614,1:17.614,1:55.870
2022,M2016083,7,0,0,2,3.14,0,1:19.204,1:19.204,1:57.521
2022,M2016084,187,67,38,28,6.82,56.1,1:14.647,1:14.647,1:59.245
2022,M2016085,27,3,2,5,3.74,18.5,1:17.295,1:17.295,1:56.030
2022,M2020049,144,14,28,23,4.65,29.2,1:13.035,1:13.035,:.
2022,M2020051,160,25,19,34,4.91,27.5,1:12.180,1:12.180,:.
2022,M2020052,160,21,33,31,5.21,33.8,1:13.220,1:13.220,:.
2022,M2020053,129,24,29,19,5.63,41.1,1:12.662,1:12.662,:.
2022,M2018105,178,17,25,27,4.53,23.6,1:15.373,1:15.373,1:54.529
2022,M2018106,179,14,21,35,4.31,19.6,1:15.166,1:15.166,1:54.995
2022,M2018126,164,20,18,26,4.5,23.2,1:15.075,1:15.075,1:54.584
2022,M2018127,188,30,46,25,5.44,40.4,1:14.892,1:14.892,1:54.131
2022,M2018128,178,34,29,41,5.57,35.4,1:15.049,1:15.049,1:53.311
2022,M2020020,118,31,22,20,6.08,44.9,1:12.510,1:12.510,:.
2022,M2020021,138,39,16,28,5.99,39.9,1:12.359,1:12.359,:.
2022,M2020024,149,29,32,23,5.69,40.9,1:12.354,1:12.354,:.
2022,M2020025,157,29,28,27,5.56,36.3,1:12.314,1:12.314,:.
2022,M2020026,147,32,29,24,5.71,41.5,1:12.302,1:12.302,:.
2022,M2020027,135,19,18,18,4.49,27.4,1:13.586,1:13.586,:.
2022,M2020028,166,32,27,27,5.35,35.5,1:12.762,1:12.762,:.
