RACE_YEAR,TME_VALUE,DAY_ORD_VALUE,RACE_NO,N1R_PLAYER_NM,N2R_PLAYER_NM,N3R_PLAYER_NM,DANSEONG_VALUE,YNGSEONG_ONE_VALUE,YNGSEONG_TWO_VALUE,SSANGSEONG_VALUE,BOKSEONG_VALUE,SAMBOKSEONG_VALUE,SAMSSANGSEONG_DVDN_RT,SSANBOKSEONG_DVDN_RT
2010,1,1,1,⑤이장호,①길현태,③권명호,⑤20.6,⑤3.8,①1,⑤-①42.2,①-⑤8,①-③-⑤3.8,,
2010,1,1,2,③윤영근,⑤김종민,①정민수,③5.9,③1.7,⑤1.9,③-⑤11.5,③-⑤5.9,①-③-⑤3.8,,
2010,1,1,3,②김창규,④김국흠,③안지민,②2.1,②1.3,④6.9,②-④18.9,②-④14,②-③-④9.9,,
2010,1,1,4,⑥길현태,③민영건,②최광성,⑥2.1,⑥1.3,③8.6,⑥-③34.1,③-⑥27.9,②-③-⑥21.6,,
2010,1,1,5,④윤영근,⑥정민수,②이장호,④2.5,④1.8,⑥2.4,④-⑥9.2,④-⑥6.8,②-④-⑥8.7,,
2010,1,1,6,④안지민,②김종민,⑥박상현,④9,④2.3,②1.3,④-②18.8,②-④4.5,②-④-⑥15.9,,
2010,1,1,7,⑤최광성,④민영건,⑥여현창,⑤3.3,⑤1.6,④3.6,⑤-④20.4,④-⑤14.2,④-⑤-⑥30.4,,
2010,1,2,1,③여현창,④김종민,①최광성,③6.1,③2.5,④1.2,③-④11.4,③-④4.6,①-③-④4,,
2010,1,2,2,②길현태,⑤구현구,⑥안지민,②1.1,②1,⑤5.6,②-⑤9,②-⑤7.5,②-⑤-⑥7.5,,
2010,1,2,3,⑥김국흠,④정민수,①이장호,⑥12.6,⑥5.3,④1.2,⑥-④43.8,④-⑥12.4,①-④-⑥17.2,,
2010,1,2,4,①윤영근,③김종민,⑤박상현,①2.6,①1.5,③1.6,①-③5.7,①-③2.5,①-③-⑤4.4,,
2010,1,2,5,①안지민,③황이태,④여현창,①2.3,①1.6,③3.7,①-③17.2,①-③11.8,①-③-④11.2,,
2010,1,2,6,⑤길현태,②권명호,③정민수,⑤1.5,⑤1.1,②2.2,⑤-②5.1,②-⑤3.6,②-③-⑤3,,
2010,1,2,7,①김창규,②박상현,③한  진,①1.8,①1.5,②1.7,①-②4.9,①-②2.8,①-②-③4.5,,
2010,2,2,1,⑥김창규,④민영건,①길현태,⑥13.8,⑥5.1,④2.1,⑥-④54.4,④-⑥20.5,①-④-⑥6,,
2010,2,2,2,③권일혁,②박상현,⑥최광성,③24.7,③9.5,②2.2,③-②112.3,②-③37.6,②-③-⑥71.6,,
2010,2,2,3,④정민수,①한  진,③김국흠,④2.6,④1.5,①2.1,④-①8,①-④4,①-③-④9.3,,
2010,2,2,4,②권명호,⑤황이태,⑥여현창,②5.4,②1.5,⑤5.2,②-⑤33.9,②-⑤25.1,②-⑤-⑥48.9,,
2010,2,2,5,⑤박상현,①최광성,③윤영근,⑤6.3,⑤2.2,①2.2,⑤-①24.7,①-⑤12,①-③-⑤11.7,,
2010,2,2,6,③정민수,⑥이용세,④권일혁,③1.5,③1.2,⑥1.9,③-⑥3.7,③-⑥2.7,③-④-⑥7.7,,
2010,2,2,7,④김국흠,②정인교,①여현창,④21.7,④5.5,②3.5,④-②88.1,②-④39.5,①-②-④32.3,,
2010,3,1,1,②박상민,①박규순,④박상현,②1.7,②1.3,①4.8,②-①11.7,①-②8,①-②-④4.2,,
2010,3,1,2,④권명호,③한  진,①신동길,④2.2,④1.3,③2.5,④-③7.2,③-④4.8,①-③-④4.1,,
2010,3,1,3,②여현창,⑤이용세,④김민천,②2.2,②1.3,⑤1.6,②-⑤5.6,②-⑤4,②-④-⑤4.3,,
2010,3,1,4,⑤김종민,①정민수,④강창효,⑤2.3,⑤1.3,①1.3,⑤-①4.6,①-⑤2.1,①-④-⑤4.3,,
2010,3,1,5,⑤권일혁,②이재학,④김기한,⑤16.3,⑤4.1,②3.1,⑤-②64.1,②-⑤21.1,②-④-⑤57.9,,
2010,3,1,6,①신동열,④길현태,⑤최광성,①4.7,①1.8,④1.3,①-④6.9,①-④2.7,①-④-⑤2.9,,
2010,3,1,7,③정재훈,②김동민,①권오현,③2,③1.9,②1.5,③-②9.3,②-③3.8,①-②-③11.6,,
2010,3,1,8,④구현구,⑤윤동오,②손동민,④2,④1.5,⑤7.6,④-⑤30.8,④-⑤23.6,②-④-⑤22.1,,
2010,3,1,9,④박상민,③곽현성,⑥윤영근,④2.9,④1.2,③1.2,④-③4.4,③-④1.5,③-④-⑥4.8,,
2010,3,1,10,①박상현,⑤한  진,⑥손근성,①1.5,①1.1,⑤2.7,①-⑤6.5,①-⑤5.3,①-⑤-⑥8.7,,
2010,3,1,11,④최영재,①김민천,③배혜민,④2.4,④1.3,①1.5,④-①4.8,①-④2.7,①-③-④4,,
2010,3,1,12,①권명호,③김종희,④경상수,①1.4,①1.1,③3.3,①-③4.1,①-③3.5,①-③-④11.3,,
2010,3,1,13,③최광성,①안지민,⑤김창규,③2,③1.1,①1.9,③-①4.2,①-③2.7,①-③-⑤2.5,,
2010,3,1,14,②길현태,⑤김민길,④여현창,②1.3,②1,⑤3.2,②-⑤6.5,②-⑤5.8,②-④-⑤3.9,,
2010,3,1,15,①김종민,②권일혁,④신동열,①1.2,①1,②4.3,①-②6.1,①-②5.2,①-②-④6.3,,
2010,3,2,1,⑥신동열,④김동민,①조현귀,⑥6.8,⑥2.1,④1.7,⑥-④24.2,④-⑥12.2,①-④-⑥39.6,,
2010,3,2,2,③권일혁,④오세준,⑥곽현성,③4,③1.7,④1.3,③-④11.1,③-④5,③-④-⑥2.2,,
2010,3,2,3,①박석문,④손근성,⑥김종민,①7,①2.2,④3,①-④21.5,①-④11.9,①-④-⑥5.7,,
2010,3,2,4,②정재훈,⑥김민천,③이종우,②1.9,②1.3,⑥2.3,②-⑥7.9,②-⑥5.9,②-③-⑥23.2,,
2010,3,2,5,④강지환,⑥정인교,①최영재,④10.2,④4.9,⑥4.7,④-⑥116.6,④-⑥53.8,①-④-⑥14.9,,
2010,3,2,6,⑤길현태,②이용세,⑥정주현,⑤1.5,⑤1.3,②1.5,⑤-②3.4,②-⑤2.2,②-⑤-⑥12.3,,
2010,3,2,7,⑥김동민,③이재학,①배혜민,⑥5.8,⑥1.7,③2,⑥-③14.6,③-⑥5.8,①-③-⑥4.7,,
2010,3,2,8,③박상현,⑤이종인,④안지민,③1.6,③1,⑤4.4,③-⑤18.2,③-⑤15,③-④-⑤13.8,,
2010,3,2,9,⑤박영수,④최광성,①박민수,⑤19.3,⑤3,④1.5,⑤-④41.6,④-⑤9.5,①-④-⑤6.4,,
2010,3,2,10,⑤권오현,①강지환,②김종민,⑤8.5,⑤2.4,①1.5,⑤-①53.9,①-⑤25.4,①-②-⑤2.9,,
2010,3,2,11,①김민길,②김창규,⑤여현창,①3.9,①2.4,②1.5,①-②11.8,①-②5.1,①-②-⑤6.1,,
2010,3,2,12,②정민수,③정인교,①김기한,②3.8,②2,③2.4,②-③12.3,②-③7.3,①-②-③14.1,,
2010,3,2,13,③길현태,①주은석,④손동민,③1.5,③1.2,①2.2,③-①4.7,①-③3.4,①-③-④6.6,,
2010,3,2,14,⑤최영재,④이용세,⑥배경하,⑤5.7,⑤1.9,④2.7,⑤-④30.4,④-⑤11.4,④-⑤-⑥81,,
2010,3,2,15,⑤이종우,①황이태,④박석문,⑤17.1,⑤7.1,①4.4,⑤-①218.3,①-⑤89.8,①-④-⑤81,,
2010,4,1,1,①김도환,②사재준,⑤한종석,①3.7,①1.4,②1.1,①-②4.6,①-②1.7,①-②-⑤7.5,,
2010,4,1,2,②허명옥,③최광성,⑤문주엽,②2.4,②1.1,③1.4,②-③4.8,②-③2.4,②-③-⑤3.3,,
2010,4,1,3,①장영태,②김승택,⑥서화모,①2.2,①1.8,②2.4,①-②12.2,①-②6.9,①-②-⑥4.2,,
2010,4,1,4,④한  진,①장수영,②박광혁,④4.3,④2,①2.1,④-①15,①-④7.4,①-②-④6.6,,
2010,4,1,5,②최영재,③김대선,①경상수,②1.6,②1,③2.5,②-③4.8,②-③4.2,①-②-③14.3,,
2010,4,1,6,③구현구,②권오현,④이동준,③3.3,③1.4,②1.6,③-②8.1,②-③3.6,②-③-④7.2,,
2010,4,1,7,⑤김동민,⑥정민수,①이용세,⑤1.6,⑤1.1,⑥2.2,⑤-⑥5.2,⑤-⑥3.8,①-⑤-⑥6.7,,
2010,4,1,8,⑥김종민,③박규순,①박영수,⑥1.7,⑥1.1,③3,⑥-③9,③-⑥7.8,①-③-⑥4.5,,
2010,4,1,9,①민영건,④손제민,③김재윤,①2.1,①1.6,④1.9,①-④6.3,①-④5,①-③-④8.2,,
2010,4,1,10,②이장호,④길현태,⑥김선필,②6.6,②2.2,④1.2,②-④11.7,②-④3.2,②-④-⑥4.6,,
2010,4,1,11,⑥사재준,②문주엽,①한  진,⑥2.7,⑥2.1,②2.4,⑥-②10.4,②-⑥5.4,①-②-⑥4.6,,
2010,4,1,12,④김효년,⑤김도환,②권명호,④1.2,④1,⑤2.5,④-⑤2.9,④-⑤2.6,②-④-⑤4,,
2010,4,1,13,②이종인,③김종민,⑤경상수,②12.6,②2.6,③1.1,②-③15.7,②-③3,②-③-⑤5.4,,
2010,4,1,14,①서화모,②이승일,④전진원,①1.3,①1,②1.9,①-②3.1,①-②2,①-②-④4.9,,
2010,4,1,15,②김선필,⑤장영태,④배혜민,②2.5,②1.3,⑤2.4,②-⑤6.7,②-⑤4.2,②-④-⑤9.3,,
2010,4,2,1,②김효년,⑤안지민,④안성훈,②1.1,②1,⑤1.7,②-⑤2.1,②-⑤1.8,②-④-⑤6.5,,
2010,4,2,2,⑤길현태,①전진원,⑥최광성,⑤1.9,⑤1.3,①7.5,⑤-①12.1,①-⑤9.9,①-⑤-⑥11.7,,
2010,4,2,3,①김종민,③장영태,②김기한,①1.2,①1,③1.5,①-③2.3,①-③1.8,①-②-③2.9,,
2010,4,2,4,①여현창,④정주현,⑤김대선,①1.8,①1.5,④4.8,①-④13.5,①-④8.2,①-④-⑤8.2,,
2010,4,2,5,①정민수,⑤박광혁,⑥유근영,①2.5,①1.3,⑤3.5,①-⑤16.4,①-⑤11,①-⑤-⑥48.6,,
2010,4,2,6,③최영재,④사재준,⑤심상철,③1.5,③1.2,④1.3,③-④2.6,③-④1.7,③-④-⑤2.6,,
2010,4,2,7,③김선필,④권오현,⑤이용세,③2.4,③1.3,④1.8,③-④6.1,③-④4.4,③-④-⑤6.7,,
2010,4,2,8,⑥김효년,②박규순,①김정민,⑥1.5,⑥1.2,②2.1,⑥-②5.5,②-⑥3.8,①-②-⑥7.8,,
2010,4,2,9,②김재윤,④장수영,⑥강창효,②5.8,②2.3,④1.3,②-④17.2,②-④9.2,②-④-⑥30.6,,
2010,4,2,10,④여현창,⑤김종목,③권명호,④3.8,④1.7,⑤2,④-⑤9.9,④-⑤5.7,③-④-⑤3.2,,
2010,4,2,11,④경상수,②길현태,①김동민,④17.6,④4.1,②1,④-②27.3,②-④4.8,①-②-④1.9,,
2010,4,2,12,③이용세,④박영수,⑥이종인,③9.5,③2.7,④2.4,③-④40.6,③-④19.6,③-④-⑥33.8,,
2010,4,2,13,③김도환,①엄익현,⑥손제민,③1.8,③1.8,①9.6,③-①22,①-③18.7,①-③-⑥20.5,,
2010,4,2,14,①유근영,⑤민영건,⑥최영재,①16.8,①6.6,⑤1.7,①-⑤44.7,①-⑤13.9,①-⑤-⑥6.9,,
2010,4,2,15,①최광성,③박광혁,⑥권오현,①1.7,①1.3,③1.6,①-③4,①-③2.8,①-③-⑥5.3,,
2010,5,1,1,④신동길,③고일수,②조현귀,④3.9,④1.7,③2.2,④-③16.1,③-④7.7,②-③-④23.2,,
2010,5,1,2,②김현철,⑤김종희,④정재훈,②1.5,②1.3,⑤3,②-⑤7.1,②-⑤5.6,②-④-⑤2.2,,
2010,5,1,3,②박석문,⑤박정아,①전두식,②1.8,②1.3,⑤3.8,②-⑤8.4,②-⑤7,①-②-⑤6.3,,
2010,5,1,4,④정용진,①이승일,⑤박민수,④1.9,④1.3,①1.3,④-①4.7,①-④2.5,①-④-⑤4,,
2010,5,1,5,②김세원,④곽현성,⑥장수영,②4,②1.9,④1.8,②-④11.8,②-④6.7,②-④-⑥5.3,,
2010,5,1,6,④박규순,③허명옥,⑥이택근,④4.9,④1.9,③1.5,④-③11.9,③-④4.7,③-④-⑥11,,
2010,5,1,7,③박상민,④심상철,⑥박재경,③3,③1.4,④4.1,③-④17.1,③-④12.1,③-④-⑥83.9,,
2010,5,1,8,②신동길,①김승택,⑤김민천,②3.4,②1.4,①10.8,②-①44.8,①-②30.9,①-②-⑤35.6,,
2010,5,1,9,②김신오,⑤오세준,⑥김기한,②5.6,②3.5,⑤2.5,②-⑤25.4,②-⑤11.6,②-⑤-⑥23.6,,
2010,5,1,10,②김도환,⑥김현철,③손근성,②3.9,②1.7,⑥1.3,②-⑥7.4,②-⑥2.9,②-③-⑥2.7,,
2010,5,1,11,⑤이재학,①이종인,②이종우,⑤4.5,⑤1.5,①1.3,⑤-①7.2,①-⑤3,①-②-⑤9.6,,
2010,5,1,12,①정재훈,⑤강지환,④신승지,①1.7,①1.4,⑤3.1,①-⑤8.7,①-⑤7.3,①-④-⑤6.7,,
2010,5,1,13,②박민수,①김재윤,④이태희,②3.2,②1.6,①2.8,②-①12.4,①-②6.6,①-②-④2.7,,
2010,5,1,14,⑤양원준,③유근영,⑥김대선,⑤8.4,⑤2.5,③4.5,⑤-③56.9,③-⑤31.8,③-⑤-⑥36,,
2010,5,1,15,⑤허명옥,③김민천,⑥권현기,⑤4.6,⑤1.5,③1.7,⑤-③14.9,③-⑤6.7,③-⑤-⑥13.2,,
2010,5,2,1,⑤이태희,③김세원,①손근성,⑤2.8,⑤1.7,③1.9,⑤-③6.4,③-⑤3.1,①-③-⑤2,,
2010,5,2,2,①이재학,⑥신동길,⑤전두식,①1.6,①1.2,⑥2.3,①-⑥5,①-⑥3.6,①-⑤-⑥9.3,,
2010,5,2,3,①김종희,⑥장영태,③이동준,①2.5,①1.6,⑥1.8,①-⑥5.9,①-⑥2.7,①-③-⑥9.6,,
2010,5,2,4,⑥박석문,⑤이창규,①허명옥,⑥2,⑥1.5,⑤7.2,⑥-⑤23.8,⑤-⑥22.1,①-⑤-⑥9.1,,
2010,5,2,5,⑤정용진,②장수영,⑥심상철,⑤1.6,⑤1.2,②1.5,⑤-②3.4,②-⑤2.2,②-⑤-⑥4,,
2010,5,2,6,⑤이승일,③김도환,④김재윤,⑤7.8,⑤2.2,③2.7,⑤-③20,③-⑤8.6,③-④-⑤18.1,,
2010,5,2,7,③양원준,④박민수,②김영욱,③2.5,③1.9,④2.2,③-④9.9,③-④6.7,②-③-④14,,
2010,5,2,8,③오세준,①박정아,④이종인,③1.6,③1.3,①1.4,③-①4.6,①-③3,①-③-④3,,
2010,5,2,9,①이태희,③강지환,⑤강창효,①1.4,①1.1,③1.8,①-③3.2,①-③2.4,①-③-⑤6.5,,
2010,5,2,10,④김종희,②전진원,⑥주은석,④3.4,④2.8,②1.2,④-②11.2,②-④5,②-④-⑥6.7,,
2010,5,2,11,⑤김세원,⑥정재훈,①문주엽,⑤5.8,⑤2.2,⑥1.6,⑤-⑥12.7,⑤-⑥6.7,①-⑤-⑥16.8,,
2010,5,2,12,②심상철,⑤곽현성,①김정구,②1.6,②1.1,⑤1.4,②-⑤3.2,②-⑤2,①-②-⑤4.7,,
2010,5,2,13,③김현철,⑤신승지,⑥이동준,③1,③1,⑤2.1,③-⑤1.9,③-⑤1.6,③-⑤-⑥3.7,,
2010,5,2,14,④이재학,③박석문,①정용진,④7,④2.2,③1.3,④-③20.7,③-④7.5,①-③-④1.9,,
2010,5,2,15,④이택근,②장영태,⑥박상민,④10.3,④3.1,②1,④-②15.5,②-④3.9,②-④-⑥4,,
2010,6,1,1,①사재준,③김종희,②권오현,①2,①1.5,③2.7,①-③9.7,①-③6.6,①-②-③28.4,,
2010,6,1,2,③오세준,①김선필,②문주엽,③5.6,③2.4,①1.2,③-①13.9,①-③5.9,①-②-③21.3,,
2010,6,1,3,①곽현성,④정인교,⑥김민천,①2,①1.7,④2.5,①-④10.6,①-④8.7,①-④-⑥47.9,,
2010,6,1,4,⑤최광성,④김대선,②어선규,⑤5.5,⑤2,④5.8,⑤-④33.5,④-⑤16.9,②-④-⑤6.7,,
2010,6,1,5,①김효년,②손근성,④우진수,①2.4,①1.7,②3.5,①-②8.8,①-②6.6,①-②-④6.5,,
2010,6,1,6,④손지영,⑤권현기,③이종인,④4.6,④2.4,⑤7,④-⑤22.6,④-⑤15.9,③-④-⑤61,,
2010,6,1,7,②서화모,⑥길현태,③김신오,②7.1,②2.3,⑥1.1,②-⑥14.6,②-⑥5.4,②-③-⑥11.1,,
2010,6,1,8,⑤윤영근,③이종우,⑥이용세,⑤32.3,⑤14.3,③3.5,⑤-③384.7,③-⑤80.8,③-⑤-⑥123.8,,
2010,6,1,9,①박석문,⑤신동열,②이택근,①4.4,①1.7,⑤4.6,①-⑤37.6,①-⑤22.1,①-②-⑤34.9,,
2010,6,1,10,④정민수,⑥김동민,③박영수,④2.9,④2.3,⑥1.9,④-⑥11.2,④-⑥5.8,③-④-⑥13.1,,
2010,6,1,11,①김세원,②김창규,③배혜민,①2.7,①1.8,②1.4,①-②5.8,①-②2.7,①-②-③8,,
2010,6,1,12,④곽현성,⑥김효년,②최광성,④2.6,④1.7,⑥5.9,④-⑥8.5,④-⑥6.6,②-④-⑥12,,
2010,6,1,13,①길현태,⑤손근성,⑥어선규,①1.6,①1.3,⑤3.6,①-⑤5.2,①-⑤3.8,①-⑤-⑥5.6,,
2010,6,1,14,④박석문,①박상민,②이용세,④3.9,④1.9,①1.3,④-①9.6,①-④3.4,①-②-④3.6,,
2010,6,1,15,②김종민,⑤서화모,①신동열,②1.8,②1.2,⑤3,②-⑤11.2,②-⑤8.5,①-②-⑤14.4,,
2010,6,2,1,⑤어선규,③김기한,①최영재,⑤7.1,⑤2.2,③2.1,⑤-③15.7,③-⑤5.5,①-③-⑤7.1,,
2010,6,2,2,②한  진,①이동준,④김재윤,②2.6,②1.3,①4.8,②-①26.8,①-②19.8,①-②-④38.7,,
2010,6,2,3,②김도환,⑥이종우,④신동길,②5.4,②2.8,⑥10.8,②-⑥46.4,②-⑥24.7,②-④-⑥12.3,,
2010,6,2,4,①윤영근,②박영수,⑤이장호,①4.8,①2.5,②2,①-②12,①-②5.9,①-②-⑤5.9,,
2010,6,2,5,①김종민,③손동민,②권현기,①1.3,①1.2,③9.5,①-③16.5,①-③13.6,①-②-③14,,
2010,6,2,6,①손지영,⑤김현철,④사재준,①1.8,①1.3,⑤1.4,①-⑤5.5,①-⑤2.4,①-④-⑤2.8,,
2010,6,2,7,①장영태,⑥오세준,③이용세,①1.6,①1.2,⑥2,①-⑥6.1,①-⑥3.7,①-③-⑥2.8,,
2010,6,2,8,④박상민,①권일혁,⑤배혜민,④1.5,④1.1,①3.1,④-①7.3,①-④5.5,①-④-⑤13,,
2010,6,2,9,①이재학,⑥경상수,②이태희,①1.9,①1.3,⑥7.6,①-⑥18.6,①-⑥13.7,①-②-⑥23.3,,
2010,6,2,10,①우진수,②정민수,④박정아,①1.6,①1.3,②1.4,①-②3.1,①-②1.9,①-②-④3,,
2010,6,2,11,③어선규,②이종우,④김종민,③3.7,③1.6,②4.7,③-②15.5,②-③7.3,②-③-④5,,
2010,6,2,12,①김대선,③사재준,⑤김선필,①7.5,①4.8,③2.1,①-③20.2,①-③9.7,①-③-⑤24.5,,
2010,6,2,13,⑤정인교,③윤영근,④김세원,⑤14.9,⑤4.1,③8.8,⑤-③91.8,③-⑤56,③-④-⑤48.1,,
2010,6,2,14,③길현태,②박석문,⑥최광성,③3.8,③1.3,②3.7,③-②18.8,②-③8.8,②-③-⑥35.6,,
2010,6,2,15,②박상민,⑤정민수,④이용세,②1.3,②1.1,⑤2.4,②-⑤4.4,②-⑤3.6,②-④-⑤4.5,,
2010,7,1,1,⑥박민수,③박상민,④황이태,⑥5,⑥1.4,③1.2,⑥-③8.3,③-⑥2.2,③-④-⑥4.4,,
2010,7,1,2,①양원준,②김세원,⑥정민수,①6.1,①2.1,②3.2,①-②28,①-②17,①-②-⑥29.8,,
2010,7,1,3,③이택근,⑥김현철,④박상현,③5.1,③2.5,⑥2.4,③-⑥25.6,③-⑥13.6,③-④-⑥9.9,,
2010,7,1,4,①김선필,③이창규,⑤강창효,①1.9,①1.5,③2.6,①-③7.3,①-③5.1,①-③-⑤15.3,,
2010,7,1,5,③김종목,①김신오,⑤박재경,③10,③2.5,①1.7,③-①22.9,①-③8.8,①-③-⑤9.8,,
2010,7,1,6,③길현태,①구현구,⑤김경민,③1.3,③1,①2.6,③-①5.5,①-③3.9,①-③-⑤7.9,,
2010,7,1,7,⑤김정구,③강지환,④어선규,⑤8.9,⑤2.5,③3.3,⑤-③23.7,③-⑤12.3,③-④-⑤5,,
2010,7,1,8,②최영재,⑤박석문,④나병창,②1.6,②1.2,⑤1.1,②-⑤2.4,②-⑤1.6,②-④-⑤6.2,,
2010,7,1,9,①김현철,④박광혁,⑤김재윤,①1.4,①1,④1.7,①-④2.8,①-④2,①-④-⑤2.8,,
2010,7,1,10,④김선필,②손지영,⑥김기한,④4.4,④1.4,②1.3,④-②7.3,②-④2.7,②-④-⑥2.7,,
2010,7,1,11,①박민수,⑥신동열,④서화모,①3.7,①1.6,⑥2.7,①-⑥19.8,①-⑥11.8,①-④-⑥10.6,,
2010,7,1,12,①강창효,③사재준,⑥박상민,①3.1,①1.4,③1.9,①-③8.1,①-③4.3,①-③-⑥2.5,,
2010,7,1,13,②우진수,⑤최영재,①황만주,②2.6,②1.8,⑤1.3,②-⑤5,②-⑤2.2,①-②-⑤6.4,,
2010,7,1,14,①어선규,⑥박영숙,⑤김신오,①1.6,①1.5,⑥16.2,①-⑥78.3,①-⑥57.7,①-⑤-⑥24.3,,
2010,7,1,15,①박광혁,②김경민,③박석문,①2.9,①1.6,②2.4,①-②11.5,①-②6.5,①-②-③2.9,,
2010,7,2,1,①서화모,⑤안성훈,③이주영,①1.4,①1.4,⑤21.1,①-⑤37.3,①-⑤33.7,①-③-⑤53.5,,
2010,7,2,2,④최영재,①박석문,③안지민,④2.7,④1.3,①1.3,④-①4.6,①-④1.9,①-③-④3,,
2010,7,2,3,③정민수,①박영숙,⑤최광성,③1.5,③1.1,①5,③-①15.8,①-③11.2,①-③-⑤13.4,,
2010,7,2,4,⑥김선필,⑤구현구,③박민수,⑥3.4,⑥2,⑤2.8,⑥-⑤20.2,⑤-⑥10.8,③-⑤-⑥2.7,,
2010,7,2,5,②길현태,①이창규,⑤정주현,②1.2,②1.2,①2.9,②-①2.9,①-②2.4,①-②-⑤3.7,,
2010,7,2,6,③김기한,②김재윤,⑥김종민,③2.6,③1.3,②4.2,③-②14.1,②-③8.8,②-③-⑥3.3,,
2010,7,2,7,④김신오,①사재준,⑤박상현,④4,④2.1,①1.5,④-①11.4,①-④4.9,①-④-⑤3.6,,
2010,7,2,8,③손지영,①나병창,⑥서화모,③1.5,③1.2,①5.5,③-①18.4,①-③13.6,①-③-⑥17.2,,
2010,7,2,9,⑤고일수,②강지환,⑥최주화,⑤3.1,⑤2.1,②1.4,⑤-②10.2,②-⑤4.7,②-⑤-⑥16.2,,
2010,7,2,10,③이승일,②박상민,④김종희,③5.5,③2.2,②1,③-②10.6,②-③3,②-③-④6.6,,
2010,7,2,11,③우진수,⑤권현기,⑥배혜민,③1.2,③1,⑤2.3,③-⑤3.3,③-⑤2.7,③-⑤-⑥4.3,,
2010,7,2,12,③김현철,④박재경,①정민수,③1.8,③1,④3.6,③-④7.7,③-④5.8,①-③-④2.9,,
2010,7,2,13,①박상현,②김종목,③황이태,①1.8,①1.2,②2.1,①-②6.8,①-②4.8,①-②-③15.1,,
2010,7,2,14,⑥길현태,①김기한,④배경하,⑥1.6,⑥1.2,①1.4,⑥-①2.8,①-⑥1.8,①-④-⑥19.2,,
2010,7,2,15,②김종민,⑤손지영,③손제민,②1.3,②1,⑤1.7,②-⑤2.1,②-⑤1.5,②-③-⑤1.5,,
2010,8,1,1,⑤주은석,①정용진,⑥강창효,⑤3.6,⑤1.4,①1.4,⑤-①7.2,①-⑤3.3,①-⑤-⑥8.6,,
2010,8,1,2,③양원준,⑤김효년,①박정아,③5,③1.6,⑤1.5,③-⑤9.8,③-⑤4.3,①-③-⑤3,,
2010,8,1,3,③사재준,①신승지,④김종목,③2.5,③1.4,①8.5,③-①35.8,①-③26.8,①-③-④18.2,,
2010,8,1,4,⑤이태희,④정재훈,③김희자,⑤2.5,⑤1.5,④2.7,⑤-④10.7,④-⑤6.5,③-④-⑤28.3,,
2010,8,1,5,④윤영근,⑤김영진,⑥나병창,④2.8,④1.2,⑤5.5,④-⑤15.5,④-⑤11.7,④-⑤-⑥20.1,,
2010,8,1,6,③장영태,②유근영,①김도환,③1.7,③1.3,②1.7,③-②4.9,②-③2.7,①-②-③4.5,,
2010,8,1,7,③한  진,⑤김민길,④이종인,③1.2,③1.2,⑤3.7,③-⑤8.4,③-⑤6.6,③-④-⑤6.3,,
2010,8,1,8,④권오현,③정인교,②황이태,④17.5,④4.7,③1.1,④-③81.1,③-④15.7,②-③-④22.4,,
2010,8,1,9,④이장호,⑥손근성,②김정구,④6.8,④2.3,⑥2,④-⑥23.6,④-⑥13.2,②-④-⑥7.5,,
2010,8,1,10,③장수영,②김민천,④박정아,③11.2,③3.9,②1.6,③-②30,②-③11.4,②-③-④6.6,,
2010,8,1,11,③어선규,①주은석,⑥신동길,③2.3,③1.6,①1.1,③-①3.7,①-③1.7,①-③-⑥3.6,,
2010,8,1,12,③김효년,①김종목,④이흥우,③1.5,③1,①1.6,③-①3.6,①-③2.4,①-③-④6.4,,
2010,8,1,13,⑤손제민,①배경하,④유근영,⑤4.2,⑤2,①11.6,⑤-①68.5,①-⑤41.5,①-④-⑤31,,
2010,8,1,14,①이태희,⑤권명호,②구현구,①1.8,①1.1,⑤1.3,①-⑤3.7,①-⑤1.9,①-②-⑤4.9,,
2010,8,1,15,②이재학,④오세준,⑤임인섭,②1.5,②1.2,④1.6,②-④2.6,②-④1.9,②-④-⑤7,,
2010,8,2,1,②한  진,④권명호,①김희자,②1.6,②1,④1.4,②-④2.4,②-④1.6,①-②-④5.1,,
2010,8,2,2,⑥구현구,②김효년,③전진원,⑥26.8,⑥7.2,②1.1,⑥-②79.6,②-⑥13.3,②-③-⑥20.5,,
2010,8,2,3,⑥정인교,②윤영근,③이지수,⑥4.4,⑥1.8,②1.1,⑥-②7.3,②-⑥2,②-③-⑥4.2,,
2010,8,2,4,③이재학,⑥정재훈,①김민길,③1.5,③1,⑥2.6,③-⑥4.5,③-⑥3.7,①-③-⑥5.2,,
2010,8,2,5,③김대선,⑤김민천,①권오현,③2.9,③1.5,⑤2.4,③-⑤9.4,③-⑤5.5,①-③-⑤7,,
2010,8,2,6,⑥어선규,⑤양원준,②나병창,⑥1.9,⑥1.3,⑤2.2,⑥-⑤7.6,⑤-⑥4.1,②-⑤-⑥4.9,,
2010,8,2,7,③강창효,②박영숙,⑥여현창,③3.3,③1.8,②5.1,③-②29.2,②-③18.4,②-③-⑥45.3,,
2010,8,2,8,④이용세,③곽현성,⑥황이태,④11.1,④2.5,③1.7,④-③18.5,③-④6.4,③-④-⑥19.5,,
2010,8,2,9,⑥박정아,⑤유근영,④이태희,⑥10,⑥2.7,⑤3.7,⑥-⑤46.6,⑤-⑥20.1,④-⑤-⑥5.8,,
