RACE_YEAR,PLAYER_REGIST_NO,PLAYER_NM,PRACE_NCNT,PRACE_1R_NCNT,PRACE_2R_NCNT,PRACE_3R_NCNT,PRACE_4R_NCNT,PRACE_5R_NCNT,PRACE_6R_NCNT,AVRG_CKSN_SCORE_VALUE,AVRG_ACDNT_SCORE_VALUE,AVRG_SCORE_VALUE,AVRG_BEGIN_TIME_VALUE,VICTRY_RT,YUNDAE_RT,THREE_YUNDAE_RT,PLAYER_GRAD_NM,PLAYER_PN_NO
2015,09-002,신현경,58,5,11,8,22,5,5,4.98,0.32,4.66,0.29,8.6,27.6,41.4,,
2015,09-001,김지훈,69,12,13,8,13,14,8,5.22,0.28,4.94,0.24,17.4,36.2,47.8,,
2015,08-009,한종석,95,30,23,17,9,10,6,6.93,0.12,6.81,0.22,31.6,55.8,73.7,,
2015,08-008,정주현,68,14,11,12,8,8,15,5.35,0.15,5.2,0.24,20.6,36.8,54.4,,
2015,08-007,전두식,29,3,8,4,5,4,5,5.24,0.1,5.14,0.24,10.3,37.9,51.7,,
2015,08-006,이동준,59,10,7,16,10,9,6,5.37,0.26,5.11,0.23,16.9,28.8,55.9,,
2015,08-005,오승철,59,6,7,9,12,13,11,4.32,0.25,4.08,0.24,10.2,22,37.3,,
2015,08-003,송효석,55,7,5,9,10,15,8,4.4,0.28,4.12,0.27,12.7,21.8,38.2,,
2015,08-002,김민길,80,23,19,10,11,6,10,6.48,0.22,6.26,0.26,28.8,52.5,65,,
2015,08-001,김동경,53,4,10,10,8,9,11,4.55,0.25,4.29,0.33,7.5,26.4,45.3,,
2016,02-010,김정구,77,13,9,9,16,9,21,4.66,0.18,4.48,0.26,16.9,28.6,40.3,,
2016,01-001,강지환,74,11,9,10,14,17,12,4.66,0.2,4.46,0.29,14.9,27,40.5,,
2016,01-002,강창효,83,17,19,14,13,11,7,5.95,0.23,5.72,0.24,20.5,43.4,60.2,,
2016,01-003,곽현성,78,19,11,21,10,7,10,6.06,0.2,5.87,0.24,24.4,38.5,65.4,,
2016,01-004,권명호,93,29,13,17,20,9,5,6.55,0.2,6.34,0.27,31.2,45.2,63.4,,
2016,01-006,권현기,34,3,4,3,7,6,10,3.82,0.31,3.51,0.26,8.8,20.6,29.4,,
2016,01-007,길현태,77,25,10,14,10,10,8,6.36,0.13,6.23,0.26,32.5,45.5,63.6,,
2016,01-008,김국흠,76,18,10,16,13,12,6,5.8,0.36,5.44,0.3,23.7,36.8,57.9,,
2016,01-009,김대선,15,2,3,0,1,3,3,3.8,1.23,2.57,0.24,13.3,33.3,33.3,,
2016,01-011,김명진,83,10,10,9,19,14,21,4.33,0.07,4.26,0.32,12,24.1,34.9,,
2016,01-013,김신오,54,10,15,5,9,9,4,5.74,0.48,5.26,0.19,18.5,46.3,55.6,,
2016,01-014,김영욱,70,8,7,15,13,14,13,4.6,0.14,4.46,0.28,11.4,21.4,42.9,,
2016,01-016,김종목,79,5,10,14,19,16,15,4.27,0.06,4.2,0.3,6.3,19,36.7,,
2016,01-017,김창규,82,18,11,16,9,14,13,5.4,0.17,5.23,0.23,22,35.4,54.9,,
2016,01-019,나병창,51,4,11,7,7,13,8,4.55,0.32,4.23,0.29,7.8,29.4,43.1,,
2016,01-022,박민수,75,6,8,18,7,16,19,4.15,0.18,3.97,0.26,8,18.7,42.7,,
2016,01-023,박영수,61,8,4,11,13,16,8,4.43,0.37,4.06,0.24,13.1,19.7,37.7,,
2016,01-026,서화모,75,15,13,15,13,12,7,5.73,0.15,5.58,0.27,20,37.3,57.3,,
2016,01-029,오세준,88,15,16,16,15,16,10,5.43,0.14,5.3,0.26,17,35.2,53.4,,
2016,01-030,우진수,20,2,2,6,3,2,5,4.65,0.13,4.53,0.21,10,20,50,,
2016,01-031,윤영근,81,9,15,10,10,19,18,4.52,0.09,4.43,0.27,11.1,29.6,42,,
2016,01-036,이태희,91,22,22,22,8,11,4,6.57,0.19,6.38,0.24,24.2,48.4,72.5,,
2016,01-037,이택근,54,5,7,6,13,13,10,4.26,0.22,4.04,0.28,9.3,22.2,33.3,,
2016,01-039,임인섭,32,0,2,5,13,4,8,3.56,0.19,3.38,0.3,0,6.3,21.9,,
2016,01-040,장영태,89,25,24,15,15,6,4,6.98,0.11,6.87,0.23,28.1,55.1,71.9,,
2016,01-042,정민수,69,21,17,12,7,6,5,6.83,0.33,6.5,0.24,30.4,55.1,72.5,,
2016,01-043,정용진,82,9,15,14,14,16,13,4.82,0.13,4.68,0.24,11,29.3,46.3,,
2016,01-044,정인교,81,14,18,10,10,13,15,5.25,0.1,5.15,0.26,17.3,39.5,51.9,,
2016,01-045,조현귀,78,7,16,14,14,10,17,4.83,0.15,4.68,0.28,9,29.5,47.4,,
2016,01-047,한  진,98,17,20,25,13,15,8,5.89,0.05,5.84,0.26,17.3,37.8,63.3,,
2016,01-048,황만주,73,8,5,9,18,19,14,4.08,0.18,3.9,0.3,11,17.8,30.1,,
2016,02-002,김기한,70,7,15,15,12,11,10,5.14,0.2,4.94,0.3,10,31.4,52.9,,
2016,02-005,김선필,64,9,6,7,9,11,21,4.05,0.12,3.93,0.34,14.1,23.4,34.4,,
2016,02-008,김민천,96,24,23,22,6,13,8,6.46,0.11,6.35,0.26,25,49,71.9,,
2016,02-009,김재윤,79,3,15,15,13,17,16,4.33,0.1,4.23,0.33,3.8,22.8,41.8,,
2016,02-011,김정민,49,8,11,7,6,12,4,5.35,0.22,5.12,0.26,16.3,38.8,53.1,,
2016,02-012,김종민,65,15,17,16,7,6,2,6.55,0.33,6.22,0.23,23.1,49.2,73.8,,
2016,02-015,김현철,88,28,16,17,10,11,5,6.69,0.18,6.52,0.26,31.8,50,69.3,,
2016,02-016,김효년,88,29,18,18,9,8,5,6.88,0.13,6.74,0.19,33,53.4,73.9,,
2016,02-017,류성원,29,2,4,6,4,5,5,4.1,0.91,3.19,0.29,6.9,20.7,41.4,,
2016,02-019,박석문,76,10,17,13,10,8,16,5.08,0.26,4.82,0.21,13.2,35.5,52.6,,
2016,02-022,사재준,79,8,13,18,14,16,10,4.96,0.12,4.84,0.25,10.1,26.6,49.4,,
2016,02-023,손근성,81,14,15,18,16,11,7,5.72,0.16,5.56,0.27,17.3,35.8,58,,
2016,02-025,신동열,74,4,9,8,13,15,22,3.57,0.2,3.37,0.21,5.4,17.6,28.4,,
2016,02-027,윤영일,79,15,10,15,19,17,2,5.47,0.15,5.32,0.25,19,31.6,50.6,,
2016,02-029,이용세,81,13,8,18,15,13,11,4.94,0.19,4.75,0.22,16,25.9,48.1,,
2016,02-031,이재학,99,33,17,13,13,15,8,6.52,0.1,6.41,0.26,33.3,50.5,63.6,,
2016,02-036,진석현,38,5,5,4,7,8,9,4.39,0.01,4.38,0.28,13.2,26.3,36.8,,
2016,02-037,최광성,65,17,13,13,7,11,3,6.26,0.3,5.96,0.27,26.2,46.2,66.2,,
2016,02-038,최재원,77,9,18,17,22,9,2,5.78,0.13,5.65,0.25,11.7,35.1,57.1,,
2016,02-040,한  운,32,5,3,6,4,7,5,4.53,0.44,4.09,0.27,15.6,25,43.8,,
2016,03-004,문안나,72,24,18,7,9,8,6,6.82,0.19,6.63,0.26,33.3,58.3,68.1,,
2016,03-005,박설희,20,1,1,2,5,6,4,3.3,0.55,2.75,0.26,5,10,20,,
2016,03-008,박정아,65,20,16,5,8,11,4,6.45,0.23,6.22,0.25,30.8,55.4,63.1,,
2016,03-009,서지혜,28,1,2,7,7,7,3,4.04,0.5,3.54,0.25,3.6,10.7,35.7,,
2016,03-011,이미나,74,9,15,18,11,16,3,5.41,0.22,5.18,0.29,12.2,32.4,56.8,,
2016,03-012,이시원,74,3,9,14,22,14,11,4.23,0.21,4.02,0.27,4.1,16.2,35.1,,
2016,03-014,이주영,83,12,13,17,18,14,7,5.27,0.19,5.07,0.25,14.5,30.1,50.6,,
2016,03-015,이지수,74,11,12,12,13,11,15,4.99,0.15,4.84,0.27,14.9,31.1,47.3,,
2016,04-001,경상수,78,9,9,8,7,13,31,3.78,0.13,3.65,0.32,11.5,23.1,33.3,,
2016,04-002,구현구,42,10,7,5,5,9,5,5.45,0.46,4.99,0.25,23.8,40.5,52.4,,
2016,04-005,김세원,80,7,10,19,18,18,8,4.75,0.09,4.66,0.36,8.8,21.3,45,,
2016,04-006,김종희,72,9,9,6,8,24,14,4.06,0.19,3.86,0.25,12.5,25,33.3,,
2016,04-007,민영건,76,20,12,10,13,9,11,5.8,0.17,5.63,0.27,26.3,42.1,55.3,,
2016,04-008,박상현,88,11,15,13,19,19,11,4.94,0.11,4.83,0.21,12.5,29.5,44.3,,
2016,04-010,신동길,67,6,4,13,17,11,15,4.1,0.23,3.87,0.25,9,14.9,34.3,,
2016,04-011,어선규,87,29,21,13,11,3,9,6.93,0.22,6.71,0.19,33.3,57.5,72.4,,
2016,04-012,원용관,59,4,12,13,10,11,7,4.8,0.41,4.39,0.28,6.8,27.1,49.2,,
2016,04-016,이창규,70,9,12,13,9,13,12,4.86,0.34,4.51,0.21,12.9,30,48.6,,
2016,04-018,정재훈,14,1,3,5,3,1,1,5.64,0.36,5.29,0.25,7.1,28.6,64.3,,
2016,05-001,고일수,73,18,18,14,9,9,4,6.45,0.29,6.16,0.22,24.7,49.3,68.5,,
2016,05-005,김희용,43,1,5,6,7,9,13,3.37,0.57,2.8,0.25,2.3,14,27.9,,
2016,05-006,박종덕,18,4,5,3,2,2,2,6.22,0.19,6.03,0.26,22.2,50,66.7,,
2016,05-008,여현창,84,13,14,12,15,10,19,4.92,0.16,4.76,0.21,15.5,32.1,46.4,,
2016,05-009,이승일,85,24,14,11,17,8,8,6.02,0.24,5.79,0.23,28.2,44.7,57.6,,
2016,05-010,이종인,67,7,13,15,13,8,10,5.1,0.21,4.9,0.32,10.4,29.9,52.2,,
2016,05-011,주은석,76,8,17,8,18,12,12,4.91,0.18,4.72,0.22,10.5,32.9,43.4,,
2016,05-012,최영재,83,14,19,8,18,11,12,5.37,0.15,5.22,0.25,16.9,39.8,49.4,,
2016,06-001,권일혁,22,0,2,3,2,7,7,2.86,0.48,2.39,0.29,0,9.1,22.7,,
2016,06-004,김동민,19,4,5,2,1,4,3,5.63,0.26,5.37,0.24,21.1,47.4,57.9,,
2016,06-005,문주엽,73,8,17,14,14,6,13,5.22,0.19,5.03,0.27,11,34.2,53.4,,
2016,06-008,손제민,77,13,23,15,9,9,8,6.09,0.24,5.85,0.21,16.9,46.8,66.2,,
2016,06-009,손지영,29,7,5,3,5,6,3,5.62,0.05,5.57,0.25,24.1,41.4,51.7,,
2016,06-012,안지민,71,27,15,9,8,5,4,7.03,0.32,6.71,0.25,38,59.2,71.8,,
2016,06-013,양원준,64,18,7,7,9,13,9,5.5,0.39,5.11,0.26,28.1,39.1,50,,
2016,07-003,김승택,83,12,14,12,18,14,13,5.02,0.07,4.95,0.27,14.5,31.3,45.8,,
2016,07-005,배혜민,86,11,20,14,18,14,9,5.42,0.08,5.34,0.27,12.8,36,52.3,,
2016,07-006,손동민,47,5,8,14,7,6,7,5.21,0.3,4.91,0.26,10.6,27.7,57.4,,
2016,07-007,심상철,84,41,18,15,8,1,1,8.25,0.15,8.1,0.22,48.8,70.2,88.1,,
2016,07-008,류해광,83,13,20,11,15,9,12,5.45,0.25,5.2,0.23,15.7,39.8,53,,
2016,07-009,윤동오,72,11,12,15,15,10,9,5.35,0.11,5.24,0.28,15.3,31.9,52.8,,
2016,07-010,장수영,83,30,19,10,11,9,3,7.02,0.27,6.76,0.22,36.1,59,71.1,,
2016,07-011,정경호,85,8,17,18,11,19,12,4.92,0.07,4.85,0.31,9.4,29.4,50.6,,
2016,07-013,황이태,35,9,1,5,7,5,8,4.97,0.24,4.73,0.27,25.7,28.6,42.9,,
2016,08-001,김동경,75,5,2,13,17,17,20,3.55,0.16,3.39,0.3,6.7,9.3,26.7,,
2016,08-002,김민길,71,14,13,12,10,7,12,5.42,0.33,5.09,0.26,19.7,38,54.9,,
2016,08-003,송효석,79,11,13,11,23,10,11,5.15,0.11,5.04,0.28,13.9,30.4,44.3,,
2016,08-005,오승철,28,0,2,4,5,6,10,2.93,0.54,2.39,0.21,0,7.1,21.4,,
2016,08-006,이동준,82,14,14,15,12,14,13,5.29,0.04,5.26,0.22,17.1,34.1,52.4,,
2016,08-007,전두식,63,8,8,7,14,11,13,4.4,0.36,4.04,0.25,12.7,25.4,36.5,,
2016,08-008,정주현,55,12,4,9,8,6,15,4.82,0.29,4.53,0.25,21.8,29.1,45.5,,
2016,08-009,한종석,77,23,11,10,15,10,7,6.06,0.17,5.9,0.24,29.9,44.2,57.1,,
2016,09-001,김지훈,76,11,7,13,15,13,17,4.57,0.15,4.41,0.27,14.5,23.7,40.8,,
2016,09-002,신현경,58,7,7,16,14,9,4,5.19,0.27,4.92,0.27,12.1,24.1,51.7,,
2016,09-003,정재용,22,1,3,2,5,4,6,3.64,0.61,3.02,0.26,4.5,18.2,27.3,,
2016,09-005,홍기철,55,6,10,8,11,7,12,4.73,0.26,4.46,0.29,10.9,29.1,43.6,,
2016,10-001,구본수,31,3,1,5,8,8,6,3.94,0.26,3.68,0.22,9.7,12.9,29,,
2016,10-003,김태규,60,5,6,11,11,14,12,4.13,0.22,3.92,0.3,8.3,18.3,36.7,,
2016,10-004,박준호,39,6,1,6,10,5,9,4.18,0.59,3.59,0.23,15.4,17.9,33.3,,
2016,10-005,반혜진,39,3,12,8,7,3,5,5.49,0.28,5.21,0.27,7.7,38.5,59,,
2016,10-006,이경섭,78,13,14,13,13,9,15,5.19,0.16,5.03,0.25,16.7,34.6,51.3,,
2016,10-007,임태경,90,25,17,10,16,15,7,6.16,0.07,6.08,0.23,27.8,46.7,57.8,,
2016,11-001,기광서,22,0,0,3,4,8,6,2.55,0.48,2.07,0.28,0,0,13.6,,
2016,11-004,김선웅,85,12,13,15,19,15,10,5.07,0.18,4.89,0.2,14.1,29.4,47.1,,
2016,11-005,김영민,70,11,9,17,7,16,8,5.03,0.24,4.79,0.25,15.7,28.6,52.9,,
2016,11-006,김응선,77,13,14,14,15,10,10,5.42,0.19,5.22,0.2,16.9,35.1,53.2,,
2016,11-007,김지현,87,15,16,17,16,15,6,5.53,0.13,5.4,0.24,17.2,35.6,55.2,,
2016,11-008,김현덕,79,9,16,12,10,12,19,4.72,0.15,4.58,0.24,11.4,31.6,46.8,,
2016,11-011,박진서,79,5,12,14,20,12,16,4.43,0.09,4.34,0.27,6.3,21.5,39.2,,
2016,11-012,서  휘,62,12,11,18,10,5,5,6.05,0.28,5.77,0.25,19.4,37.1,66.1,,
2016,11-013,이현재,29,6,6,3,8,3,1,5.69,0.59,5.1,0.26,20.7,41.4,51.7,,
2016,11-014,전정환,37,3,7,8,5,7,7,4.73,0.05,4.68,0.26,8.1,27,48.6,,
2016,11-015,정훈민,36,1,6,4,1,6,18,3.22,0.07,3.15,0.27,2.8,19.4,30.6,,
2016,11-016,지용민,21,0,5,2,3,3,7,3.67,0.67,3,0.23,0,23.8,33.3,,
2016,12-001,강영길,35,2,5,3,4,8,11,3.46,0.41,3.04,0.27,5.7,20,28.6,,
2016,12-002,김인혜,87,13,17,17,13,17,9,5.41,0.16,5.26,0.23,14.9,34.5,54,,
2016,12-004,박준현,73,8,13,17,12,13,10,5.08,0.15,4.93,0.24,11,28.8,52.1,,
2016,12-005,류석현,76,26,15,13,7,8,6,6.78,0.28,6.5,0.23,34.2,53.9,71.1,,
2016,12-006,이상문,19,0,1,3,5,5,4,3.16,0.55,2.61,0.24,0,5.3,21.1,,
2016,12-007,임정택,39,0,3,5,5,9,17,2.79,0.05,2.74,0.27,0,7.7,20.5,,
2016,12-008,정장훈,21,0,0,2,5,9,4,2.57,0.55,2.02,0.33,0,0,9.5,,
2016,12-009,조성인,80,18,14,13,11,15,9,5.69,0.18,5.51,0.22,22.5,40,56.3,,
2016,12-010,한성근,90,27,17,13,12,13,7,6.32,0.19,6.13,0.19,30,48.9,63.3,,
2016,13-001,김도휘,80,5,9,12,16,23,15,3.99,0.09,3.9,0.26,6.3,17.5,32.5,,
2016,13-002,김민준,80,18,15,12,7,17,11,5.56,0.07,5.49,0.24,22.5,41.3,56.3,,
2016,13-004,김태용,61,5,12,7,6,17,12,4.23,0.33,3.9,0.25,8.2,27.9,39.3,,
2016,13-005,박성민,9,0,3,0,1,1,3,3.67,1.17,2.5,0.22,0,33.3,33.3,,
2016,13-006,오재빈,57,8,8,7,10,10,12,4.53,0.33,4.19,0.23,14,28.1,40.4,,
2016,13-007,이진우,71,6,9,12,8,14,21,4.01,0.11,3.9,0.24,8.5,21.1,38,,
2016,13-008,이진휘,82,7,11,5,11,13,35,3.57,0.09,3.49,0.26,8.5,22,28,,
2016,13-009,최진혁,70,1,7,5,9,18,30,2.83,0.1,2.73,0.31,1.4,11.4,18.6,,
2016,04-019,지현욱,10,3,0,3,1,1,1,5.5,1.3,4.2,0.17,30,30,60,,
2017,11-016,지용민,55,4,6,5,10,10,20,3.6,0.12,3.48,0.25,7.3,18.2,27.3,,
2017,11-015,정훈민,68,11,10,7,11,10,19,4.63,0.06,4.57,0.24,16.2,30.9,41.2,,
2017,11-014,전정환,67,8,4,16,11,17,11,4.43,0.16,4.27,0.26,11.9,17.9,41.8,,
2017,11-013,이현재,7,2,1,1,1,1,1,5.86,0.36,5.5,0.34,28.6,42.9,57.1,,
2017,11-012,서  휘,74,10,14,16,16,10,8,5.41,0.15,5.26,0.23,13.5,32.4,54.1,,
2017,11-011,박진서,65,11,7,12,13,10,11,4.94,0.19,4.75,0.24,16.9,27.7,46.2,,
2017,11-008,김현덕,63,13,10,10,6,9,13,5.17,0.33,4.84,0.24,20.6,36.5,52.4,,
2017,11-007,김지현,76,14,17,12,16,11,6,5.79,0.09,5.7,0.26,18.4,40.8,56.6,,
2017,11-006,김응선,72,29,8,14,9,5,6,6.89,0.24,6.65,0.17,40.3,51.4,70.8,,
2017,11-005,김영민,63,9,16,15,8,12,2,5.84,0.26,5.58,0.28,14.3,39.7,63.5,,
2017,11-004,김선웅,61,9,6,14,11,11,9,4.87,0.25,4.62,0.21,14.8,24.6,47.5,,
2017,11-003,김강현,70,10,9,14,16,11,9,5.01,0.1,4.91,0.25,14.3,27.1,47.1,,
2017,11-001,기광서,66,7,7,10,17,14,10,4.42,0.17,4.25,0.25,10.6,21.2,36.4,,
2017,10-007,임태경,68,10,9,13,9,21,5,5.01,0.24,4.77,0.27,14.7,27.9,47.1,,
2017,10-006,이경섭,56,7,8,10,14,9,8,4.98,0.08,4.9,0.24,12.5,26.8,44.6,,
2017,10-005,반혜진,64,10,11,13,9,12,8,5.23,0.29,4.94,0.29,15.6,32.8,53.1,,
2017,10-004,박준호,20,0,2,3,2,3,9,2.85,0.55,2.3,0.24,0,10,25,,
2017,10-003,김태규,70,16,7,13,14,13,7,5.5,0.11,5.39,0.25,22.9,32.9,51.4,,
2017,10-002,김완석,44,10,9,9,6,5,4,6,0.2,5.8,0.27,22.7,43.2,63.6,,
2017,10-001,구본수,26,2,0,8,7,8,1,4.35,0.08,4.27,0.23,7.7,7.7,38.5,,
2017,09-005,홍기철,24,5,2,2,3,5,7,4.46,0.08,4.38,0.28,20.8,29.2,37.5,,
2017,09-002,신현경,68,5,13,14,10,16,10,4.71,0.13,4.58,0.26,7.4,26.5,47.1,,
2017,09-001,김지훈,67,10,10,10,10,10,15,4.73,0.27,4.46,0.27,14.9,29.9,44.8,,
2017,08-009,한종석,78,18,16,18,13,8,4,6.36,0.15,6.21,0.23,23.1,43.6,66.7,,
2017,08-008,정주현,64,14,10,11,12,6,10,5.59,0.23,5.36,0.29,21.9,37.5,54.7,,
2017,08-006,이동준,71,9,17,21,9,11,4,5.83,0.07,5.76,0.25,12.7,36.6,66.2,,
2017,08-003,송효석,64,10,16,10,14,9,4,5.8,0.3,5.5,0.24,15.6,40.6,56.3,,
2017,08-002,김민길,73,14,9,15,16,14,5,5.47,0.12,5.35,0.26,19.2,31.5,52.1,,
2017,08-001,김동경,26,4,4,2,6,6,4,4.77,0,4.77,0.29,15.4,30.8,38.5,,
2017,07-013,황이태,53,3,14,10,6,10,8,4.79,0.43,4.36,0.23,5.7,32.1,50.9,,
2017,07-011,정경호,71,8,13,16,13,8,12,5.07,0.2,4.87,0.29,11.3,29.6,52.1,,
2017,07-010,장수영,79,16,19,13,14,11,6,6.08,0.15,5.93,0.23,20.3,44.3,60.8,,
2017,07-009,윤동오,70,6,16,12,12,12,12,4.91,0.14,4.77,0.26,8.6,31.4,48.6,,
2017,07-008,류해광,65,8,15,7,10,8,16,4.83,0.11,4.72,0.24,12.3,35.4,46.2,,
2017,07-007,심상철,92,45,21,14,6,4,1,8.14,0.24,7.9,0.21,48.9,71.7,87,,
2017,07-006,손동민,50,8,8,12,8,8,5,5.4,0.38,5.02,0.23,16,32,56,,
2017,07-005,배혜민,86,14,19,19,15,9,10,5.8,0.1,5.7,0.29,16.3,38.4,60.5,,
2017,07-003,김승택,49,4,3,9,9,10,13,3.82,0.38,3.44,0.24,8.2,14.3,32.7,,
2017,06-013,양원준,51,11,5,8,10,5,8,5.02,0.59,4.43,0.26,21.6,31.4,47.1,,
2017,06-012,안지민,80,23,18,16,14,5,3,6.93,0.18,6.75,0.25,28.8,51.3,71.3,,
2017,06-009,손지영,77,19,19,10,10,13,5,6.19,0.12,6.07,0.22,24.7,49.4,62.3,,
2017,06-008,손제민,70,15,8,16,10,11,7,5.41,0.35,5.06,0.24,21.4,32.9,55.7,,
2017,06-005,문주엽,70,5,7,20,21,11,6,4.83,0.03,4.8,0.27,7.1,17.1,45.7,,
2017,06-004,김동민,92,18,21,15,16,11,10,5.82,0.3,5.52,0.27,19.6,42.4,58.7,,
2017,06-003,김계영,62,14,7,12,17,8,2,5.77,0.31,5.46,0.25,22.6,33.9,53.2,,
2017,06-001,권일혁,52,6,10,6,8,13,9,4.67,0.24,4.43,0.33,11.5,30.8,42.3,,
2017,05-012,최영재,57,10,10,11,6,8,10,5.19,0.29,4.9,0.24,17.5,35.1,54.4,,
2017,05-011,주은석,58,12,11,10,6,9,9,5.53,0.27,5.26,0.23,20.7,39.7,56.9,,
2017,05-010,이종인,64,8,16,7,15,8,9,5.23,0.2,5.03,0.3,12.5,37.5,48.4,,
2017,05-009,이승일,70,8,14,9,11,15,13,4.79,0.13,4.66,0.26,11.4,31.4,44.3,,
2017,05-008,여현창,56,8,9,13,4,9,12,4.96,0.28,4.68,0.22,14.3,30.4,53.6,,
2017,05-005,김희용,31,7,7,4,2,6,5,5.71,0.13,5.58,0.26,22.6,45.2,58.1,,
2017,05-003,김도환,59,3,9,9,13,12,13,4.15,0.13,4.02,0.28,5.1,20.3,35.6,,
2017,05-001,고일수,27,6,3,7,5,5,0,5.78,0.48,5.3,0.19,22.2,33.3,59.3,,
2017,04-019,지현욱,98,13,13,19,11,20,20,4.61,0.28,4.33,0.23,13.3,26.5,45.9,,
2017,04-016,이창규,79,12,17,15,13,15,7,5.57,0.11,5.46,0.23,15.2,36.7,55.7,,
2017,04-012,원용관,67,7,17,12,9,15,6,5.22,0.14,5.08,0.29,10.4,35.8,53.7,,
2017,04-011,어선규,50,12,12,10,8,4,3,6.42,0.17,6.25,0.21,24,48,68,,
2017,04-010,신동길,58,8,8,9,13,11,8,4.83,0.08,4.75,0.29,13.8,27.6,43.1,,
2017,04-008,박상현,45,4,5,6,9,10,10,4.04,0.42,3.62,0.22,8.9,20,33.3,,
2017,04-007,민영건,98,29,26,12,14,12,4,6.81,0.07,6.74,0.24,29.6,56.1,68.4,,
2017,04-006,김종희,75,11,11,15,14,12,12,5.13,0.03,5.1,0.3,14.7,29.3,49.3,,
2017,04-005,김세원,71,7,7,20,14,10,12,4.73,0.11,4.62,0.36,9.9,19.7,47.9,,
2017,04-002,구현구,26,5,8,3,5,2,3,6.27,0.15,6.12,0.25,19.2,50,61.5,,
2017,04-001,경상수,26,1,4,5,3,4,9,3.88,0.12,3.76,0.31,3.8,19.2,38.5,,
2017,03-015,이지수,77,21,8,8,12,17,11,5.44,0.11,5.33,0.23,27.3,37.7,48.1,,
2017,03-014,이주영,71,13,19,12,11,9,7,5.97,0.17,5.8,0.25,18.3,45.1,62,,
2017,03-011,이미나,47,5,9,9,11,5,5,5.04,0.53,4.51,0.22,10.6,29.8,48.9,,
2017,03-008,박정아,99,32,21,22,5,7,12,6.92,0.09,6.83,0.22,32.3,53.5,75.8,,
2017,03-005,박설희,70,22,15,11,11,9,1,6.8,0.29,6.51,0.23,31.4,52.9,68.6,,
2017,03-004,문안나,68,10,11,14,13,12,8,5.28,0.18,5.1,0.28,14.7,30.9,51.5,,
2017,02-040,한  운,63,6,8,10,7,19,13,4.17,0.14,4.03,0.29,9.5,22.2,38.1,,
2017,02-038,최재원,78,10,12,18,13,14,9,5.08,0.13,4.95,0.26,12.8,28.2,51.3,,
2017,02-037,최광성,85,27,19,11,10,12,6,6.6,0.12,6.48,0.24,31.8,54.1,67.1,,
2017,02-031,이재학,67,12,14,11,7,12,11,5.4,0.06,5.34,0.25,17.9,38.8,55.2,,
2017,02-029,이용세,79,16,18,13,11,15,6,5.92,0.13,5.79,0.24,20.3,43,59.5,,
2017,02-027,윤영일,67,10,10,8,16,16,7,4.94,0.18,4.76,0.25,14.9,29.9,41.8,,
2017,02-025,신동열,25,0,4,3,4,7,7,3.48,0.16,3.32,0.23,0,16,28,,
2017,02-023,손근성,72,15,15,14,12,10,6,5.99,0.12,5.87,0.25,20.8,41.7,61.1,,
2017,02-022,사재준,79,14,13,20,17,6,9,5.76,0.11,5.65,0.24,17.7,34.2,59.5,,
2017,02-019,박석문,28,6,5,6,4,3,3,5.82,0.21,5.61,0.24,21.4,39.3,60.7,,
2017,02-016,김효년,81,27,18,9,10,7,8,6.67,0.25,6.42,0.18,33.3,55.6,66.7,,
2017,02-015,김현철,75,13,19,10,14,11,6,5.75,0.39,5.36,0.23,17.3,42.7,56,,
2017,02-012,김종민,54,13,18,8,4,8,2,6.7,0.34,6.36,0.2,24.1,57.4,72.2,,
2017,02-010,김정구,74,20,6,9,11,12,16,5.26,0.07,5.19,0.27,27,35.1,47.3,,
2017,02-009,김재윤,73,16,10,13,14,9,11,5.52,0.05,5.47,0.27,21.9,35.6,53.4,,
2017,02-008,김민천,85,16,19,10,20,13,7,5.72,0.07,5.65,0.24,18.8,41.2,52.9,,
2017,02-005,김선필,61,6,6,8,14,11,16,4.1,0.09,4.01,0.29,9.8,19.7,32.8,,
2017,02-002,김기한,70,9,16,10,12,12,10,5.17,0.26,4.91,0.28,12.9,35.7,50,,
2017,01-048,황만주,54,8,7,4,13,13,9,4.57,0.23,4.34,0.29,14.8,27.8,35.2,,
2017,01-047,한  진,82,14,18,12,12,16,10,5.48,0.06,5.42,0.27,17.1,39,53.7,,
2017,01-045,조현귀,64,4,10,10,15,15,10,4.38,0.06,4.32,0.26,6.3,21.9,37.5,,
2017,01-044,정인교,70,16,10,11,14,10,8,5.57,0.19,5.38,0.26,22.9,37.1,52.9,,
2017,01-043,정용진,69,10,13,10,16,11,9,5.2,0.04,5.16,0.25,14.5,33.3,47.8,,
2017,01-042,정민수,72,13,14,15,9,10,9,5.54,0.35,5.19,0.23,18.1,37.5,58.3,,
2017,01-040,장영태,53,10,9,11,10,5,6,5.55,0.33,5.22,0.26,18.9,35.8,56.6,,
2017,01-037,이택근,54,6,5,7,13,6,16,4.11,0.19,3.92,0.28,11.1,20.4,33.3,,
2017,01-036,이태희,73,19,23,11,10,4,6,6.84,0.09,6.75,0.26,26,57.5,72.6,,
2017,01-035,이응석,76,21,22,16,8,6,2,7,0.24,6.76,0.18,27.6,56.6,77.6,,
2017,01-031,윤영근,68,6,18,10,11,7,15,4.99,0.1,4.89,0.23,8.8,35.3,50,,
