RACE_YEAR,PLAYER_REGIST_NO,PLAYER_NM,PRACE_NCNT,PRACE_1R_NCNT,PRACE_2R_NCNT,PRACE_3R_NCNT,PRACE_4R_NCNT,PRACE_5R_NCNT,PRACE_6R_NCNT,AVRG_CKSN_SCORE_VALUE,AVRG_ACDNT_SCORE_VALUE,AVRG_SCORE_VALUE,AVRG_BEGIN_TIME_VALUE,VICTRY_RT,YUNDAE_RT,THREE_YUNDAE_RT,PLAYER_GRAD_NM,PLAYER_PN_NO
2017,01-030,우진수,98,16,13,18,22,13,15,5.11,0.14,4.97,0.26,16.3,29.6,48,,
2017,01-029,오세준,73,10,11,16,13,13,9,5.14,0.17,4.97,0.24,13.7,28.8,50.7,,
2017,01-026,서화모,68,9,13,17,11,10,8,5.44,0.12,5.32,0.25,13.2,32.4,57.4,,
2017,01-023,박영수,62,8,6,7,14,14,12,4.29,0.3,3.99,0.21,12.9,22.6,33.9,,
2017,01-022,박민수,63,10,15,10,11,11,5,5.57,0.29,5.28,0.23,15.9,39.7,55.6,,
2017,01-019,나병창,73,11,17,14,15,7,9,5.7,0.14,5.56,0.3,15.1,38.4,57.5,,
2017,01-017,김창규,41,4,7,7,6,7,8,4.49,0.29,4.2,0.25,9.8,26.8,43.9,,
2017,01-016,김종목,66,12,11,8,9,13,12,5.05,0.18,4.87,0.28,18.2,34.8,47,,
2017,01-014,김영욱,38,1,6,4,9,7,11,3.76,0.2,3.56,0.25,2.6,18.4,28.9,,
2017,01-013,김신오,45,2,7,9,10,8,8,4.31,0.47,3.84,0.21,4.4,20,40,,
2017,01-011,김명진,67,10,4,12,9,8,24,4.18,0.05,4.13,0.32,14.9,20.9,38.8,,
2017,01-009,김대선,67,13,2,10,11,13,18,4.39,0.11,4.28,0.28,19.4,22.4,37.3,,
2017,01-008,김국흠,58,8,10,10,12,12,6,5.14,0.19,4.95,0.34,13.8,31,48.3,,
2017,01-007,길현태,66,18,14,9,8,8,9,6.14,0.17,5.97,0.25,27.3,48.5,62.1,,
2017,01-006,권현기,21,4,4,0,5,5,2,4.95,0.57,4.38,0.26,19,38.1,38.1,,
2017,01-004,권명호,60,5,14,16,12,7,5,5.45,0.26,5.19,0.26,8.3,31.7,58.3,,
2017,01-003,곽현성,79,19,17,13,13,10,7,6.15,0.16,5.99,0.26,24.1,45.6,62,,
2017,01-002,강창효,57,12,7,7,8,8,14,4.91,0.28,4.63,0.2,21.1,33.3,45.6,,
2017,01-001,강지환,69,13,11,13,11,14,7,5.43,0.07,5.36,0.28,18.8,34.8,53.6,,
2017,14-010,이휘동,63,10,6,19,11,9,8,5.29,0.19,5.1,0.24,15.9,25.4,55.6,,
2017,14-009,이지은,60,3,5,8,9,12,20,3.3,0.33,2.97,0.32,5,13.3,26.7,,
2017,14-008,서종원,48,3,1,4,4,14,19,2.6,0.39,2.21,0.35,6.3,8.3,16.7,,
2017,14-007,박원규,74,16,15,14,9,10,10,5.82,0.09,5.73,0.23,21.6,41.9,60.8,,
2017,14-006,문성현,61,5,3,4,9,15,24,3.1,0.17,2.93,0.26,8.2,13.1,19.7,,
2017,14-005,김은지,53,7,10,7,8,12,8,4.85,0.42,4.43,0.28,13.2,32.1,45.3,,
2017,14-004,김성찬,51,2,2,5,10,14,16,2.94,0.39,2.55,0.29,3.9,7.8,17.6,,
2017,14-003,권혁민,63,0,1,8,5,12,37,2.17,0.09,2.08,0.34,0,1.6,14.3,,
2017,14-002,구본선,33,3,1,2,4,10,12,2.97,0.33,2.64,0.31,9.1,12.1,18.2,,
2017,14-001,고정환,60,6,2,8,15,14,15,3.8,0.23,3.57,0.26,10,13.3,26.7,,
2017,13-006,오재빈,46,5,5,7,7,13,6,4.17,0.61,3.56,0.22,10.9,21.7,37,,
2017,14-011,조규태,62,3,3,10,15,13,15,3.48,0.35,3.13,0.24,4.8,9.7,25.8,,
2017,14-012,하서우,61,1,4,3,8,12,33,2.44,0.02,2.42,0.34,1.6,8.2,13.1,,
2017,13-009,최진혁,60,3,3,6,13,14,20,3.17,0.18,2.99,0.27,5,10,20,,
2017,13-008,이진휘,57,3,5,6,6,11,24,3.09,0.25,2.84,0.26,5.3,14,24.6,,
2017,13-007,이진우,70,13,11,14,12,9,10,5.44,0.16,5.28,0.23,18.6,34.3,54.3,,
2017,13-004,김태용,69,10,9,11,11,13,13,4.65,0.22,4.43,0.22,14.5,27.5,43.5,,
2017,13-002,김민준,81,26,17,8,15,8,7,6.54,0.11,6.43,0.19,32.1,53.1,63,,
2017,13-001,김도휘,75,12,10,9,18,16,9,4.89,0.13,4.76,0.25,16,29.3,41.3,,
2017,12-010,한성근,56,13,10,5,10,12,4,5.52,0.33,5.19,0.21,23.2,41.1,50,,
2017,12-009,조성인,64,8,10,11,9,13,12,4.69,0.14,4.55,0.2,12.5,28.1,45.3,,
2017,12-008,정장훈,58,2,4,4,5,17,26,2.69,0.15,2.54,0.28,3.4,10.3,17.2,,
2017,12-007,임정택,65,2,10,10,12,15,16,3.91,0.12,3.79,0.25,3.1,18.5,33.8,,
2017,12-006,이상문,65,8,8,11,11,14,12,4.52,0.21,4.31,0.32,12.3,24.6,41.5,,
2017,12-005,류석현,90,30,23,12,7,12,5,6.94,0.14,6.8,0.2,33.3,58.9,72.2,,
2017,12-004,박준현,65,9,12,16,9,8,9,5.28,0.39,4.89,0.27,13.8,32.3,56.9,,
2017,12-002,김인혜,66,15,16,8,9,10,7,5.97,0.2,5.77,0.24,22.7,47,59.1,,
2017,12-001,강영길,46,6,6,7,6,9,12,4.43,0.1,4.33,0.21,13,26.1,41.3,,
2018,14-010,이휘동,65,10,12,13,9,10,10,5.23,0.14,5.09,0.24,15.4,33.8,53.8,,
2018,01-016,김종목,57,9,3,12,10,11,12,4.6,0.04,4.56,0.31,15.8,21.1,42.1,,
2018,01-017,김창규,58,6,5,17,13,12,5,4.88,0.17,4.71,0.27,10.3,19,48.3,,
2018,01-019,나병창,69,5,10,16,10,13,15,4.45,0.09,4.36,0.3,7.2,21.7,44.9,,
2018,01-022,박민수,56,11,10,6,11,10,5,5.3,0.52,4.78,0.26,19.6,37.5,48.2,,
2018,01-023,박영수,55,7,6,14,4,5,17,4.45,0.4,4.05,0.25,12.7,23.6,49.1,,
2018,01-026,서화모,70,15,14,13,11,10,6,5.89,0.11,5.78,0.27,21.4,41.4,60,,
2018,01-029,오세준,58,7,7,12,10,14,7,4.71,0.14,4.57,0.23,12.1,24.1,44.8,,
2018,01-030,우진수,110,15,21,16,16,18,24,4.89,0.05,4.84,0.27,13.6,32.7,47.3,,
2018,01-031,윤영근,45,7,3,9,6,6,10,4.31,0.96,3.35,0.22,15.6,22.2,42.2,,
2018,01-035,이응석,134,28,36,27,16,15,6,6.19,0.33,5.86,0.21,20.9,47.8,67.9,,
2018,01-036,이태희,94,27,27,22,12,4,2,7.35,0.1,7.25,0.24,28.7,57.4,80.9,,
2018,01-037,이택근,61,13,12,7,8,11,8,5.41,0.2,5.21,0.28,21.3,41,52.5,,
2018,01-040,장영태,65,12,12,15,11,9,5,5.74,0.09,5.65,0.24,18.5,36.9,60,,
2018,01-042,정민수,53,8,12,10,11,4,8,5.6,0.16,5.44,0.28,15.1,37.7,56.6,,
2018,01-043,정용진,64,9,8,16,11,11,9,5.09,0.1,4.99,0.25,14.1,26.6,51.6,,
2018,01-044,정인교,66,14,7,8,12,10,15,4.98,0.05,4.93,0.27,21.2,31.8,43.9,,
2018,01-045,조현귀,44,7,4,8,7,9,8,4.68,0.42,4.26,0.27,15.9,25,43.2,,
2018,01-047,한  진,65,8,11,12,13,8,13,4.94,0.05,4.89,0.28,12.3,29.2,47.7,,
2018,01-048,황만주,55,2,4,10,17,10,12,3.85,0.17,3.68,0.32,3.6,10.9,29.1,,
2018,02-002,김기한,48,4,5,11,13,9,6,4.63,0.2,4.43,0.29,8.3,18.8,41.7,,
2018,02-005,김선필,31,3,0,6,5,8,9,3.58,0.1,3.48,0.35,9.7,9.7,29,,
2018,02-008,김민천,72,22,19,8,9,5,8,6.72,0.3,6.42,0.25,30.6,56.9,68.1,,
2018,02-009,김재윤,61,5,5,13,12,15,10,4.2,0.15,4.05,0.32,8.2,16.4,37.7,,
2018,02-010,김정구,60,8,7,9,12,12,12,4.57,0.05,4.52,0.25,13.3,25,40,,
2018,02-012,김종민,73,21,13,11,15,6,6,6.32,0.21,6.11,0.21,28.8,46.6,61.6,,
2018,02-015,김현철,74,22,16,12,12,9,3,6.72,0.16,6.56,0.25,29.7,51.4,67.6,,
2018,02-016,김효년,79,30,12,11,10,10,4,6.76,0.18,6.58,0.17,38,53.2,67.1,,
2018,02-019,박석문,51,16,10,3,12,6,3,6.31,0.41,5.9,0.21,31.4,51,56.9,,
2018,02-023,손근성,74,12,12,16,14,15,5,5.45,0.09,5.36,0.28,16.2,32.4,54.1,,
2018,02-025,신동열,24,0,2,6,3,8,5,3.54,0.15,3.39,0.24,0,8.3,33.3,,
2018,02-027,윤영일,52,5,8,6,10,10,13,4.29,0.14,4.15,0.25,9.6,25,36.5,,
2018,02-029,이용세,73,16,17,8,12,12,7,5.84,0.14,5.7,0.23,21.9,45.2,56.2,,
2018,02-031,이재학,84,18,18,15,10,13,9,5.85,0.11,5.74,0.25,21.4,42.9,60.7,,
2018,02-037,최광성,92,30,18,19,12,4,8,6.87,0.16,6.71,0.2,32.6,52.2,72.8,,
2018,02-038,최재원,70,13,14,9,12,13,9,5.46,0.06,5.4,0.25,18.6,38.6,51.4,,
2018,02-040,한  운,68,8,11,13,14,12,10,4.96,0.04,4.92,0.27,11.8,27.9,47.1,,
2018,03-004,문안나,78,15,21,15,11,11,4,6.23,0.18,6.05,0.26,19.2,46.2,65.4,,
2018,03-005,박설희,41,9,6,10,8,4,3,5.88,0.51,5.37,0.26,22,36.6,61,,
2018,03-008,박정아,84,23,17,13,11,14,6,6.31,0.11,6.2,0.25,27.4,47.6,63.1,,
2018,03-011,이미나,65,5,12,13,13,13,8,4.8,0.16,4.64,0.24,7.7,26.2,46.2,,
2018,03-012,이시원,41,5,3,6,9,7,11,4.17,0.05,4.12,0.26,12.2,19.5,34.1,,
2018,03-014,이주영,84,26,22,17,11,6,2,7.3,0.15,7.15,0.27,31,57.1,77.4,,
2018,03-015,이지수,49,7,5,11,6,9,10,4.65,0.37,4.28,0.25,14.3,24.5,46.9,,
2018,04-001,경상수,20,3,1,2,3,4,7,3.85,0.1,3.75,0.36,15,20,30,,
2018,04-002,구현구,76,15,16,19,6,8,11,5.91,0.33,5.58,0.24,19.7,40.8,65.8,,
2018,04-005,김세원,62,4,6,8,10,14,20,3.66,0.06,3.6,0.32,6.5,16.1,29,,
2018,04-006,김종희,58,7,4,6,12,16,13,3.98,0.05,3.93,0.28,12.1,19,29.3,,
2018,04-007,민영건,81,23,21,11,8,8,8,6.51,0.18,6.33,0.23,28.4,54.3,67.9,,
2018,04-008,박상현,56,5,8,12,13,12,6,4.79,0.12,4.67,0.26,8.9,23.2,44.6,,
2018,04-010,신동길,60,7,9,12,13,11,8,4.93,0.16,4.77,0.28,11.7,26.7,46.7,,
2018,04-011,어선규,82,24,22,11,15,3,6,6.84,0.16,6.68,0.2,29.3,56.1,69.5,,
2018,04-012,원용관,53,4,15,7,14,4,9,5.19,0.11,5.08,0.27,7.5,35.8,49.1,,
2018,04-016,이창규,39,7,8,6,6,6,5,5.41,0.56,4.85,0.21,17.9,38.5,53.8,,
2018,04-019,지현욱,89,8,13,12,14,21,20,4.2,0.31,3.89,0.25,9,23.6,37.1,,
2018,05-003,김도환,53,4,4,9,14,13,9,4.09,0.02,4.07,0.29,7.5,15.1,32.1,,
2018,05-005,김희용,62,6,7,9,13,16,11,4.27,0.05,4.22,0.26,9.7,21,35.5,,
2018,05-006,박종덕,27,4,7,5,4,3,4,5.63,0.11,5.52,0.26,14.8,40.7,59.3,,
2018,05-008,여현창,63,15,12,9,6,10,10,5.65,0.35,5.3,0.18,23.8,42.9,57.1,,
2018,05-009,이승일,53,8,10,9,8,11,7,5.19,0.1,5.09,0.26,15.1,34,50.9,,
2018,07-013,황이태,67,15,15,9,9,9,9,5.78,0.23,5.55,0.28,22.4,44.8,58.2,,
2018,07-011,정경호,65,7,7,19,16,7,9,5.03,0.01,5.02,0.27,10.8,21.5,50.8,,
2018,07-010,장수영,79,20,15,13,13,15,3,6.18,0.16,6.02,0.2,25.3,44.3,60.8,,
2018,07-009,윤동오,67,10,10,9,16,15,7,5.03,0.22,4.81,0.25,14.9,29.9,43.3,,
2018,07-008,류해광,55,11,12,5,11,9,7,5.55,0.06,5.49,0.25,20,41.8,50.9,,
2018,07-007,심상철,84,40,21,9,6,4,2,7.94,0.2,7.74,0.2,47.6,72.6,83.3,,
2018,07-006,손동민,59,20,10,12,5,8,3,6.76,0.42,6.34,0.23,33.9,50.8,71.2,,
2018,07-005,배혜민,71,11,17,12,8,12,11,5.46,0.05,5.41,0.27,15.5,39.4,56.3,,
2018,07-003,김승택,63,12,10,10,11,12,7,5.37,0.22,5.15,0.29,19,34.9,50.8,,
2018,06-013,양원준,47,4,6,9,9,9,9,4.36,0.44,3.92,0.25,8.5,21.3,40.4,,
2018,06-012,안지민,63,17,10,10,7,11,6,5.83,0.33,5.5,0.23,27,42.9,58.7,,
2018,06-009,손지영,85,20,18,21,14,6,5,6.46,0.09,6.37,0.23,23.5,44.7,69.4,,
2018,06-008,손제민,68,19,18,13,8,6,4,6.85,0.18,6.67,0.21,27.9,54.4,73.5,,
2018,06-005,문주엽,56,5,8,12,17,10,4,4.96,0.09,4.87,0.24,8.9,23.2,44.6,,
2018,06-004,김동민,101,18,25,13,16,15,13,5.64,0.27,5.37,0.26,17.8,42.6,55.4,,
2018,06-003,김계영,61,16,15,13,8,5,3,6.72,0.31,6.41,0.21,26.2,50.8,72.1,,
2018,06-001,권일혁,55,3,6,9,10,11,16,3.82,0.08,3.74,0.33,5.5,16.4,32.7,,
2018,05-012,최영재,81,21,14,15,7,9,15,5.94,0.1,5.84,0.25,25.9,43.2,61.7,,
2018,05-011,주은석,77,14,14,14,16,12,7,5.6,0.12,5.48,0.23,18.2,36.4,54.5,,
2018,05-010,이종인,69,6,11,19,11,12,8,4.9,0.2,4.7,0.34,8.7,24.6,52.2,,
2018,15-003,김지영,25,2,4,5,1,6,6,4.2,0.24,3.96,0.29,8,24,44,,
2018,12-006,이상문,54,2,10,7,11,13,10,4.11,0.13,3.98,0.29,3.7,22.2,35.2,,
2018,12-007,임정택,53,4,5,11,9,11,12,4.08,0.2,3.88,0.25,7.5,17,37.7,,
2018,12-008,정장훈,33,2,2,2,7,12,7,3.24,0.48,2.76,0.31,6.1,12.1,18.2,,
2018,12-009,조성인,58,19,11,11,3,5,8,6.48,0.27,6.21,0.2,32.8,51.7,70.7,,
2018,12-010,한성근,71,16,14,17,13,6,5,6.25,0.06,6.19,0.22,22.5,42.3,66.2,,
2018,13-001,김도휘,55,7,6,8,21,5,6,4.89,0.35,4.54,0.25,12.7,23.6,38.2,,
2018,13-002,김민준,80,18,13,9,13,13,14,5.39,0.09,5.3,0.21,22.5,38.8,50,,
2018,13-004,김태용,39,4,7,3,5,10,7,4.13,0.69,3.44,0.24,10.3,28.2,35.9,,
2018,13-007,이진우,62,10,15,9,11,8,6,5.52,0.51,5.01,0.21,16.1,40.3,54.8,,
2018,13-008,이진휘,52,8,7,7,6,11,12,4.54,0.24,4.3,0.23,15.4,28.8,42.3,,
2018,13-009,최진혁,42,7,3,4,8,10,9,4.26,0.45,3.81,0.28,16.7,23.8,33.3,,
2018,14-001,고정환,53,4,8,6,9,13,13,4.06,0.09,3.97,0.21,7.5,22.6,34,,
2018,14-002,구본선,45,2,4,3,6,16,13,3.09,0.37,2.72,0.26,4.4,13.3,20,,
2018,14-003,권혁민,54,1,3,1,11,10,28,2.44,0.12,2.32,0.34,1.9,7.4,9.3,,
2018,14-004,김성찬,50,3,3,9,11,12,9,3.7,0.39,3.31,0.26,6,12,30,,
2018,14-005,김은지,45,6,4,7,9,11,6,4.4,0.56,3.84,0.27,13.3,22.2,37.8,,
2018,14-006,문성현,43,1,2,6,3,10,19,2.63,0.55,2.08,0.25,2.3,7,20.9,,
2018,14-007,박원규,69,13,9,10,12,13,12,5.06,0.13,4.93,0.25,18.8,31.9,46.4,,
2018,14-008,서종원,52,3,4,3,7,9,26,2.92,0.06,2.86,0.33,5.8,13.5,19.2,,
2018,14-009,이지은,52,0,3,4,4,13,28,2.27,0.13,2.14,0.33,0,5.8,13.5,,
2018,01-011,김명진,53,8,5,8,10,9,13,4.51,0.02,4.49,0.36,15.1,24.5,39.6,,
2018,14-011,조규태,62,5,14,7,15,11,9,4.79,0.13,4.66,0.21,8.1,30.6,41.9,,
2018,14-012,하서우,35,4,5,1,3,5,13,3.46,0.89,2.57,0.3,11.4,25.7,28.6,,
2018,15-001,구남우,27,0,0,3,5,9,10,2.44,0.09,2.35,0.21,0,0,11.1,,
2018,15-002,김경일,27,3,5,4,3,6,6,4.63,0.06,4.57,0.27,11.1,29.6,44.4,,
2018,15-004,김채현,27,0,1,0,1,7,18,1.63,0.11,1.52,0.31,0,3.7,3.7,,
2018,15-005,김태영,24,3,1,1,7,6,5,3.75,0.17,3.58,0.29,12.5,16.7,20.8,,
2018,15-006,박민영,20,0,2,1,2,8,6,2.6,0.85,1.75,0.31,0,10,15,,
2018,15-007,송효범,27,0,1,2,2,5,17,2.04,0.06,1.98,0.31,0,3.7,11.1,,
2018,15-008,신선길,27,0,0,1,0,5,21,1.37,0.04,1.33,0.36,0,0,3.7,,
2018,15-009,엄광호,25,3,2,2,5,8,4,3.96,0.36,3.6,0.22,12,20,28,,
2018,15-010,윤상선,23,2,1,3,3,4,10,3.3,0.3,3,0.24,8.7,13,26.1,,
2018,15-011,이  인,19,0,0,0,3,3,10,1.47,1.24,0.23,0.31,0,0,0,,
2018,15-012,정세혁,27,2,6,2,2,6,9,4.07,0.09,3.98,0.28,7.4,29.6,37,,
2018,15-013,정승호,23,1,2,1,2,3,14,2.61,0.15,2.46,0.35,4.3,13,17.4,,
2018,15-014,조승민,27,4,2,2,5,4,10,3.96,0.13,3.83,0.2,14.8,22.2,29.6,,
2018,15-015,한유형,26,0,1,5,5,4,11,2.96,0.25,2.71,0.31,0,3.8,23.1,,
2018,15-016,한준희,27,4,0,0,4,4,14,2.89,0.63,2.26,0.25,14.8,14.8,14.8,,
2018,12-005,류석현,73,22,14,16,9,8,3,6.64,0.26,6.38,0.22,30.1,49.3,71.2,,
2018,12-004,박준현,53,5,7,12,6,12,10,4.45,0.22,4.23,0.22,9.4,22.6,45.3,,
2018,12-002,김인혜,90,24,19,17,15,12,2,6.51,0.1,6.41,0.23,26.7,47.8,66.7,,
2018,12-001,강영길,43,6,3,8,12,7,5,4.63,0.52,4.11,0.21,14,20.9,39.5,,
2018,11-016,지용민,20,1,0,3,2,8,5,2.85,0.93,1.92,0.27,5,5,20,,
2018,11-015,정훈민,52,8,8,9,10,9,8,5.08,0.09,4.99,0.24,15.4,30.8,48.1,,
2018,11-014,전정환,44,4,6,10,13,9,1,4.98,0.42,4.56,0.22,9.1,22.7,45.5,,
2018,11-012,서  휘,58,10,16,6,11,6,9,5.71,0.18,5.53,0.23,17.2,44.8,55.2,,
2018,11-011,박진서,68,14,11,14,14,7,8,5.75,0.13,5.62,0.27,20.6,36.8,57.4,,
2018,11-009,김희영,21,0,2,1,4,5,8,2.67,0.83,1.84,0.23,0,9.5,14.3,,
2018,11-008,김현덕,48,5,4,8,12,6,12,4.21,0.39,3.82,0.27,10.4,18.8,35.4,,
2018,11-007,김지현,47,6,17,6,10,5,1,6.04,0.41,5.63,0.29,12.8,48.9,61.7,,
2018,11-006,김응선,97,44,17,12,7,12,4,7.36,0.08,7.28,0.19,45.4,62.9,75.3,,
2018,11-005,김영민,59,5,7,11,17,12,7,4.59,0.1,4.49,0.27,8.5,20.3,39,,
2018,11-004,김선웅,61,5,12,10,16,7,11,4.84,0.14,4.7,0.21,8.2,27.9,44.3,,
2018,11-003,김강현,62,4,9,9,17,15,7,4.37,0.2,4.17,0.25,6.5,21,35.5,,
2018,11-001,기광서,59,8,10,7,16,12,6,5.02,0.08,4.94,0.26,13.6,30.5,42.4,,
2018,10-006,이경섭,67,12,12,11,13,9,10,5.4,0.13,5.27,0.21,17.9,35.8,52.2,,
2018,10-005,반혜진,73,15,15,17,16,6,4,6.3,0.06,6.24,0.29,20.5,41.1,64.4,,
2018,10-004,박준호,51,4,3,7,12,16,9,3.82,0.06,3.76,0.26,7.8,13.7,27.5,,
2018,10-003,김태규,45,4,10,6,8,12,4,4.8,0.38,4.42,0.28,8.9,31.1,44.4,,
2018,10-002,김완석,60,13,11,15,7,6,5,5.93,0.6,5.33,0.21,21.7,40,65,,
2018,10-001,구본수,26,1,3,2,4,7,9,3.27,0.06,3.21,0.3,3.8,15.4,23.1,,
2018,09-005,홍기철,61,9,10,11,11,12,8,5.11,0.14,4.97,0.27,14.8,31.1,49.2,,
2018,09-002,신현경,58,6,16,11,5,13,6,5.28,0.16,5.12,0.26,10.3,37.9,56.9,,
2018,09-001,김지훈,70,12,13,8,17,10,9,5.29,0.14,5.15,0.25,17.1,35.7,47.1,,
2018,08-009,한종석,86,21,22,17,10,10,6,6.51,0.05,6.46,0.24,24.4,50,69.8,,
2018,08-008,정주현,70,18,14,13,2,12,11,5.93,0.06,5.87,0.25,25.7,45.7,64.3,,
2018,08-007,전두식,51,3,11,9,10,7,10,4.63,0.19,4.44,0.29,5.9,27.5,45.1,,
2018,08-006,이동준,81,12,28,18,9,8,6,6.33,0.1,6.23,0.23,14.8,49.4,71.6,,
2018,08-003,송효석,54,4,15,14,9,4,7,5.5,0.43,5.07,0.27,7.4,35.2,61.1,,
2018,08-002,김민길,80,22,19,12,11,11,4,6.5,0.08,6.42,0.24,27.5,51.3,66.3,,
2018,08-001,김동경,64,5,10,11,9,19,10,4.38,0.12,4.26,0.32,7.8,23.4,40.6,,
2018,02-022,사재준,60,8,9,16,5,14,7,5.05,0.12,4.93,0.27,13.3,28.3,55,,
2018,01-001,강지환,60,6,11,16,12,8,6,5.23,0.16,5.07,0.27,10,28.3,55,,
2018,01-002,강창효,54,8,7,8,9,11,10,4.67,0.32,4.35,0.26,14.8,27.8,42.6,,
2018,01-003,곽현성,53,12,7,8,8,9,7,5.3,0.54,4.76,0.26,22.6,35.8,50.9,,
2018,01-004,권명호,65,12,11,15,8,12,7,5.58,0.1,5.48,0.33,18.5,35.4,58.5,,
2018,01-006,권현기,54,6,6,10,15,8,7,4.65,0.34,4.31,0.32,11.1,22.2,40.7,,
2018,01-007,길현태,62,10,13,11,11,8,7,5.44,0.39,5.05,0.24,16.1,37.1,54.8,,
2018,01-008,김국흠,67,7,4,14,17,13,11,4.34,0.21,4.13,0.31,10.4,16.4,37.3,,
2018,01-009,김대선,59,7,4,14,12,7,15,4.46,0.16,4.3,0.25,11.9,18.6,42.4,,
2019,02-037,최광성,79,15,16,14,18,9,6,5.84,0.23,5.6,0.22,19,39.2,57,,
2019,02-038,최재원,60,10,14,13,7,9,6,5.7,0.3,5.4,0.26,16.7,40,61.7,,
2019,02-040,한  운,55,4,9,13,12,13,3,4.85,0.49,4.36,0.28,7.3,23.6,47.3,,
2019,03-004,문안나,69,9,13,15,12,11,8,5.26,0.13,5.13,0.27,13,31.9,53.6,,
2019,03-005,박설희,74,23,14,18,8,5,5,6.81,0.13,6.68,0.21,31.1,50,74.3,,
2019,03-008,박정아,70,7,13,20,11,10,9,5.26,0.13,5.13,0.27,10,28.6,57.1,,
2019,03-011,이미나,51,4,12,11,14,6,2,5.33,0.7,4.64,0.2,7.8,31.4,52.9,,
2019,03-012,이시원,64,5,11,3,16,14,13,4.08,0.22,3.86,0.25,7.8,25,29.7,,
2019,03-014,이주영,89,23,19,27,11,7,2,6.88,0.1,6.78,0.25,25.8,47.2,77.5,,
2019,03-015,이지수,79,13,16,18,19,9,4,5.87,0.08,5.79,0.25,16.5,36.7,59.5,,
2019,04-002,구현구,50,12,7,9,10,7,4,5.76,0.38,5.38,0.28,24,38,56,,
2019,04-005,김세원,55,5,4,9,15,12,9,4.16,0.08,4.08,0.29,9.1,16.4,32.7,,
2019,04-006,김종희,60,2,11,11,14,14,8,4.43,0.1,4.33,0.27,3.3,21.7,40,,
2019,04-007,민영건,78,24,11,17,11,9,6,6.44,0.1,6.33,0.23,30.8,44.9,66.7,,
2019,04-008,박상현,73,10,14,11,8,19,10,4.95,0.13,4.82,0.2,13.7,32.9,47.9,,
2019,04-010,신동길,64,2,12,10,11,16,13,4.14,0.09,4.05,0.26,3.1,21.9,37.5,,
2019,04-011,어선규,80,22,24,15,9,8,2,7.04,0.11,6.93,0.19,27.5,57.5,76.3,,
2019,04-012,원용관,67,6,11,12,13,15,9,4.64,0.17,4.47,0.27,9,25.4,43.3,,
2019,04-016,이창규,19,2,3,4,1,6,2,4.53,1,3.53,0.24,10.5,26.3,47.4,,
2019,05-003,김도환,45,2,6,6,5,9,15,3.49,0.77,2.72,0.24,4.4,17.8,31.1,,
2019,05-005,김희용,66,8,11,12,8,14,12,4.73,0.2,4.53,0.28,12.1,28.8,47,,
2019,05-006,박종덕,77,13,15,20,14,12,3,5.94,0.12,5.81,0.21,16.9,36.4,62.3,,
2019,05-009,이승일,62,6,10,8,13,15,9,4.5,0.4,4.1,0.25,9.7,25.8,38.7,,
2019,05-010,이종인,73,6,12,17,17,10,10,4.88,0.23,4.64,0.3,8.2,24.7,47.9,,
2019,05-011,주은석,60,17,15,11,7,7,2,6.78,0.28,6.5,0.18,28.3,53.3,71.7,,
2019,05-012,최영재,75,14,18,16,11,7,8,6.01,0.25,5.77,0.22,18.7,42.7,64,,
2019,06-001,권일혁,58,9,2,5,12,13,17,3.91,0.11,3.8,0.29,15.5,19,27.6,,
2019,06-003,김계영,59,11,10,10,9,11,7,5.36,0.25,5.1,0.24,18.6,35.6,52.5,,
2019,06-004,김동민,65,8,15,11,13,10,7,5.32,0.33,4.99,0.25,12.3,35.4,52.3,,
2019,06-005,문주엽,78,15,14,24,13,9,2,6.22,0.37,5.85,0.24,19.2,37.2,67.9,,
2019,06-008,손제민,72,14,18,14,14,6,6,6.14,0.21,5.93,0.22,19.4,44.4,63.9,,
2019,06-009,손지영,62,10,9,14,16,10,2,5.52,0.12,5.4,0.23,16.1,30.6,53.2,,
2019,06-012,안지민,80,20,15,14,11,10,10,6.1,0.08,6.03,0.23,25,43.8,61.3,,
2019,06-013,양원준,63,8,13,12,12,5,11,5.19,0.22,4.97,0.22,12.7,33.3,52.4,,
2019,07-003,김승택,76,18,15,9,13,13,7,5.88,0.14,5.74,0.24,23.7,43.4,55.3,,
2019,07-005,배혜민,80,14,20,14,11,12,9,5.78,0.05,5.73,0.26,17.5,42.5,60,,
2019,07-006,손동민,32,6,11,5,3,2,2,6.13,1.58,4.55,0.17,18.8,53.1,68.8,,
2019,07-007,심상철,80,43,15,10,3,6,2,8.14,0.29,7.84,0.17,53.8,72.5,85,,
2019,07-008,류해광,76,17,13,10,16,12,8,5.66,0.02,5.64,0.23,22.4,39.5,52.6,,
2019,07-009,윤동오,60,8,10,9,12,10,11,4.88,0.16,4.73,0.23,13.3,30,45,,
2019,07-010,장수영,58,15,12,10,8,8,4,6.19,0.39,5.8,0.2,25.9,46.6,63.8,,
2019,02-010,김정구,55,7,15,10,8,10,4,5.56,0.35,5.22,0.22,12.7,40,58.2,,
2019,07-011,정경호,72,13,11,12,11,18,7,5.28,0.04,5.24,0.24,18.1,33.3,50,,
2019,07-013,황이태,68,9,13,10,16,8,11,5.1,0.21,4.89,0.26,13.2,32.4,47.1,,
2019,08-001,김동경,44,5,3,8,11,6,9,4.25,0.44,3.81,0.31,11.4,18.2,36.4,,
